Geo_FIPS	Geo_GEOID	Geo_NAME	Geo_QName	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_FILEID	Geo_LOGRECNO	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATECE	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_PLACESE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITSCE	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_UACP	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_VTD	Geo_ZCTA3	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_TAZ	Geo_UGA	Geo_BTTR	Geo_BTBG	Geo_PUMA5	Geo_PUMA1	SE_A00001_001	SE_A00002_001	SE_A00002_002	SE_A00002_003	SE_A00003_001	SE_A00003_002	SE_A00003_003	SE_A02001_001	SE_A02001_002	SE_A02001_003	SE_A01001_001	SE_A01001_002	SE_A01001_003	SE_A01001_004	SE_A01001_005	SE_A01001_006	SE_A01001_007	SE_A01001_008	SE_A01001_009	SE_A01001_010	SE_A01001_011	SE_A01001_012	SE_A01001_013	SE_C01001_001	SE_C01001_002	SE_C01001_003	SE_C01001_004	SE_C01001_005	SE_C01001_006	SE_C01001_007	SE_C01001_008	SE_C01001_009	SE_C01001_010	SE_C01001_011	SE_C01001_012	SE_C01001_013	SE_C01001_014	SE_C01001_015	SE_C01001_016	SE_C01001_017	SE_C01001_018	SE_C01001_019	SE_C01001_020	SE_C01001_021	SE_C01001_022	SE_C01001_023	SE_C01001_024	SE_A03001_001	SE_A03001_002	SE_A03001_003	SE_A03001_004	SE_A03001_005	SE_A03001_006	SE_A03001_007	SE_A03001_008	SE_A04001_001	SE_A04001_002	SE_A04001_003	SE_A04001_004	SE_A04001_005	SE_A04001_006	SE_A04001_007	SE_A04001_008	SE_A04001_009	SE_A04001_010	SE_A04001_011	SE_A04001_012	SE_A04001_013	SE_A04001_014	SE_A04001_015	SE_A04001_016	SE_A04001_017	SE_A10008_001	SE_A10008_002	SE_A10008_003	SE_A10008_004	SE_A10008_005	SE_A10008_006	SE_A10008_007	SE_A10008_008	SE_A10008_009	SE_A12001_001	SE_A12001_002	SE_A12001_003	SE_A12001_004	SE_A12001_005	SE_A12001_006	SE_A12001_007	SE_A12001_008	SE_A17002_001	SE_A17002_002	SE_A17002_003	SE_A17002_004	SE_A17002_005	SE_A17002_006	SE_A17002_007	SE_A17001_001	SE_A17001_002	SE_A17001_003	SE_A14001_001	SE_A14001_002	SE_A14001_003	SE_A14001_004	SE_A14001_005	SE_A14001_006	SE_A14001_007	SE_A14001_008	SE_A14001_009	SE_A14001_010	SE_A14001_011	SE_A14001_012	SE_A14001_013	SE_A14001_014	SE_A14001_015	SE_A14001_016	SE_A14001_017	SE_A14006_001	SE_A14007_001	SE_A14007_002	SE_A14007_003	SE_A14007_004	SE_A14007_005	SE_A14007_006	SE_A14007_007	SE_A14007_008	SE_A14007_009	SE_A14007_010	SE_A14008_001	SE_A14009_001	SE_A14009_002	SE_A14009_003	SE_A14009_004	SE_A14009_005	SE_A14009_006	SE_A14009_007	SE_A14009_008	SE_A14009_009	SE_A14009_010	SE_A14028_001
"13107"	"05000US13107"	"Emanuel County"	"Emanuel County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000065"	""	""	""	""	"13"	"107"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	22499	22499	33.05898	680.571591837491	690.1841	680.5716	9.612525	22499	11105	11394	22499	1528	1400	1772	956	2011	3048	2682	2761	2853	2090	1134	264	22499	1528	1400	1772	956	733	327	128	823	1505	1543	1395	1287	1279	1482	1646	511	696	555	599	936	814	320	264	22499	13935	7698	11	63	0	332	460	22499	21496	13355	7694	11	4	0	12	420	1003	580	4	0	59	0	320	40	8392	5648	3580	2068	500	1568	2744	1442	1302	14832	3085	6361	3551	908	579	235	113	17372	9031	0	9031	8340	691	8341	9031	0	9031	8392	1146	663	655	624	623	489	531	581	254	562	632	890	353	148	166	75	34946	34946	39426	27018	""	""	""	43962	""	42571	39004	47264.7878932317	47264.7878932317	52679.8594847775	36447.1198156682	0	0	""	43524.5454545455	37695.3271028037	46511.6182572614	52680.8436176091	0.468
"13109"	"05000US13109"	"Evans County"	"Evans County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000066"	""	""	""	""	"13"	"109"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	10727	10727	58.65126	182.894635805262	186.8696	182.8946	3.974965	10727	5303	5424	10727	781	902	733	424	658	1550	1290	1388	1289	979	507	226	10727	781	902	733	424	208	76	30	344	812	738	696	594	649	739	663	229	397	221	313	445	236	271	226	10727	6291	3262	1	91	0	1011	71	10727	9471	6044	3256	1	91	0	12	67	1256	247	6	0	0	0	999	4	4006	2819	1632	1187	253	934	1187	554	633	7229	1857	2709	1544	740	275	88	16	8148	4671	9	4662	4297	365	3477	4671	9	4662	4006	578	273	238	194	270	235	232	165	122	289	430	432	276	129	72	71	39701	39701	55000	28480	""	""	""	24840	""	26827	55855	53976.8597104344	53976.8597104344	64301.4705882353	34299.6545768567	""	61589.4736842105	""	44251.0869565217	0	45966.9590643275	64602.0816326531	0.4738
"13111"	"05000US13111"	"Fannin County"	"Fannin County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000067"	""	""	""	""	"13"	"111"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	24925	24925	64.40073	387.0297345007	392.3072	387.0297	5.277425	24925	12086	12839	24925	993	1009	1480	769	1585	2143	2480	3185	4324	4277	2044	636	24925	993	1009	1480	769	425	286	293	581	1134	1009	1178	1302	1417	1768	1980	1016	1328	1027	1472	1778	1173	871	636	24925	24160	79	88	165	28	78	327	24925	24360	23700	79	26	165	28	38	324	565	460	0	62	0	0	40	3	10461	6987	5655	1332	492	840	3474	1693	1781	19089	2539	6545	5948	2534	791	545	187	21172	10221	0	10221	9586	635	10951	10221	0	10221	10461	795	781	537	688	566	718	491	618	351	784	1135	1382	616	450	314	235	45647	45647	46312	""	2499	13800	""	""	26858	62019	46259	61591.1863110601	61591.1863110601	62163.2117784711	""	37120.8333333333	14280.7692307692	0	47696.6666666667	34349.5327102804	62662.1848739496	62150.7024265645	0.4519
"13113"	"05000US13113"	"Fayette County"	"Fayette County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000068"	""	""	""	""	"13"	"113"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	111369	111369	572.9695	194.371593999663	199.3234	194.3716	4.95183	111369	54055	57314	111369	4911	6354	8882	5924	9823	9698	12447	17587	16654	12059	5142	1888	111369	4911	6354	8882	5924	2924	1289	1053	4557	4842	4856	5256	7191	8251	9336	9249	3194	4211	2589	4177	5293	3294	1848	1888	111369	75542	24316	276	5034	118	2481	3602	111369	103388	70248	24241	136	4992	118	757	2896	7981	5294	75	140	42	0	1724	706	39753	30563	25664	4899	1226	3673	9190	3796	5394	75475	3926	15659	20775	21605	9736	2429	1345	89345	55606	137	55469	52689	2780	33739	55606	137	55469	39753	1111	864	1127	935	1101	1208	1326	1410	1273	2793	3728	5380	4011	3709	4415	5362	87272	87272	89154	84499	27829	90043	""	44659	76825	60166	90653	115469.058938948	115469.058938948	118547.512715112	107966.949256665	35854.4303797468	124036.794425087	0	80410.592459605	98390.5521472393	98704.7639670853	119270.837665231	0.4337
"13115"	"05000US13115"	"Floyd County"	"Floyd County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000069"	""	""	""	""	"13"	"115"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	96824	96824	189.917	509.822606127905	518.4651	509.8226	8.642545	96824	46810	50014	96824	5851	5876	7033	3912	10065	11998	11788	12531	12134	8942	4772	1922	96824	5851	5876	7033	3912	3118	1469	1480	3998	6292	5706	5396	6392	6115	6416	6194	2150	3790	1959	2879	4104	2810	1962	1922	96824	75735	13861	177	1540	0	3551	1960	96824	86402	68897	13781	159	1441	0	563	1561	10422	6838	80	18	99	0	2988	399	35633	24857	17642	7215	2003	5212	10776	4679	6097	64087	12190	21185	17609	7506	3531	1512	554	76630	44045	33	44012	41259	2753	32585	44045	33	44012	35633	2677	2301	2290	2086	2065	2558	1931	1422	1498	2525	3861	3958	2755	1153	1377	1176	46367	46367	51059	32734	""	51767	""	36667	38324	31128	52385	65817.3069907109	65817.3069907109	69767.9129656407	40241.3806863528	27195.9459459459	130432.735426009	""	54991.3333333333	51378.6885245902	50863.2534775889	70916.9114146556	0.4768
"13117"	"05000US13117"	"Forsyth County"	"Forsyth County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000070"	""	""	""	""	"13"	"117"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	219880	219880	979.1967	224.551415682235	247.1202	224.5514	22.5688	219880	109258	110622	219880	13618	17800	19490	11242	15713	21581	35681	36610	23124	15811	7207	2003	219880	13618	17800	19490	11242	5087	2280	1975	6371	8843	12738	16424	19257	19719	16891	12669	4542	5913	3472	5561	6778	4378	2829	2003	219880	178874	7301	415	26049	95	2573	4573	219880	199005	161162	6915	307	25997	34	319	4271	20875	17712	386	108	52	61	2254	302	73675	60229	52340	7889	2283	5606	13446	6008	7438	142017	10170	23577	34864	48316	20410	2859	1821	165073	113616	104	113512	109504	4008	51457	113616	104	113512	73675	2030	1398	1526	1626	1643	1931	1794	2039	2227	4289	6082	9636	9197	7179	8938	12140	101743	101743	97122	90760	85952	137026	""	57014	96154	62848	100561	122580.438411944	122580.438411944	119202.315107331	102769.522169608	115225.316455696	158696.050905274	""	85160.2184087364	126237.728026534	76382.7626459144	122515.16246748	0.4037
"13119"	"05000US13119"	"Franklin County"	"Franklin County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000071"	""	""	""	""	"13"	"119"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	22514	22514	86.07565	261.560637346582	266.4777	261.5606	4.917085	22514	10853	11661	22514	1367	1259	1394	938	2191	2593	2484	3023	2900	2608	1332	425	22514	1367	1259	1394	938	671	462	202	856	1382	1211	1273	1211	1520	1503	1613	633	654	591	826	1191	763	569	425	22514	19338	2150	16	198	0	505	307	22514	21511	18844	2150	16	196	0	0	305	1003	494	0	0	2	0	505	2	8305	5932	4422	1510	456	1054	2373	966	1407	15365	3072	6169	4047	1253	516	223	85	18307	9119	2	9117	8644	473	9188	9119	2	9117	8305	747	853	817	470	510	391	347	423	249	680	922	862	476	183	164	211	40198	40198	40853	26750	""	""	""	61406	""	50950	40779	56324.8404575557	56324.8404575557	58324.7553017945	37445.8503401361	0	0	""	51463.2	43206.1224489796	74368.5714285714	57663.0044223328	0.4927
"13121"	"05000US13121"	"Fulton County"	"Fulton County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000072"	""	""	""	""	"13"	"121"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1021902	1021902	1940.052	526.739342421664	534.3359	526.7393	7.596537	1021902	495087	526815	1021902	62272	65993	63024	38983	104967	170060	148149	141925	113127	69519	31031	12852	1021902	62272	65993	63024	38983	30351	16523	13501	44592	87880	82180	78478	69671	73205	68720	60339	22635	30153	17228	23605	28686	18627	12404	12852	1021902	458596	451053	3837	70225	321	15106	22764	1021902	947574	406755	445992	1612	69987	206	4238	18784	74328	51841	5061	2225	238	115	10868	3980	400016	216890	145213	71677	16016	55661	183126	84474	98652	686663	54469	125382	153965	209426	103072	27138	13211	816772	553201	704	552497	516732	35765	263571	553201	704	552497	400016	28334	17457	16950	17161	17590	15364	14362	17437	14754	28443	36421	41441	32795	22670	27549	51288	64787	64787	96449	40973	44131	104451	109022	49561	64112	53825	101649	106342.089066437	106342.089066437	147915.004889337	56257.8834064761	61855.5808656036	130465.671953255	191514.705882353	81451.1106175033	91647.5452196382	82238.9337952271	152915.117483207	0.5402
"13123"	"05000US13123"	"Gilmer County"	"Gilmer County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000073"	""	""	""	""	"13"	"123"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	29922	29922	70.20432	426.213112956508	430.9557	426.2131	4.742636	29922	15079	14843	29922	1570	1289	1860	1185	2161	2791	3272	4043	4762	4436	2050	503	29922	1570	1289	1860	1185	551	293	435	882	1418	1373	1402	1870	2019	2024	2107	959	1696	1112	1535	1789	1242	808	503	29922	27122	135	523	142	3	1403	594	29922	26493	25753	90	65	142	3	0	440	3429	1369	45	458	0	0	1403	154	11645	8002	6717	1285	456	829	3643	1961	1682	21857	3951	7962	5562	2687	1114	459	122	24832	13558	28	13530	12787	743	11274	13558	28	13530	11645	770	639	631	847	657	822	633	461	405	1190	1290	1365	765	360	425	385	49389	49389	49425	50583	""	""	""	56102	""	39706	49818	63844.5942464577	63844.5942464577	64431.4089661482	50500	48104.6728971963	71246.1538461538	""	49309.7972972973	64041.015625	50896.1741424802	64716.6619223835	0.4486
"13125"	"05000US13125"	"Glascock County"	"Glascock County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000074"	""	""	""	""	"13"	"125"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	3009	3009	20.93282	143.745543222594	144.4532	143.7455	0.7076184	3009	1438	1571	3009	134	208	195	167	243	264	376	486	423	296	162	55	3009	134	208	195	167	84	5	42	112	141	123	174	202	262	224	227	75	121	45	88	163	86	76	55	3009	2661	275	15	0	2	0	56	3009	2960	2628	275	15	0	2	0	40	49	33	0	0	0	0	0	16	1105	728	538	190	32	158	377	168	209	2062	467	869	540	157	29	0	0	2407	1411	0	1411	1364	47	996	1411	0	1411	1105	91	87	85	68	52	55	70	89	56	92	125	120	72	18	8	17	41686	41686	42071	41169	""	""	""	""	""	""	42071	53252.2171945701	53252.2171945701	53986.1	45894.1747572816	""	""	0	""	""	""	53986.1	0.4361
"13127"	"05000US13127"	"Glynn County"	"Glynn County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000075"	""	""	""	""	"13"	"127"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	83974	83974	200.1521	419.550904482955	585.2478	419.5509	165.6969	83974	39419	44555	83974	4971	5295	5386	3268	6796	10134	9817	10839	11674	9486	4401	1907	83974	4971	5295	5386	3268	1782	1058	759	3197	5200	4934	4989	4828	5196	5643	6042	2469	3163	2085	3235	4166	2852	1549	1907	83974	57000	21957	360	1076	57	1481	2043	83974	78396	53454	21778	350	1048	57	182	1527	5578	3546	179	10	28	0	1299	516	33777	22088	15416	6672	1379	5293	11689	5159	6530	58258	7039	15721	18231	10406	4947	1350	564	67031	40825	31	40794	38572	2222	26206	40825	31	40794	33777	2775	1773	1747	2002	2105	1424	1577	1530	1736	2609	2787	3719	2960	1593	1550	1890	50672	50672	57763	34229	""	48533	""	56325	73674	36042	59570	76224.8097818042	76224.8097818042	86414.0118593128	45605.6433408578	83765.2777777778	79578.6941580756	""	54633.5958005249	76192.9061784897	50930.7369682445	88437.912858661	0.5042
"13129"	"05000US13129"	"Gordon County"	"Gordon County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000076"	""	""	""	""	"13"	"129"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	56790	56790	159.5981	355.831270260712	358.0435	355.8313	2.212289	56790	28001	28789	56790	3516	3625	4488	2589	4791	7129	7400	8296	6926	4924	2340	766	56790	3516	3625	4488	2589	1287	673	939	1892	3592	3537	4008	3392	4171	4125	3631	1520	1775	1019	1588	2317	1350	990	766	56790	50658	2255	468	637	14	1793	965	56790	47926	44167	2219	7	595	14	35	889	8864	6491	36	461	42	0	1758	76	20294	15096	11410	3686	990	2696	5198	2284	2914	37781	8430	13301	10601	3346	1514	329	260	44541	26911	13	26898	25667	1231	17630	26911	13	26898	20294	1406	1296	1352	1205	1454	1326	1143	1118	1229	1687	1541	2361	1436	707	594	439	44313	44313	44901	22941	75323	49519	""	36904	40000	40625	45578	60188.7947176505	60188.7947176505	61459.3001841621	35120.7107843137	60638.3647798742	60080.4347826087	""	43524.3792325056	79016.0869565217	50228.3312316099	62446.6116394521	0.454
"13131"	"05000US13131"	"Grady County"	"Grady County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000077"	""	""	""	""	"13"	"131"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	24926	24926	54.84256	454.501046336894	460.2639	454.501	5.762915	24926	12176	12750	24926	1668	1575	1913	1060	1761	3291	2725	3349	3307	2545	1254	478	24926	1668	1575	1913	1060	390	262	246	863	1703	1588	1236	1489	1638	1711	1894	599	814	494	904	1147	816	438	478	24926	16529	7163	133	141	91	222	647	24926	22152	14507	7039	124	141	83	0	258	2774	2022	124	9	0	8	222	389	9037	6441	4523	1918	516	1402	2596	1084	1512	16949	3343	6410	4805	1409	737	146	99	19358	11051	21	11030	10303	727	8307	11051	21	11030	9037	841	609	631	626	669	412	507	371	468	617	941	826	793	272	254	200	42348	42348	49656	26971	21579	""	""	31938	48462	32326	50482	59294.2016155804	59294.2016155804	64310.4909643371	47969.9419568823	29302.7777777778	101981.395348837	""	27633.734939759	52965.5172413793	38713.1868131868	65809.28559478	0.4705
"13133"	"05000US13133"	"Greene County"	"Greene County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000078"	""	""	""	""	"13"	"133"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	16976	16976	43.79195	387.651155140487	406.211	387.6512	18.55987	16976	8299	8677	16976	683	1014	1067	494	1055	1798	1630	1869	2652	3058	1390	266	16976	683	1014	1067	494	332	119	73	531	898	900	948	682	835	1034	1186	538	928	706	890	1462	935	455	266	16976	9924	6028	0	171	3	678	172	16976	15958	9676	6001	0	171	3	0	107	1018	248	27	0	0	0	678	65	7004	4828	3588	1240	281	959	2176	978	1198	12663	2133	4259	2998	1870	810	446	147	14018	6658	25	6633	6305	328	7360	6658	25	6633	7004	564	459	466	536	386	320	238	301	246	613	527	684	427	327	376	534	49755	49755	66795	25641	""	""	""	""	""	""	67136	86585.3083952027	86585.3083952027	112969.568136048	36060.9339919174	""	175217.391304348	""	51740.6113537118	96360.7142857143	61681.7543859649	113108.552036199	0.573
"13135"	"05000US13135"	"Gwinnett County"	"Gwinnett County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000079"	""	""	""	""	"13"	"135"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	902298	902298	2095.672	430.553123798257	436.7617	430.5531	6.208552	902298	441051	461247	902298	61066	66523	75653	44209	82008	120126	133771	134623	100877	54650	22158	6634	902298	61066	66523	75653	44209	23230	12269	11696	34813	59033	61093	65869	67902	69259	65364	55147	20566	25164	14522	18933	21195	13852	8306	6634	902298	448155	245748	3509	102858	269	74969	26790	902298	713690	345876	239090	1221	102668	219	4042	20574	188608	102279	6658	2288	190	50	70927	6216	288724	217852	162381	55471	14488	40983	70872	33336	37536	572839	70656	130489	164871	134489	53727	10651	7956	684606	473566	514	473052	450670	22382	211040	473566	514	473052	288724	12287	8764	8354	10572	12823	12732	12332	13064	11429	24995	30846	42594	28644	19510	20881	18897	67769	67769	76243	63150	45108	62834	""	46078	62100	48691	82614	87966.1365179202	87966.1365179202	97913.285624786	77602.078371942	55323.1003039514	84312.9114754098	11281.0810810811	58679.1640953717	80607.3665480427	62496.8768098844	104465.102477775	0.43
"13137"	"05000US13137"	"Habersham County"	"Habersham County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000080"	""	""	""	""	"13"	"137"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	44289	44289	159.9876	276.827623911771	279.0678	276.8276	2.240181	44289	20962	23327	44289	2654	2615	3009	1765	4620	4830	5566	5755	5408	4769	2612	686	44289	2654	2615	3009	1765	1374	1009	535	1702	2422	2408	2928	2638	2959	2796	2527	1064	1817	985	1664	2120	1442	1170	686	44289	38359	1358	45	907	248	2414	958	44289	37888	34298	1351	40	907	86	293	913	6401	4061	7	5	0	162	2121	45	15195	10364	8606	1758	584	1174	4831	1935	2896	29626	6464	9987	7634	3001	1732	509	299	35482	18855	24	18831	18083	748	16627	18855	24	18831	15195	1056	1099	908	853	773	753	709	794	776	1575	1410	2011	1054	649	410	365	49140	49140	49852	66875	23264	57656	""	42063	43125	47530	49020	60810.918065153	60810.918065153	62090.8097546856	61942.8082191781	25253.3333333333	51868.8271604938	0	41654.9450549451	52458.5106382979	53171.4285714286	62193.5732449719	0.4307
"13139"	"05000US13139"	"Hall County"	"Hall County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000081"	""	""	""	""	"13"	"139"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	195961	195961	498.6487	392.984060157808	429.2993	392.9841	36.31526	195961	97518	98443	195961	13011	14159	15051	8730	17894	25407	25113	26641	22197	16539	8561	2658	195961	13011	14159	15051	8730	4745	2897	2598	7654	13130	12277	12552	12561	13681	12960	11702	4369	6126	3693	5124	7722	5107	3454	2658	195961	166426	14540	472	3348	35	6857	4283	195961	140808	119773	14079	297	3327	15	197	3120	55153	46653	461	175	21	20	6660	1163	63931	47761	36252	11509	3299	8210	16170	7339	8831	127116	27479	34930	34141	19036	7575	2564	1391	151110	95561	77	95484	91959	3525	55549	95561	77	95484	63931	2934	2201	2872	3023	3107	3237	3243	2942	3230	5226	7077	8877	5467	3629	3547	3319	59898	59898	62060	40599	83021	56875	""	47679	62917	48080	66570	80217.141918631	80217.141918631	83513.9594909482	49781.9315981932	81270.5882352941	82281.935483871	0	57016.1290322581	70979.8414496036	59722.2157385795	88631.0459373224	0.4486
"13141"	"05000US13141"	"Hancock County"	"Hancock County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000082"	""	""	""	""	"13"	"141"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	8535	8535	18.11844	471.067041237257	477.816	471.067	6.748967	8535	5193	3342	8535	292	317	389	210	639	1291	963	1255	1335	1119	586	139	8535	292	317	389	210	67	29	52	491	709	582	580	383	601	654	616	330	389	258	283	578	269	317	139	8535	2094	6178	0	74	14	122	53	8535	8371	2068	6170	0	74	14	0	45	164	26	8	0	0	0	122	8	2991	1736	1002	734	115	619	1255	447	808	6688	1906	2866	1326	353	122	95	20	7390	2060	0	2060	1977	83	5330	2060	0	2060	2991	282	451	252	137	241	323	51	146	148	118	245	279	170	58	61	29	31984	31984	73304	27254	""	""	""	""	""	""	72768	49666.3991975928	49666.3991975928	76144.6408839779	38289.9516908213	""	0	""	""	0	0	73321.8020022247	0.4923
"13143"	"05000US13143"	"Haralson County"	"Haralson County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000083"	""	""	""	""	"13"	"143"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	28956	28956	102.6207	282.165248642079	283.1755	282.1653	1.010248	28956	14041	14915	28956	1744	1716	2337	1229	2227	3553	3524	4405	3699	2727	1294	501	28956	1744	1716	2337	1229	656	306	271	994	1861	1692	1363	2161	2323	2082	1675	891	1133	700	836	1191	922	372	501	28956	26752	1347	91	219	0	56	491	28956	28501	26366	1347	91	219	0	56	422	455	386	0	0	0	0	0	69	11128	8059	5645	2414	907	1507	3069	1411	1658	19703	3799	7208	5934	1609	642	368	143	22798	12930	19	12911	12285	626	9868	12930	19	12911	11128	944	739	782	708	504	594	485	630	600	623	1133	1232	749	555	660	190	46353	46353	46760	45329	""	""	""	""	28750	""	46650	62797.9690869878	62797.9690869878	62809.5324949602	55627.4226804124	0	0	""	0	0	0	62689.9913135798	0.4509
"13145"	"05000US13145"	"Harris County"	"Harris County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000084"	""	""	""	""	"13"	"145"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	33590	33590	72.41605	463.847412420444	472.9565	463.8474	9.109086	33590	16832	16758	33590	1576	1975	2303	1493	2774	3369	4092	5155	4992	3866	1480	515	33590	1576	1975	2303	1493	886	407	343	1138	1676	1693	2131	1961	2484	2671	2583	1105	1304	918	1068	1880	1023	457	515	33590	26584	5417	41	420	4	170	954	33590	32435	25875	5404	41	398	4	2	711	1155	709	13	0	22	0	168	243	12158	9667	8095	1572	466	1106	2491	1286	1205	23469	2166	5515	8773	4221	1980	497	317	27173	16632	277	16355	15186	1169	10541	16632	277	16355	12158	457	389	470	464	600	445	429	517	430	708	1222	1719	1628	1014	898	768	74261	74261	79200	46518	""	""	""	117303	97569	79831	79561	93383.3607501234	93383.3607501234	100365.589858925	58880.7025986525	0	107862.711864407	0	115748.648648649	89974.8201438849	94061.9926199262	100602.881214895	0.4352
