"PRECINCT.x","OBJECTID.x","LEGISDIST","CONGDIST","SENDIST","SCHOOLDIST","COUNDIST","FORMERPREC","precinct","tvotes16","tvotes20","vote_change","longitude_prec_cent","latitude_prec_cent","distance2020","OBJECTID_1","OBJECTID","PRECINCT","VOTE_LOC","VOTE_ADD","GlobalID","longitude2016poll","latitude2016poll","new_poll_long","new_poll_lat","distance2020miles","distance2016miles","poll_dist_change_miles"
"J120",81,38,3,37,"5",25,NA,"J120",206,244,38,-85.7805056676869,38.1462734935253,112743.717105258,86,86,"J120","Kenwood Elementary School Gym","7420 Justan Ave","{AB510D66-8B6D-4C67-9D6E-ED7C38A76C15}",-85.787251785,38.145504712,-85.741452,38.199089,4.21800193968977,0.371255261460208,3.84674667822956
"I124",82,37,3,37,"5",13,NA,"I124",102,124,22,-85.7504127265959,38.1384920240472,110025.193508357,57,57,"I122","Auburndale Elementary School Gym","5749 New Cut Rd","{4458E196-85FF-40A2-8619-BE24FB50185C}",-85.771030605,38.13502622,-85.741452,38.199089,4.20787742009787,1.1483155970415,3.05956182305638
"O129",83,44,3,37,"4",12,NA,"O129",245,360,115,-85.8602670703638,38.1476541918928,119708.647658666,79,79,"A136","Greenwood Elementary School Gym","5801 Greenwood Rd","{BEFE36E5-E33B-43D4-A37D-7BCCC50FA239}",-85.861174018,38.1454139310001,-85.741452,38.199089,7.37807555711897,0.162219219884745,7.21585633723423
"B156",84,29,3,19,"6",23,NA,"B156",243,357,114,-85.6083283778336,38.1508219072178,97837.6097127856,70,70,"B133","Highview Bapt Ch/Fegenbush Campus","7711 Fegenbush Ln","{3EEBFE4A-FD30-4555-B281-30EA84884DAB}",-85.617639173,38.1405518830001,-85.741452,38.199089,7.97610066917492,0.871172905607004,7.10492776356792
"B166",85,29,3,14,"6",22,NA,"B166",154,218,64,-85.5945411487526,38.1512696879622,96648.1713710296,82,82,"B155","Fern Creek High School-Gym","9115 Fern Creek Rd","{8608C1BE-F28F-4FF5-B08D-F1CE73644469}",-85.592496621,38.156408777,-85.741452,38.199089,8.65208026113718,0.371530822730037,8.28054943840714
"Q101",86,46,3,35,"6",2,NA,"Q101",306,442,136,-85.6677506263774,38.1523521152125,103020.432307224,106,106,"Q134","Green Acres Baptist Church","5189 Poplar Level Rd","{2DA0F822-5C57-4D64-80F9-ED78A835B11F}",-85.6667757979999,38.1604360420001,-85.741452,38.199089,5.14717000719233,0.560085055496621,4.58708495169571
"B168",87,29,3,14,"7",22,NA,"B168",217,341,124,-85.5820988563081,38.1532577327249,95600.7407853152,83,83,"B163","Beulah Presbyterian Church Gym","6704 Bardstown Rd","{FFA1336E-3AC9-433E-8DFD-988D4130263D}",-85.5875014009999,38.1493803120001,-85.741452,38.199089,9.23401530852154,0.397618532851257,8.83639677567029
"B132",88,29,3,19,"6",23,NA,"B132",170,276,106,-85.6213473855953,38.1527937423358,98998.1347400938,88,88,"B132","Luhr Elementary School Gym","6900 Fegenbush Ln","{7372C1F7-82C1-474C-BFD2-BCBA52E29320}",-85.62965561,38.149377658,-85.741452,38.199089,7.27715070893855,0.510168614540067,6.76698209439848
"O137",89,44,3,37,"4",12,NA,"O137",313,451,138,-85.8610630403551,38.1532597554749,119847.211972254,84,84,"A111","Pleasure Ridge HS Small Gym","5901 Greenwood Rd","{E5848163-A891-4A10-935A-1B1805D9B4A0}",-85.86368368,38.1458977030001,-85.741452,38.199089,7.23890105105209,0.527453515061791,6.7114475359903
"B185",90,29,3,19,"6",22,"Q130","B185",69,116,47,-85.6095080093296,38.158112969442,98056.1416003416,89,89,"Q107","Burnett Avenue Baptist Church","6800 S Hurstbourne Pkwy","{9911334F-16AE-431F-9272-09524F8B1655}",-85.6202744449999,38.161282805,-85.741452,38.199089,7.71950529682222,0.625753969656616,7.0937513271656
"J117",91,38,3,37,"5",21,NA,"J117",136,188,52,-85.7714684159796,38.1516980117847,112028.193612253,92,92,"J114","St Marks Lutheran Church","7153 Southside Dr","{12602932-0C67-4E09-A8E7-934929B3EA06}",-85.767275551,38.150492899,-85.741452,38.199089,3.65444636246323,0.243018166437593,3.41142819602563
"K128",92,40,3,37,"4",12,NA,"K128",154,182,28,-85.8442633589562,38.1506957698361,118351.930052489,100,100,"K128","PRP Fire Station #1","4500 Kerrick Ln","{B75FC869-2647-4BE2-961E-6AB644B31889}",-85.837542952,38.1533574060001,-85.741452,38.199089,6.51731731467309,0.409475356178797,6.10784195849429
"Q134",93,46,3,35,"6",2,NA,"Q134",166,250,84,-85.6726548507547,38.1571790449756,103519.089118327,105,105,"Q101","Green Acres Baptist Church","5189 Poplar Level Rd","{23473FC0-4216-4B8F-8861-C805D479233B}",-85.666776364,38.160436529,-85.741452,38.199089,4.7313063844405,0.391107106285088,4.34019927815541
"I123",94,37,3,37,"5",13,NA,"I123",283,325,42,-85.7598694771608,38.1468519023521,110954.54286879,92,92,"J114","St Marks Lutheran Church","7153 Southside Dr","{12602932-0C67-4E09-A8E7-934929B3EA06}",-85.767275551,38.150492899,-85.741452,38.199089,3.73985010566496,0.475163196841563,3.2646869088234
"Q122",95,46,3,35,"6",2,NA,"Q122",295,358,63,-85.6879712997954,38.1560406566023,104831.673219971,124,124,"C109","Thomas Jefferson Mid Sch Cafeteria","1501 Rangeland Rd","{79A5329F-7560-4FD5-94BA-DD35A3658AEB}",-85.6793598579999,38.16922924,-85.741452,38.199089,4.15860363277181,1.02340388541865,3.13519974735316
"B159",96,29,3,14,"7",22,NA,"B159",314,631,317,-85.5617291764831,38.145220228471,93706.1222193082,68,68,"B161","Evangel World Prayer Center","6900 Billtown Rd","{4421E2AE-1FCA-44FE-B9FB-7D746DD74A99}",-85.54521569,38.144571952,-85.741452,38.199089,10.4672771070538,0.900583509934226,9.56669359711954
"K146",97,40,3,37,"4",12,"J128","K146",199,269,70,-85.8059997049209,38.1590499761031,115132.108996227,111,111,"K145","PRP Fire Station #5","6902 Manslick Rd","{A94DEC7B-0E48-41FE-830A-F868A2D74FEA}",-85.799217069,38.160238323,-85.741452,38.199089,4.46944634566125,0.378353336320619,4.09109300934063
"K147",98,40,3,37,"4",12,"J129","K147",261,432,171,-85.8260280319649,38.1546580500984,116815.234620787,107,107,"K126","Hillview Community Church","5319 Dixie Hwy","{C05DDA5A-B0EA-42E5-B233-158D9A2C28C2}",-85.832424562,38.1587344530001,-85.741452,38.199089,5.53126837946746,0.447662169459774,5.08360621000768
"O128",99,44,3,37,"4",12,NA,"O128",265,350,85,-85.8598340313029,38.1593416433093,119818.962366805,108,108,"O114","Shacklette Elementary School Gym","5310 Mercury Dr","{B26B5604-F058-4434-A088-C30D1C53FF2D}",-85.854895533,38.1592229890001,-85.741452,38.199089,7.00394539193125,0.269066648228751,6.7348787437025
"C113",100,30,3,35,"6",2,NA,"C113",88,129,41,-85.6703580059563,38.1631008441292,103412.739362892,548,549,"C113","Rangeland Elementary School Gym","1701 Rangeland Rd","{6FB0D0D5-CEA4-4FFC-8E41-141C9BB15E2A}",-85.669290261,38.165835611,-85.741452,38.199089,4.59804420487959,0.197380272746053,4.40066393213354
"J114",101,38,3,37,"5",21,"I120p","J114",276,368,92,-85.7675791747077,38.1592343739833,111794.609879284,116,116,"I120","Sunset Lodge #915","221 Steedly Dr","{4ADCF434-F38E-4004-A037-BA4B2F0CAB2F}",-85.761458147,38.1635812330001,-85.741452,38.199089,3.09509186233824,0.448326053963069,2.64676580837517
"Q138",102,46,3,19,"7",22,"C140","Q138",133,181,48,-85.5996498879786,38.1606100237795,97243.3619363238,82,82,"B155","Fern Creek High School-Gym","9115 Fern Creek Rd","{8608C1BE-F28F-4FF5-B08D-F1CE73644469}",-85.592496621,38.156408777,-85.741452,38.199089,8.16357686887395,0.485511502275528,7.67806536659842
"O139",103,44,3,37,"4",12,NA,"O139",10,20,10,-85.8959323210029,38.1602611749922,122972.571932874,112,112,"O127","Conway Middle School Cafeteria","6300 Terry Rd","{599B8FD4-86A4-4A00-8F72-21522C69D178}",-85.868502469,38.1594729970001,-85.741452,38.199089,8.82646705177216,1.49475969983122,7.33170735194094
"K127",104,40,3,37,"4",12,NA,"K127",229,326,97,-85.838449119487,38.1622139730372,117997.591375604,117,117,"K127","Kerrick Elementary School Gym","2210 Upper Hunters Trce","{072832DE-8C95-406F-9B72-749B9BC7C21F}",-85.83832168,38.1653274070001,-85.741452,38.199089,5.86131309991869,0.214851620004305,5.64646147991438
"C108",105,30,3,35,"6",2,NA,"C108",342,418,76,-85.6855693729691,38.1658184756673,104775.459493612,124,124,"C109","Thomas Jefferson Mid Sch Cafeteria","1501 Rangeland Rd","{79A5329F-7560-4FD5-94BA-DD35A3658AEB}",-85.6793598579999,38.16922924,-85.741452,38.199089,3.8107046936628,0.41190695959046,3.39879773407234
"Q127",106,46,3,35,"6",24,NA,"Q127",153,152,-1,-85.6509297357733,38.1616719599254,101705.088361936,106,106,"Q134","Green Acres Baptist Church","5189 Poplar Level Rd","{2DA0F822-5C57-4D64-80F9-ED78A835B11F}",-85.6667757979999,38.1604360420001,-85.741452,38.199089,5.56309158175391,0.86712866819333,4.69596291356058
"H161",107,35,3,35,"6",21,"Q136p","H161",1,0,-1,-85.7056677085589,38.1541127580047,106340.493806635,103,103,"Q122","UAW Hall Gettelfinger Hall","3000 Fern Valley Rd","{E7611573-4407-4ABC-AF98-E841CA7E49DE}",-85.7085474639999,38.1562054440001,-85.741452,38.199089,3.66317984053212,0.213143896534275,3.45003594399785
"I142",108,37,3,37,"6",13,"H134p","I142",0,1,1,-85.7306103121259,38.148988722603,108436.929593068,103,103,"Q122","UAW Hall Gettelfinger Hall","3000 Fern Valley Rd","{E7611573-4407-4ABC-AF98-E841CA7E49DE}",-85.7085474639999,38.1562054440001,-85.741452,38.199089,3.50557581266516,1.30062789885891,2.20494791380625
"B157",109,29,3,19,"7",22,NA,"B157",327,519,192,-85.5887333086476,38.1652509829292,96378.1661168094,82,82,"B155","Fern Creek High School-Gym","9115 Fern Creek Rd","{8608C1BE-F28F-4FF5-B08D-F1CE73644469}",-85.592496621,38.156408777,-85.741452,38.199089,8.6355581941792,0.643376791553752,7.99218140262545
"Q123",110,46,3,35,"6",2,NA,"Q123",368,468,100,-85.6654763091143,38.1685559857844,103079.148711285,548,549,"C113","Rangeland Elementary School Gym","1701 Rangeland Rd","{6FB0D0D5-CEA4-4FFC-8E41-141C9BB15E2A}",-85.669290261,38.165835611,-85.741452,38.199089,4.64138015310325,0.279884545984501,4.36149560711875
"I120",111,37,3,37,"5",21,NA,"I120",107,134,27,-85.7564014048831,38.1634476441804,110885.085876937,116,116,"I120","Sunset Lodge #915","221 Steedly Dr","{4ADCF434-F38E-4004-A037-BA4B2F0CAB2F}",-85.761458147,38.1635812330001,-85.741452,38.199089,2.5894852845099,0.275519707258889,2.31396557725101
"D126",112,31,3,14,"7",20,NA,"D126",281,413,132,-85.5763043425015,38.1656123398275,95309.347963549,121,121,"D121","Wheeler Elementary School Gym","5700 Cynthia Dr","{2D5574E7-DDDF-4E3A-B7DC-E80758E67C94}",-85.57451747,38.1666017570001,-85.741452,38.199089,9.28257387805446,0.118846323144538,9.16372755490992
"O115",113,44,3,37,"4",12,NA,"O115",230,332,102,-85.8504769454295,38.1644631766086,119074.578022857,114,114,"O129","Incarnation Catholic Church","2229 Lower Hunters Trce","{78E03E09-9212-4ED8-A5C6-F5A49B445214}",-85.848630645,38.1607571010001,-85.741452,38.199089,6.39793586456137,0.274677498987244,6.12325836557413
"C142",114,30,3,35,"6",2,NA,"C142",200,347,147,-85.6329194118393,38.1677715283596,100246.368479006,90,90,"C139","Forest Park Community Church","5012 S Watterson Trl","{B998F92C-3142-4AB8-90EB-065E05C6218A}",-85.623752845,38.174700989,-85.741452,38.199089,6.29100074655699,0.691042915794767,5.59995783076223
"C109",115,30,3,35,"6",2,NA,"C109",131,148,17,-85.6771556977404,38.1701726238224,104117.977238996,124,124,"C109","Thomas Jefferson Mid Sch Cafeteria","1501 Rangeland Rd","{79A5329F-7560-4FD5-94BA-DD35A3658AEB}",-85.6793598579999,38.16922924,-85.741452,38.199089,4.02858636806226,0.136520962632704,3.89206540542955
"J149",116,38,3,37,"5",21,"I117","J149",215,230,15,-85.7694336881931,38.1689209218466,112099.28833685,119,119,"J149","St Thomas More Catholic Church","6105 S 3rd St","{2E78750E-8AC7-4545-852A-75A13889C9F3}",-85.76766367,38.1667540610001,-85.741452,38.199089,2.5787701766216,0.177835241201763,2.40093493541983
"J113",117,38,3,37,"5",21,NA,"J113",254,336,82,-85.7764260878669,38.1652016329756,112650.230984269,119,119,"J149","St Thomas More Catholic Church","6105 S 3rd St","{2E78750E-8AC7-4545-852A-75A13889C9F3}",-85.76766367,38.1667540610001,-85.741452,38.199089,3.01467115490017,0.489009132171594,2.52566202272858
"K145",118,40,3,33,"4",12,"J127","K145",293,369,76,-85.810255428383,38.1678295493844,115627.260253529,140,140,"K148","Gutermuth Elementary School Gym","1500 Sanders Ln","{3C8F8FE4-C173-43D0-BA95-9B467F6A4BD5}",-85.8075161469999,38.1778589900001,-85.741452,38.199089,4.32187276643409,0.707647245226195,3.61422552120789
"B172",119,29,3,14,"7",20,NA,"B172",276,530,254,-85.5421330253212,38.1618537414934,92286.6128433466,169,169,"B172","Ramsey Middle School","6409 Gellhaus Ln","{1E60D3F0-3EDB-4358-AB5C-27694CCD2A6E}",-85.5464012149999,38.1505411040001,-85.741452,38.199089,11.1511909362336,0.814142086363832,10.3370488498697
"K126",120,40,3,33,"4",3,NA,"K126",110,142,32,-85.8250789161992,38.1683467732843,116922.488134724,135,135,"O131","St Lawrence Catholic Church","1925 Lewiston Dr","{7576FDA5-9300-4809-9A64-1E9D4CF4979C}",-85.8306727459999,38.1743424540001,-85.741452,38.199089,5.0222118653322,0.513594764727847,4.50861710060436
"O131",121,44,3,37,"4",12,NA,"O131",149,182,33,-85.8329769323615,38.1717358688823,117658.326491779,135,135,"O131","St Lawrence Catholic Church","1925 Lewiston Dr","{7576FDA5-9300-4809-9A64-1E9D4CF4979C}",-85.8306727459999,38.1743424540001,-85.741452,38.199089,5.32772925513356,0.219228648229598,5.10850060690396
"Q137",122,46,3,19,"6",22,"C139p","Q137",184,288,104,-85.6127808850949,38.1675614355194,98499.5896416898,89,89,"Q107","Burnett Avenue Baptist Church","6800 S Hurstbourne Pkwy","{9911334F-16AE-431F-9272-09524F8B1655}",-85.6202744449999,38.161282805,-85.741452,38.199089,7.33466194359132,0.595014965455654,6.73964697813567
"O114",123,44,3,37,"4",12,NA,"O114",178,236,58,-85.8594813148314,38.1674517927685,119899.175867358,108,108,"O114","Shacklette Elementary School Gym","5310 Mercury Dr","{B26B5604-F058-4434-A088-C30D1C53FF2D}",-85.854895533,38.1592229890001,-85.741452,38.199089,6.78597199417913,0.620064737256737,6.1659072569224
"B151",124,29,3,14,"7",20,NA,"B151",238,398,160,-85.5613325750181,38.1729249997045,94150.5895293825,121,121,"D121","Wheeler Elementary School Gym","5700 Cynthia Dr","{2D5574E7-DDDF-4E3A-B7DC-E80758E67C94}",-85.57451747,38.1666017570001,-85.741452,38.199089,9.97008784450376,0.840012691044329,9.13007515345943
"O130",125,44,3,37,"4",1,NA,"O130",178,230,52,-85.8445946235331,38.1724773398977,118678.230817771,117,117,"K127","Kerrick Elementary School Gym","2210 Upper Hunters Trce","{072832DE-8C95-406F-9B72-749B9BC7C21F}",-85.83832168,38.1653274070001,-85.741452,38.199089,5.90732109619816,0.599884414497566,5.3074366817006
"B155",126,29,3,19,"7",22,NA,"B155",160,221,61,-85.604738840645,38.1735594467119,97911.5828505706,90,90,"C139","Forest Park Community Church","5012 S Watterson Trl","{B998F92C-3142-4AB8-90EB-065E05C6218A}",-85.623752845,38.174700989,-85.741452,38.199089,7.64787772381131,1.03824978379442,6.60962794001688
"C104",127,30,3,35,"6",2,NA,"C104",149,180,31,-85.6924510177572,38.1738213335733,105504.240399513,128,128,"C108","National Assoc. of Letter Carriers","4815 Poplar Level Rd","{547849F4-B5A5-4576-8124-56B848C94085}",-85.6860131,38.1744403920001,-85.741452,38.199089,3.18636014869324,0.353117799666182,2.83324234902706
"J111",128,38,3,33,"5",15,NA,"J111",191,235,44,-85.7872358359406,38.1741622872016,113725.20785886,133,133,"J107","Iroquois High School Gym Lobby","4615 Taylor Blvd","{88263A50-D545-46FC-A227-6F402A0CE974}",-85.781746929,38.1744867100001,-85.741452,38.199089,3.02783216690813,0.299691564619105,2.72814060228902
"D137",129,31,3,20,"7",11,NA,"D137 - JEF",140,209,69,-85.583751643632,38.1775086684554,96173.3164318946,143,143,"B170","Carrithers Middle School Cafeteria","4320 Billtown Rd","{749E4C13-9BA4-48D5-AD02-45DFEDD18002}",-85.574843731,38.1814444940001,-85.741452,38.199089,8.71276603578743,0.555781682937951,8.15698435284948
"K144",130,40,3,33,"4",15,"J110","K144",186,263,77,-85.8018971872341,38.1759919300293,115025.686807644,140,140,"K148","Gutermuth Elementary School Gym","1500 Sanders Ln","{3C8F8FE4-C173-43D0-BA95-9B467F6A4BD5}",-85.8075161469999,38.1778589900001,-85.741452,38.199089,3.65582035840918,0.331923509128113,3.32389684928107
"J148",131,38,3,37,"5",21,"I114 & I115P","J148",221,302,81,-85.7697004729964,38.1755198306918,112225.972584021,155,155,"J148","Rutherford Elementary School","301 W Southland Blvd","{DAC0751B-9D28-49BD-9D21-537124E35D2C}",-85.768246097,38.1726110590001,-85.741452,38.199089,2.2377180878152,0.215686139493869,2.02203194832133
"I115",132,37,3,37,"5",21,NA,"I115",111,172,61,-85.7596116409155,38.1758066890091,111355.971541522,155,155,"J148","Rutherford Elementary School","301 W Southland Blvd","{DAC0751B-9D28-49BD-9D21-537124E35D2C}",-85.768246097,38.1726110590001,-85.741452,38.199089,1.88572334096033,0.519225104415793,1.36649823654454
"D140",133,31,3,19,"7",11,NA,"D140",228,380,152,-85.5982317141208,38.17928094259,97456.9549870844,172,172,"D141","Jeffersontown Elementary School","3610 Cedarwood Way","{A063F57D-AF5D-43C5-A9FA-55C921A9D280}",-85.583977411,38.1903656310001,-85.741452,38.199089,7.91514388498848,1.08934867895564,6.82579520603284
"B170",134,29,3,20,"7",20,NA,"B170",138,212,74,-85.5642070486186,38.1818769841618,94573.9013406961,143,143,"B170","Carrithers Middle School Cafeteria","4320 Billtown Rd","{749E4C13-9BA4-48D5-AD02-45DFEDD18002}",-85.574843731,38.1814444940001,-85.741452,38.199089,9.72110083754722,0.579846220970834,9.14125461657638
"J104",135,38,3,35,"5",15,NA,"J104",266,325,59,-85.7891882646124,38.191519319844,114181.958958855,175,175,"J101","Most Blessed Sacrament Pioneer","3509 Taylor Blvd","{D7A58450-46DE-4979-8A2E-0AF1C04D216B}",-85.782280478,38.1957523350001,-85.741452,38.199089,2.65029039016639,0.476050730842728,2.17423965932366
"K137",136,40,3,33,"4",3,"K118p","K137",61,103,42,-85.8023500711193,38.1913038891531,115317.03987612,180,180,"K118","American Village","3700 W Wheatmore Dr","{CFB0BCBC-1289-461F-A575-88ECB2370869}",-85.800243301,38.1908678300001,-85.741452,38.199089,3.357986181316,0.11855948556358,3.23942669575241
"D136",137,31,3,19,"7",11,NA,"D136",323,477,154,-85.6099140075397,38.1902094781709,98679.7563590686,204,204,"C136","Hunsinger Lane Baptist Church","3400 Summerfield Dr","{692E07ED-6607-433D-A99D-489A66CDA34E}",-85.615462227,38.2021661110001,-85.741452,38.199089,7.18601756049832,0.878232183085394,6.30778537741292
"J147",138,38,3,37,"5",15,"I105/I106p","J147",229,257,28,-85.7788016765201,38.1940573746931,113328.569707895,175,175,"J101","Most Blessed Sacrament Pioneer","3509 Taylor Blvd","{D7A58450-46DE-4979-8A2E-0AF1C04D216B}",-85.782280478,38.1957523350001,-85.741452,38.199089,2.06237183210446,0.222537767586848,1.83983406451761
"O124",139,44,3,33,"4",3,NA,"O124 - SHI",173,173,0,-85.8403003235215,38.1779245320932,118387.544795526,144,144,"O111","Dixie Valley Church of God/Gym","4703 Quinn Dr","{F0F7F272-83D9-4B9D-84D8-521AC9D10666}",-85.835539387,38.17826416,-85.741452,38.199089,5.57544968989938,0.260262142166782,5.3151875477326
"J108",140,38,3,37,"5",21,NA,"J108",295,351,56,-85.7773158418075,38.1776218789389,112920.034812508,133,133,"J107","Iroquois High School Gym Lobby","4615 Taylor Blvd","{88263A50-D545-46FC-A227-6F402A0CE974}",-85.781746929,38.1744867100001,-85.741452,38.199089,2.45026208967999,0.323979774232849,2.12628231544714
"C111",141,30,3,35,"6",2,NA,"C111",461,565,104,-85.665121697063,38.1782953457551,103217.285855854,150,150,"C105","Newburg Community Center","4810 Exeter Ave","{4E0D66F2-59CD-42F6-972F-2CDBD1A9D5A6}",-85.670519567,38.180610852,-85.741452,38.199089,4.39569485579985,0.334469625049223,4.06122523075063
"B182",142,29,3,20,"7",11,"D143p","B182",113,170,57,-85.5768346534438,38.1804608898868,95634.1070182932,143,143,"B170","Carrithers Middle School Cafeteria","4320 Billtown Rd","{749E4C13-9BA4-48D5-AD02-45DFEDD18002}",-85.574843731,38.1814444940001,-85.741452,38.199089,9.0526823509535,0.127870470833161,8.92481188012034
"O126",143,44,3,33,"4",3,NA,"O126 - SHI",239,260,21,-85.8234455807179,38.179454354732,116949.14470162,135,135,"O131","St Lawrence Catholic Church","1925 Lewiston Dr","{7576FDA5-9300-4809-9A64-1E9D4CF4979C}",-85.8306727459999,38.1743424540001,-85.741452,38.199089,4.66432441749792,0.5283383820112,4.13598603548672
"C115",144,30,3,35,"6",2,NA,"C115",311,421,110,-85.6327168023878,38.1789628970703,100428.634075924,148,148,"C141","Ninth and O Baptist Church","4401 Breckenridge Ln","{3FFF73B1-0356-4122-A70B-D0FE60408E46}",-85.624905697,38.183482763,-85.741452,38.199089,6.07971962473394,0.527279806859058,5.55243981787488
"O113",145,44,3,33,"4",1,NA,"O113",211,269,58,-85.8560581840758,38.1778879195448,119754.544800866,142,142,"O112","Farnsley Middle School-Gym","3400 Lees Ln","{F9DCE91A-86F2-4320-844F-A7FCFCA64978}",-85.858453479,38.184356823,-85.741452,38.199089,6.40784490711027,0.464840445671119,5.94300446143915
