"PRECINCT","OBJECTID.x","LEGISDIST","CONGDIST","SENDIST","SCHOOLDIST","COUNDIST","FORMERPREC","precinct","tvotes16","tvotes20","vote_change","longitude_prec_cent","latitude_prec_cent","distance2020","OBJECTID_1","OBJECTID","PRECINCT.y","VOTE_LOC","VOTE_ADD","GlobalID","longitude2016poll","latitude2016poll","new_poll_long","new_poll_lat","distance2020miles","distance2016miles","poll_dist_change_miles","total_pop_sum","white_sum","over65sum","white_pct","nonwhite_pct","over65pct","turnout_pct_chg","tvotes16B","dist_chgXage65over","dist_chgXnonwhite","dist_chg_squared","color_nonwhite","color65"
"G168",457,34,3,19,"2",26,"D101p","G168 - STM",19,28,9,-85.6490971511734,38.2381640166435,103128.10115532,310,310,"D101","St John Lutheran Church","901 Breckenridge Ln","{F5FD1C1A-1718-4F0B-8283-8FC620B86B7E}",-85.64282973,38.238532912,-85.741452,38.199089,5.70248242687054,0.341892218031133,5.3605902088394,71.7565589423696,64.9733249082848,18.3522323448891,90.5468794294711,9.45312057052885,25.5756862026069,47.3684210526316,19,137.100773042044,50.6743055733553,28.7359273871048,"#9FDDF3","#7D76C7"
"C147",458,30,3,35,"7",26,"D113p","C147",4,2,-2,-85.6154132353319,38.1932105589326,99214.546203478,204,204,"C136","Hunsinger Lane Baptist Church","3400 Summerfield Dr","{692E07ED-6607-433D-A99D-489A66CDA34E}",-85.615462227,38.2021661110001,-85.741452,38.199089,6.87236790760312,0.617690943002788,6.25467696460033,12.6909684998912,9.05365892381235,2.0875915341323,71.3393853580988,28.6606146419012,16.4494264890043,-50,4,102.885848941661,179.262886191986,39.120983931502,"#00BAFF","#B1AAFB"
"C139",459,30,3,19,"6",22,NA,"C139",2,8,6,-85.6203740169623,38.1739717107502,99270.5040186157,90,90,"C139","Forest Park Community Church","5012 S Watterson Trl","{B998F92C-3142-4AB8-90EB-065E05C6218A}",-85.623752845,38.174700989,-85.741452,38.199089,6.81510781459542,0.190719840627373,6.62438797396804,305.993002624278,196.760894127069,50.3230892858322,64.3024162120031,35.6975837879969,16.4458300857366,300,2,108.943559041875,236.474644744923,43.8825160296524,"#00BAFF","#B1AAFB"
"C148",460,30,3,19,"7",11,"D136p","C148",13,10,-3,-85.6119731688796,38.1934146419388,98922.6191414286,204,204,"C136","Hunsinger Lane Baptist Church","3400 Summerfield Dr","{692E07ED-6607-433D-A99D-489A66CDA34E}",-85.615462227,38.2021661110001,-85.741452,38.199089,7.05849182829325,0.632778853840381,6.42571297445287,45.2354732521626,32.2645337113506,7.435224757704,71.3257348530294,28.6742651469706,16.4367126574685,-23.0769230769231,13,105.617597780449,184.252597587791,41.289787230052,"#00BAFF","#B1AAFB"
"C150",461,30,3,19,"7",11,"D136p","C150",0,1,1,-85.6152612695505,38.1818057723365,98975.0091333777,148,148,"C141","Ninth and O Baptist Church","4401 Breckenridge Ln","{3FFF73B1-0356-4122-A70B-D0FE60408E46}",-85.624905697,38.183482763,-85.741452,38.199089,6.97187090524457,0.537640674363533,6.43423023088103,11.9302979281055,10.6210202549104,3.92762756335978,89.0256079011182,10.9743920988818,32.9214541583831,100,1,211.824215590432,70.611765408167,41.3993186639834,"#9FDDF3","#635E99"
"C149",462,30,3,19,"7",11,"D136p","C149",1,2,1,-85.6084287211767,38.1820163927261,98389.4924321138,148,148,"C141","Ninth and O Baptist Church","4401 Breckenridge Ln","{3FFF73B1-0356-4122-A70B-D0FE60408E46}",-85.624905697,38.183482763,-85.741452,38.199089,7.33624383106703,0.902703895150267,6.43353993591676,46.3635432993066,40.7896460873351,14.5481608653452,87.9778446267829,12.0221553732171,31.3784491651714,100,1,201.874505831264,77.3450167093887,41.3904361070358,"#9FDDF3","#635E99"
"B181",463,29,3,20,"7",11,"D137p","B181 - JEF",32,50,18,-85.5826133120808,38.1799213471401,96121.853962658,143,143,"B170","Carrithers Middle School Cafeteria","4320 Billtown Rd","{749E4C13-9BA4-48D5-AD02-45DFEDD18002}",-85.574843731,38.1814444940001,-85.741452,38.199089,8.74699467178545,0.435844849266568,8.31114982251889,224.023883123603,192.269384937939,23.4425954506066,85.8253960502311,14.1746039497689,10.4643286794883,56.25,32,86.9706034473087,117.807257101397,69.0752113723558,"#9FDDF3","#B1AAFB"
"E141",464,32,3,36,"2",7,NA,"E141 - BWV",89,122,33,-85.6321291833155,38.2543582173411,102109.054824318,378,378,"E142","St Matthews Community Center","310 Ten Pin Ln","{C4C4CAC3-740F-4362-A371-53D3FAC7C9EF}",-85.623839341,38.2526471300001,-85.741452,38.199089,7.06477700585818,0.46605939363975,6.59871761221843,409.394782722996,380.934221321424,66.9484538261206,93.0481377382796,6.95186226172035,16.3530305346903,37.0786516853933,89,107.909030602407,45.8733759441307,43.5430741258017,"#9FDDF3","#B1AAFB"
"L153",465,41,3,36,"3",7,"E151p","L153",20,34,14,-85.6374268996276,38.2598729099385,102710.218796895,373,373,"L151","Beargrass Christian Church/Lobby","4100 Shelbyville Rd","{0C6BAE8A-0A42-4CC9-9D12-E933E2B9526A}",-85.645912613,38.25169176,-85.741452,38.199089,7.04325590593847,0.728971586713975,6.31428431922449,230.94549718894,216.63527162583,42.3987366948841,93.8036351705081,6.19636482949194,18.3587630895427,70,20,115.922449896657,39.1256092790551,39.8701864640043,"#9FDDF3","#B1AAFB"
"F181",466,33,3,36,"3",7,"E175p & S122","F181",320,452,132,-85.595275262348,38.2759181110544,99621.1632373375,405,405,"F179","Westport Middle School/Gym Lobby","8100 Westport Rd","{56001E2B-3972-4D74-B9FA-3AABF1A8B248}",-85.599851528,38.2756457150001,-85.741452,38.199089,9.55590305419127,0.249526877407524,9.30637617678374,1863.5365057377,1516.05872227392,366.875592313476,81.3538515401269,18.6461484598731,19.6870622702529,41.25,320,183.215207302739,173.528071815736,86.6086375438079,"#9FDDF3","#B1AAFB"
"I144",467,37,3,38,"5",24,"H148p","I144",19,18,-1,-85.6740696051312,38.1002661801525,102960.813188348,13,13,"H145","St Luke Catholic Church Gym","4211 Jim Hawkins Dr","{A9DD2B6F-5CD1-4619-A658-4F699E80F78F}",-85.686010541,38.105386406,-85.741452,38.199089,7.74122713005549,0.740427859588087,7.00079927046741,287.307997092111,271.578902020997,45.3387031029448,94.5253542434217,5.47464575657827,15.7805224921774,-5.26315789473684,19,110.47627035083,38.3268960187206,49.011190425377,"#9FDDF3","#B1AAFB"
"K143",468,40,3,35,"5",15,"J104p","K143",0,0,0,-85.798347007916,38.1877059629717,114909.002176515,180,180,"K118","American Village","3700 W Wheatmore Dr","{CFB0BCBC-1289-461F-A575-88ECB2370869}",-85.800243301,38.1908678300001,-85.741452,38.199089,3.19492848223409,0.241277921642424,2.95365056059167,16.3302636955495,4.12015861195263,1.65407827487149,25.2302025782689,74.7697974217311,10.1289134438306,0,1,29.9172708715547,220.843854070022,8.72405163408349,"#0B2E4F","#B1AAFB"
"G104",469,34,3,35,"2",8,NA,"G104",222,243,21,-85.7199645501405,38.2393929093635,109210.410236075,322,322,"G104","Highland Baptist Church","1101 Cherokee Rd","{313DFC66-698F-437A-BC7A-A85EE2A42624}",-85.718411128,38.2392130900001,-85.741452,38.199089,3.01574192581074,0.0854094901128026,2.93033243569793,417.891122656907,386.894264342195,32.3523938630132,92.5825516183169,7.41744838168309,7.74182367342961,9.45945945945946,222,22.6861170217049,21.7355895829611,8.58684818370336,"#9FDDF3","#DDDBFB"
"M172",470,42,3,35,"1",4,"L111p/ L113p","M172",59,83,24,-85.7386390849448,38.2435554240982,110906.285963945,329,329,"M146","Bates Memorial Baptist Church","620 E Lampton St","{5BD677BC-9CA5-4BBF-AA7D-0DAD66E9AFF6}",-85.743105914,38.2414214360001,-85.741452,38.199089,3.07078149845774,0.284082664659122,2.78669883379862,633.269306687384,121.255696194897,40.3860892731568,19.1475719594216,80.8524280405784,6.37739565879411,40.6779661016949,59,17.7718810450339,225.311366930467,7.76569039029459,"#0B2E4F","#DDDBFB"
"K150",471,40,3,35,"5",15,"J130p","K150",0,0,0,-85.776418225504,38.2012162454875,113253.57137886,196,196,"J130","VFW Hall #6182","992 Longfield Ave","{42D0689A-6864-4BFC-84CC-91AF9A990138}",-85.777202163,38.1984004970001,-85.741452,38.199089,1.90878468794015,0.198840706676364,1.70994398126378,20.5303058081941,14.3673257502419,2.39131402879534,69.9810606060606,30.0189393939394,11.6477272727273,0,1,19.916961145402,51.3307047405889,2.92390841906023,"#00BAFF","#B1AAFB"
"L149",472,41,3,33,"1",4,NA,"L149",12,13,1,-85.7767689039674,38.2471619131856,114252.780241428,368,368,"L104","Roosevelt-Perry Elem Sch Gym","1615 W Broadway","{C89AF7C5-FE3D-4642-A5BC-98716966DFAC}",-85.778758535,38.249468763,-85.741452,38.199089,3.8323082219458,0.192425605241293,3.6398826167045,26.5206360582263,5.29165325922452,3.09111088047813,19.9529651084033,80.0470348915967,11.6554930043592,8.33333333333333,12,42.4246263756879,291.361810820662,13.2487454633876,"#0B2E4F","#B1AAFB"
"L155",473,41,3,33,"1",9,"L117p","L155",6,3,-3,-85.7245661248573,38.2584121702915,110073.311691651,392,392,"M141","United Crescent Hill Ministries","150 State St","{56F8A52B-8200-429E-9915-597F5CC8D9AE}",-85.716203304,38.255740615,-85.741452,38.199089,4.19354810140809,0.490725218401435,3.70282288300665,19.487575036786,14.389204054189,1.20085597523978,73.8378378378378,26.1621621621622,6.16216216216216,-50,6,22.8173950628518,96.8738527229848,13.7108973029177,"#00BAFF","#DDDBFB"
"N147",474,43,3,33,"1",4,"L144p","N147",41,39,-2,-85.7879905027996,38.2603019683107,115527.603699595,402,402,"L144","Byck Elementary School Gym","2328 Cedar St","{500E0F76-7BB5-4DD7-BD63-22BBA058B7AC}",-85.7902702489999,38.255690476,-85.741452,38.199089,4.92304193107171,0.341378881059017,4.58166305001269,546.612764882856,274.761755815676,40.8337138938736,50.2662530895268,49.7337469104732,7.47031838940399,-4.8780487804878,41,34.2264817365626,227.863270558398,20.9916363038516,"#3791FF","#DDDBFB"
"L135",475,41,3,26,"2",9,NA,"L135",157,213,56,-85.6571799105169,38.2595576840272,104376.22362621,417,417,"L134","Broadway Baptist Church","4000 Brownsboro Rd","{156A0162-1B34-4FF3-83CC-BD06436E1471}",-85.661995377,38.2659798930001,-85.741452,38.199089,6.19807418371641,0.514577099506755,5.68349708420966,937.896251956126,887.594256254732,185.822714528153,94.6367206824335,5.36327931756651,19.8127153339819,35.6687898089172,157,112.605509830962,30.4821823631912,32.3021391062197,"#9FDDF3","#B1AAFB"
"D142",476,31,3,20,"7",11,"D143p","D142 - JEF",188,271,83,-85.5832027580481,38.1874167541085,96322.5195231925,172,172,"D141","Jeffersontown Elementary School","3610 Cedarwood Way","{A063F57D-AF5D-43C5-A9FA-55C921A9D280}",-85.583977411,38.1903656310001,-85.741452,38.199089,8.6515204922237,0.207716070697876,8.44380442152583,1378.71151908025,1201.24654176275,183.894291238413,87.1282008700495,12.8717991299505,13.3381268447725,44.1489361702128,188,112.624534426762,108.686954406468,71.2978331089791,"#9FDDF3","#B1AAFB"
"B184",477,29,3,19,"6",23,"Q119p","B184",0,1,1,-85.6081658373926,38.1131647579335,97327.826030482,6,6,"B173","Heritage Creek City Hall","8700 Justice Way","{45B14F3F-C958-4E46-A400-648F41A99A3F}",-85.6153501539999,38.0950029150001,-85.741452,38.199089,9.37083245608366,1.31241068920381,8.05842176687985,117.547787389054,98.2533273378207,7.48031374293982,83.5858585858586,16.4141414141414,6.36363636363636,100,1,51.2808657892354,132.272074456361,64.9381613729229,"#9FDDF3","#DDDBFB"
"N149",478,43,3,33,"1",1,"M103p/M132p","N149",64,83,19,-85.8274741483484,38.2400816525662,118437.692344092,315,315,"N137","Foster Traditional Academy/Gym","1401 S 41st St","{77B7E391-5057-4A58-B4DA-FBF47B64D96D}",-85.819888334,38.2368351960001,-85.741452,38.199089,5.46840992673184,0.469499682935612,4.99891024379623,45.884925333531,0.305360055988872,8.10676367936758,0.665491016426971,99.334508983573,17.6675969731686,29.6875,64,88.3187314924356,496.564294520452,24.9891036255309,"#0B2E4F","#B1AAFB"
"H158",479,35,3,19,"6",15,"K129p","H158",0,0,0,-85.7432660151068,38.2152133255602,110671.776949483,261,261,"H105","Shelby Traditional Academy-Gym","735 Ziegler St","{105FFE76-5807-4F42-82C6-52EA47FF7B13}",-85.744974858,38.2231831620001,-85.741452,38.199089,1.11650713062702,0.557509035757693,0.558998094869326,16.3803054152759,11.6882708135201,1.33975016389203,71.3556342033759,28.6443657966241,8.17903042664033,0,1,4.57206242637019,16.012145909053,0.312478870067536,"#00BAFF","#DDDBFB"
"K151",480,40,3,35,"4",15,"J104p","K151",0,0,0,-85.7960791897111,38.1888684165116,114732.457633314,180,180,"K118","American Village","3700 W Wheatmore Dr","{CFB0BCBC-1289-461F-A575-88ECB2370869}",-85.800243301,38.1908678300001,-85.741452,38.199089,3.0559116771302,0.265328750450778,2.79058292667943,5.16453241750844,1.30302199115775,0.523111018348001,25.2302025782689,74.7697974217311,10.1289134438306,0,1,28.2655729221673,208.651320116363,7.78735307067473,"#0B2E4F","#B1AAFB"
"J154",481,38,3,33,"4",15,"K118p","J154",0,0,0,-85.7940727934685,38.1899443327769,114577.269627498,180,180,"K118","American Village","3700 W Wheatmore Dr","{CFB0BCBC-1289-461F-A575-88ECB2370869}",-85.800243301,38.1908678300001,-85.741452,38.199089,2.93288197971494,0.341878389589579,2.59100359012536,86.1803093258087,21.7434666254803,8.7291289372366,25.2302025782689,74.7697974217311,10.1289134438306,0,1,26.244051097034,193.728813552651,6.7132996040425,"#0B2E4F","#B1AAFB"
"I125",482,37,3,38,"5",13,NA,"I125",73,128,55,-85.7577370228442,38.1129222108234,110388.459684932,27,27,"I130","Fairdale High School Lobby","1001 Fairdale Rd","{27D48F64-E3EF-47E2-821E-83429B845620}",-85.7516369589999,38.1120113580001,-85.741452,38.199089,6.0088926997521,0.338295700291965,5.67059699946014,949.270346237694,772.552713351071,55.4478884656869,81.3838456466043,18.6161543533957,5.84110613856708,75.3424657534247,73,33.1225589428867,105.564709017852,32.1556703302863,"#9FDDF3","#DDDBFB"
"C124",483,30,3,19,"2",26,"C122p/C124p","C124",240,386,146,-85.6378501940263,38.2047309952196,101386.408262471,218,218,"D131","Klondike Elementary School Gym","3807 Klondike Ln","{DDD45008-B26E-4167-801C-D0D8458E442A}",-85.637253867,38.2090306360001,-85.741452,38.199089,5.65210236396048,0.298327172908711,5.35377519105177,1862.18186707009,1463.68518031313,306.4292327608,78.6005495057288,21.3994504942712,16.4553869941247,60.8333333333333,240,88.0984426483006,114.56784715837,28.6629087963214,"#00BAFF","#B1AAFB"
"G169",484,34,3,19,"2",9,"G150p","G169",116,154,38,-85.6953888285341,38.2467250668668,107290.504946678,366,366,"G140","Barret Trad Middle School Gym","2561 Grinstead Dr","{6167E339-D07A-4D0E-985D-B6B7D9510F09}",-85.695788855,38.249471316,-85.741452,38.199089,4.1324088151136,0.190662392807094,3.9417464223065,143.283462187244,129.224822717636,14.9072055122782,90.1882329928372,9.81176700716279,10.4039958866972,32.7586206896552,116,41.0099135640802,38.6754974969889,15.5373648577661,"#9FDDF3","#B1AAFB"
"J151",485,38,3,37,"5",13,"I123p","J151",4,3,-1,-85.7627007517651,38.1529853525122,111282.941292391,92,92,"J114","St Marks Lutheran Church","7153 Southside Dr","{12602932-0C67-4E09-A8E7-934929B3EA06}",-85.767275551,38.150492899,-85.741452,38.199089,3.38377952796574,0.302711229228293,3.08106829873745,252.832801525893,180.747872751425,34.7636947048479,71.4890914709557,28.5109085290443,13.7496774528631,-25,4,42.3636953178817,87.8440564370415,9.49298186148488,"#00BAFF","#B1AAFB"
"M165",486,42,3,19,"2",8,"G142p","M165",0,0,0,-85.7034414592357,38.2450439411546,107935.681954305,366,366,"G140","Barret Trad Middle School Gym","2561 Grinstead Dr","{6167E339-D07A-4D0E-985D-B6B7D9510F09}",-85.695788855,38.249471316,-85.741452,38.199089,3.78471538046888,0.51624733516644,3.26846804530244,8.75346592052523,7.8919739971371,0.900342032698996,90.1582763763541,9.84172362364592,10.285549071344,0,1,33.617988468078,32.1673591745848,10.6828833631632,"#9FDDF3","#B1AAFB"
"M164",487,42,3,19,"2",9,"G140p","M164",11,16,5,-85.6975471305404,38.2537377727877,107652.579370294,366,366,"G140","Barret Trad Middle School Gym","2561 Grinstead Dr","{6167E339-D07A-4D0E-985D-B6B7D9510F09}",-85.695788855,38.249471316,-85.741452,38.199089,4.46247931027061,0.309419377685862,4.15305993258475,63.6039019527856,61.5764138051682,6.28088841637406,96.8123211228102,3.18767887718975,9.87500487161382,45.4545454545455,11,41.0114870663786,13.2386214228035,17.2479068036408,"#9FDDF3","#DDDBFB"
"A141",488,28,3,37,"4",25,"K132p","A141",8,7,-1,-85.8446331607116,38.138256812333,118236.11743129,80,80,"K132","Southwest Government Center","7219 Dixie Hwy","{DAE32927-224A-4C79-99A1-347FD63C76C3}",-85.837697813,38.1459241270001,-85.741452,38.199089,7.01212265067445,0.649902332264588,6.36222031840987,76.4515560382022,67.5353139863094,10.3769134856066,88.3373962363338,11.6626037636662,13.5731880727468,-12.5,8,86.3556129420285,74.2000546307608,40.4778473799874,"#9FDDF3","#B1AAFB"
"K132",489,40,3,37,"4",25,NA,"K132",51,75,24,-85.8458213086228,38.1414865554105,118376.607106449,80,80,"K132","Southwest Government Center","7219 Dixie Hwy","{DAE32927-224A-4C79-99A1-347FD63C76C3}",-85.837697813,38.1459241270001,-85.741452,38.199089,6.93396985503586,0.538024647667515,6.39594520736835,709.947393798045,627.154182580545,96.3647722711697,88.3381202690842,11.6618797309158,13.5735088420625,47.0588235294118,51,86.8154188255614,74.5887437738572,40.9081150956582,"#9FDDF3","#B1AAFB"
"M167",490,42,3,37,"4",1,"O140p","M167",0,0,0,-85.8712108770653,38.2071795235957,121551.882150388,142,142,"O112","Farnsley Middle School-Gym","3400 Lees Ln","{F9DCE91A-86F2-4320-844F-A7FCFCA64978}",-85.858453479,38.184356823,-85.741452,38.199089,7.08422333948484,1.72049090870747,5.36373243077737,47.1159817864409,40.1190571408049,5.53713461165438,85.1495726495727,14.8504273504273,11.7521367521368,0,1,63.0353170283665,79.6537187903904,28.7696255889729,"#9FDDF3","#B1AAFB"
"I107",491,37,3,37,"5",15,"I106p","I107",223,272,49,-85.7710822680675,38.1931585465579,112645.103266453,496,496,"I140","Semple Elementary School","724 Denmark St","{15499FCB-33E5-4272-B4F0-D90C22681331}",-85.772020198,38.1955059690001,-85.741452,38.199089,1.66386288339287,0.169765634821242,1.49409724857163,1816.46526338806,1393.34434696794,166.008213852723,76.7063579497842,23.2936420502158,9.13908001428478,21.9730941704036,223,13.6546743038189,34.8029664964398,2.23232658818932,"#00BAFF","#DDDBFB"
"D121",492,31,3,19,"7",22,NA,"D121",155,233,78,-85.5896048699036,38.1728927304633,96591.5995742238,121,121,"D121","Wheeler Elementary School Gym","5700 Cynthia Dr","{2D5574E7-DDDF-4E3A-B7DC-E80758E67C94}",-85.57451747,38.1666017570001,-85.741452,38.199089,8.46147511240768,0.92906373791441,7.53241137449327,956.794743355232,866.439301748477,148.206119177346,90.5564446048373,9.44355539516268,15.48985508194,50.3225806451613,155,116.675960608457,71.1327440741806,56.7372211145956,"#9FDDF3","#B1AAFB"
"M141",493,42,3,33,"1",9,NA,"M141",189,238,49,-85.7131811819121,38.2579408408754,109091.963563467,392,392,"M141","United Crescent Hill Ministries","150 State St","{56F8A52B-8200-429E-9915-597F5CC8D9AE}",-85.716203304,38.255740615,-85.741452,38.199089,4.34081540905369,0.223705567034806,4.11710984201888,82.4874760302319,72.3509934768961,9.09188011747969,87.7114890148648,12.2885109851352,11.0221339711588,25.9259259259259,189,45.3793362527087,50.5931495206574,16.9505934512487,"#9FDDF3","#B1AAFB"
"L163",494,41,3,35,"1",4,"L110p","L163",152,75,-77,-85.7456955643489,38.2505497389502,111677.986792741,377,377,"L110","Dosker Manor Bldg A","413 E Muhammad Ali Blvd","{94018820-C9B8-4B32-8E98-DECB1E96009A}",-85.746247752,38.2510024690001,-85.741452,38.199089,3.55688478099977,0.0433253590471905,3.51355942195258,97.7518065431322,31.0222765113377,9.80173958436801,31.7357577403435,68.2642422596565,10.0271697587942,-50.6578947368421,152,35.2310567815295,239.85047157387,12.3450998115917,"#04448B","#B1AAFB"
"C151",495,30,3,35,"2",26,"C124p","C151",9,12,3,-85.629965211878,38.2033135790898,100678.385084075,218,218,"D131","Klondike Elementary School Gym","3807 Klondike Ln","{DDD45008-B26E-4167-801C-D0D8458E442A}",-85.637253867,38.2090306360001,-85.741452,38.199089,6.07489365380724,0.559318704588554,5.51557494921869,43.0607040962933,34.4309998926956,8.18005909854132,79.9592125007995,20.0407874992005,18.9965753468613,33.3333333333333,9,104.777035104093,110.536465493205,30.4215670204488,"#00BAFF","#B1AAFB"
"J146",496,38,3,35,"4",15,"K118p","J146",0,0,0,-85.7960441509958,38.1886729621677,114726.08506496,180,180,"K118","American Village","3700 W Wheatmore Dr","{CFB0BCBC-1289-461F-A575-88ECB2370869}",-85.800243301,38.1908678300001,-85.741452,38.199089,3.05719956685648,0.274167291535668,2.78303227532081,0.464238438618002,0.117128298509514,0.0470223096206079,25.2302025782689,74.7697974217311,10.1289134438306,0,1,28.1890930281113,208.086759443876,7.74526864547733,"#0B2E4F","#B1AAFB"
"H145",497,35,3,38,"5",24,NA,"H145",122,128,6,-85.6863397124005,38.1025364192757,104053.45722855,13,13,"H145","St Luke Catholic Church Gym","4211 Jim Hawkins Dr","{A9DD2B6F-5CD1-4619-A658-4F699E80F78F}",-85.686010541,38.105386406,-85.741452,38.199089,7.30463137550451,0.197383977444891,7.10724739805962,447.76554904056,423.47174831293,70.869820465367,94.5744372742198,5.42556272578015,15.8274392965742,4.91803278688525,122,112.489526758524,38.5608165658103,50.5129655772252,"#9FDDF3","#B1AAFB"
"Q139",498,46,3,19,"6",23,"Q119p","Q139",87,100,13,-85.6319950556081,38.1225045565954,99511.8465673581,25,25,"Q119","Amvets Post #61","9405 Smyrna Pkwy","{B6A3F693-1D71-467B-B590-565633B75D75}",-85.644517779,38.111777299,-85.741452,38.199089,7.96438654537363,1.00649192052531,6.95789462484832,1451.44350030378,1248.59956769501,158.058415270455,86.0246759473367,13.9753240526633,10.8897394378337,14.9425287356322,87,75.7696595005021,97.2388321065392,48.4122976104931,"#9FDDF3","#B1AAFB"
"I135",499,37,3,38,"5",13,"B143p","I135",89,81,-8,-85.7475476871899,38.0912819220417,109320.269073437,16,16,"I126","Fairdale Playtorium","10616 W Manslick Rd","{E79DBE19-4B04-4658-A940-BFA7A3ADDC71}",-85.761390762,38.1054257960001,-85.741452,38.199089,7.44304671018193,1.2332491827584,6.20979752742353,1839.05753287229,1780.09750922931,262.999001068313,96.7940087469207,3.20599125307929,14.3007489633864,-8.98876404494382,89,88.8047555531414,19.9085565563132,38.5615853315954,"#9FDDF3","#B1AAFB"
"G106",500,34,3,35,"2",8,NA,"G106",264,317,53,-85.7143943993473,38.2370819887477,108679.257223919,322,322,"G104","Highland Baptist Church","1101 Cherokee Rd","{313DFC66-698F-437A-BC7A-A85EE2A42624}",-85.718411128,38.2392130900001,-85.741452,38.199089,3.00576563092984,0.263346489484215,2.74241914144563,692.399574895905,646.564037045088,57.8408145089103,93.3801897758664,6.61981022413363,8.35367562402188,20.0757575757576,264,22.9092799327454,18.1542942714016,7.52086274736739,"#9FDDF3","#DDDBFB"
"C110",501,30,3,35,"6",2,NA,"C110",264,305,41,-85.6757107670601,38.175712247175,104087.634610539,150,150,"C105","Newburg Community Center","4810 Exeter Ave","{4E0D66F2-59CD-42F6-972F-2CDBD1A9D5A6}",-85.670519567,38.180610852,-85.741452,38.199089,3.92521625558441,0.440493327153374,3.48472292843104,902.38305234577,122.230974585257,115.667372673241,13.5453535244832,86.4546464755168,12.8179903614724,15.530303030303,264,44.667144909031,301.270488842633,12.143293887933,"#0B2E4F","#B1AAFB"
"C123",502,30,3,19,"2",10,NA,"C123",100,183,83,-85.636317415854,38.1976132423358,101104.617462057,209,209,"C123","Newcomer Academy @ Myers Bldg","3741 Pulliam Dr","{90C23854-BA1A-4CB6-99E3-05438E8FBE03}",-85.643389685,38.204235483,-85.741452,38.199089,5.72329800864247,0.597318058218738,5.12597995042373,598.941193568226,470.371724098305,98.061047822255,78.5338743017556,21.4661256982444,16.3723999743699,83,100,83.9245940089381,110.034929942477,26.2756704521461,"#00BAFF","#B1AAFB"
"C145",503,30,3,35,"6",10,NA,"C145",38,57,19,-85.6302897336789,38.1886661246701,100404.711550923,148,148,"C141","Ninth and O Baptist Church","4401 Breckenridge Ln","{3FFF73B1-0356-4122-A70B-D0FE60408E46}",-85.624905697,38.183482763,-85.741452,38.199089,6.09340023448084,0.462296761256593,5.63110347322425,341.993512538568,232.540412238106,33.1262967487877,67.995562404676,32.004437595324,9.6862354209283,50,38,54.5441939212571,180.220299701618,31.7093263261582,"#00BAFF","#DDDBFB"
"D110",504,31,3,19,"2",26,NA,"D110",186,268,82,-85.6329291881893,38.2142239524679,101173.594554169,217,217,"D130","St Michael Orthodox Church","3707 St Michael Church Dr","{85656864-BCFC-4ADC-A7C0-B112E1D2CFE7}",-85.6373298999999,38.211653373,-85.741452,38.199089,5.99768361827648,0.297968907650765,5.69971471062572,1199.2506762526,821.180037849565,313.253992155769,68.4744277497994,31.5255722502006,26.1208101324254,44.0860215053763,186,148.881165765247,179.686767915363,32.4867477825232,"#00BAFF","#7D76C7"
"D144",505,31,3,19,"2",26,"D109p/D130p","D144",106,166,60,-85.6349606808935,38.2186610654541,101449.35333116,217,217,"D130","St Michael Orthodox Church","3707 St Michael Church Dr","{85656864-BCFC-4ADC-A7C0-B112E1D2CFE7}",-85.6373298999999,38.211653373,-85.741452,38.199089,5.95054888095983,0.500237474216918,5.45031140674292,925.676907995499,801.238225688034,173.030794032611,86.5570069607839,13.4429930392161,18.6923528650293,56.6037735849057,106,101.879144039133,73.2684983024051,29.705894430472,"#9FDDF3","#B1AAFB"
"E157",506,32,3,36,"3",7,NA,"E157",57,77,20,-85.6113263115799,38.252121048964,100283.310995538,398,398,"E157","Phoenix Sch of Discovery @ Jaeger","502 Wood Rd","{6817C6CC-CAF2-4436-B394-19DD2917A7F0}",-85.6052462819999,38.256003563,-85.741452,38.199089,7.96903854780413,0.425510614784675,7.54352793301946,470.568836586695,397.709239470965,54.4864934206826,84.5166973562843,15.4833026437157,11.5788571584774,35.0877192982456,57,87.345432407417,116.798725988263,56.9048136762448,"#9FDDF3","#B1AAFB"
"E176",507,32,3,36,"3",18,"E157p","E176 - LYN",85,146,61,-85.6048153741021,38.2523532236301,99737.7962247512,398,398,"E157","Phoenix Sch of Discovery @ Jaeger","502 Wood Rd","{6817C6CC-CAF2-4436-B394-19DD2917A7F0}",-85.6052462819999,38.256003563,-85.741452,38.199089,8.29243754410184,0.252863200018123,8.03957434408372,767.021617603085,637.411683581327,89.163307278388,83.1021797760036,16.8978202239964,11.6246146434595,71.7647058823529,85,93.4569536474167,135.85128194378,64.6347556340492,"#9FDDF3","#B1AAFB"
"E161",508,32,3,36,"3",18,NA,"E161 - HUB",77,103,26,-85.5979027232242,38.245895118021,98974.1741737655,340,340,"E161","Lowe Elementary School Gym","210 Oxfordshire Ln","{B7C285D6-6F63-4357-9920-2CA98517EE52}",-85.5921397339999,38.245169414,-85.741452,38.199089,8.45157412509268,0.317443518108731,8.13413060698395,495.925014030593,340.184278038613,101.935951254835,68.5959103522106,31.4040896477894,20.5547105652844,33.7662337662338,77,167.194700326776,255.444966788552,66.1640807314731,"#00BAFF","#7D76C7"
