MUNICIPALITY|CH|DES|VOTER ID|P|W/P|CG|SS|SR|CC|REQTYPE|REQDATE|SENTTYPE|SENTDATE|RECTYPE|RECDATE|ACC OR REJ|DUP|REQ DENIED|
NORWAY|N||049106249|G|1-1|2|19|71|1|TR|05/12/2014|MV|05/23/2014|MA|05/29/2014 09:00 am|ACC|||
NORWAY|N||023901920|D|1-1|2|19|71|1|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 03:38 pm|ACC|||
NORWAY|N||023901922|D|1-1|2|19|71|1|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 02:18 pm|ACC|||
NORWAY|N||023902527|R|1-1|2|19|71|1|TR|05/27/2014|MV|05/27/2014|MA|05/30/2014 09:00 am|ACC|||
NORWAY|N||023902887|R|1-1|2|19|71|1|WV|06/02/2014|IF|06/02/2014|IF|06/03/2014 12:56 pm|ACC|||
NORWAY|N||023902888|R|1-1|2|19|71|1|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 04:01 pm|ACC|||
NORWAY|N||023903594|D|1-1|2|19|71|1|WV|06/03/2014|IF|06/03/2014|IF|06/05/2014 10:15 am|ACC|||
NORWAY|N||023903595|D|1-1|2|19|71|1|WV|06/03/2014|MV|06/03/2014|DV|06/05/2014 10:15 am|ACC|||
OAKFIELD|N||005700339|D|1-1|2|2|145|1|TR|05/30/2014|MV|05/30/2014|MA|06/10/2014 01:24 pm|ACC|||
OAKLAND|N||017000145|D|1-1|2|15|77|3|WV|06/02/2014|IF|06/02/2014|IF|06/02/2014 10:35 am|ACC|||
OAKLAND|N||017000307|D|1-1|2|15|110|3|WV|06/09/2014|IF|06/09/2014|IF|06/10/2014 10:25 am|ACC|||
OAKLAND|N||017000453|R|1-1|2|15|77|3|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 02:47 pm|ACC|||
OAKLAND|N||017000652|D|1-1|2|15|77|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 01:30 pm|ACC|||
OAKLAND|N||017600541|R|1-1|2|15|77|3|WV|06/02/2014|IV|06/02/2014|DV|06/05/2014 09:00 am|ACC|||
OAKLAND|N||017600544|R|1-1|2|15|77|3|WV|06/02/2014|IF|06/02/2014|IF|06/05/2014 10:58 am|ACC|||
OAKLAND|N||017000911|R|1-1|2|15|110|3|VP|06/10/2014|VP|06/10/2014|VP|06/10/2014 11:31 am|ACC|||
OAKLAND|N||017000913|R|1-1|2|15|110|3|VP|06/10/2014|VP|06/10/2014|VP|06/10/2014 11:33 am|ACC|||
OAKLAND|N||017000980|R|1-1|2|15|77|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 03:37 pm|ACC|||
OAKLAND|N||017001031|R|1-1|2|15|77|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 02:02 pm|ACC|||
OAKLAND|N||017001562|D|1-1|2|15|77|3|ER|05/13/2014|MV|05/13/2014|MA|06/04/2014 08:30 am|ACC|||
OAKLAND|N||017001602|D|1-1|2|15|77|3|VP|05/22/2014|VP|05/22/2014|VP|05/22/2014 03:16 pm|ACC|||
OAKLAND|N||017001611|D|1-1|2|15|77|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 10:54 am|ACC|||
OAKLAND|N||017001659|D|1-1|2|15|110|3|TR|06/02/2014|MV|06/02/2014|MA|06/06/2014 09:00 am|ACC|||
OAKLAND|N||017001661|R|1-1|2|15|110|3|TR|06/02/2014|MV|06/02/2014|MA|06/06/2014 09:00 am|ACC|||
OAKLAND|N||017001774|D|1-1|2|15|110|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 08:53 am|ACC|||
OAKLAND|N||017001826|D|1-1|2|15|77|3|TR|05/22/2014|MV|05/22/2014|MA|05/27/2014 09:20 am|ACC|||
OAKLAND|N||017002008|D|1-1|2|15|77|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 01:49 pm|ACC|||
OAKLAND|N||017002093|R|1-1|2|15|77|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 12:07 pm|ACC|||
OAKLAND|N||017002123|R|1-1|2|15|110|3|ER|06/03/2014|MV|06/03/2014|MA|06/09/2014 08:30 am|ACC|||
OAKLAND|N||017002478|D|1-1|2|15|77|3|VP|05/22/2014|VP|05/22/2014|VP|05/22/2014 10:39 am|ACC|||
OAKLAND|N||017501617|R|1-1|2|15|77|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 08:55 am|ACC|||
OAKLAND|N||017002596|R|1-1|2|15|77|3|TR|05/27/2014|MV|05/28/2014|MA|06/03/2014 11:15 am|ACC|||
OAKLAND|N|S|100154942|R|1-1|2|15|77|3|UR|11/02/2013|EL|04/24/2014|||REJ|||
OAKLAND|N|S|100154943|R|1-1|2|15|77|3|UR|11/02/2013|EL|04/24/2014|||REJ|||
OAKLAND|N||100197041|D|1-1|2|15|77|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 11:47 am|ACC|||
OAKLAND|N||017002890|R|1-1|2|15|77|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 03:45 pm|ACC|||
OAKLAND|N||017003235|R|1-1|2|15|77|3|WV|06/03/2014|IF|06/03/2014|IF|06/04/2014 11:45 am|ACC|||
OAKLAND|N||017003236|R|1-1|2|15|77|3|WV|06/03/2014|IF|06/03/2014|IF|06/04/2014 11:45 am|ACC|||
OAKLAND|N||039301255|R|1-1|2|15|77|3|WV|06/03/2014|IF|06/03/2014|DV|06/04/2014 11:45 am|ACC|||
OAKLAND|N||017003674|D|1-1|2|15|77|3|TR|05/22/2014|MV|05/22/2014|MA|05/29/2014 09:00 am|ACC|||
OAKLAND|N||017003905|D|1-1|2|15|77|3|WV|06/05/2014|IF|06/05/2014|IF|06/06/2014 10:45 am|ACC|||
OAKLAND|N||100027332|R|1-1|2|15|110|3|ER|06/03/2014|MV|06/03/2014|MA|06/06/2014 09:00 am|ACC|||
OAKLAND|N||017301976|R|1-1|2|15|77|3|ER|05/28/2014|MV|05/28/2014|MA|06/04/2014 08:30 am|ACC|||
OGUNQUIT|N||047900008|R|1-1|1|35|4|5|WV|05/14/2014|IV|05/14/2014|DV|06/06/2014 11:10 am|ACC|||
OGUNQUIT|N||100180739|D|1-1|1|35|4|5|WV|05/27/2014|IV|05/27/2014|||REJ|||
OGUNQUIT|N||047900035|D|1-1|1|35|4|5|WV|05/15/2014|IV|05/15/2014|DV|06/05/2014 09:40 am|ACC|||
OGUNQUIT|N||047900037|D|1-1|1|35|4|5|WV|05/13/2014|IV|05/13/2014|IF|06/09/2014 09:15 am|ACC|||
OGUNQUIT|N||047900039|D|1-1|1|35|4|5|WV|05/13/2014|IV|05/13/2014|DV|06/09/2014 09:15 am|ACC|||
OGUNQUIT|N||047900049|R|1-1|1|35|4|5|WV|06/04/2014|IF|06/04/2014|DV|06/04/2014 12:00 pm|ACC|||
OGUNQUIT|N||047900050|R|1-1|1|35|4|5|WV|06/04/2014|IV|06/04/2014|DV|06/04/2014 12:09 pm|ACC|||
OGUNQUIT|N||047900051|D|1-1|1|35|4|5|WV|06/02/2014|IV|06/02/2014|DV|06/09/2014 01:13 pm|ACC|||
OGUNQUIT|N||047900057|D|1-1|1|35|4|5|WV|05/13/2014|IF|05/13/2014|DV|05/13/2014 01:14 pm|ACC|||
OGUNQUIT|N||047900058|D|1-1|1|35|4|5|WV|05/13/2014|IV|05/13/2014|DV|05/13/2014 01:15 pm|ACC|||
OGUNQUIT|N||100293095|D|1-1|1|35|4|5|WV|05/30/2014|IV|05/30/2014|DV|06/06/2014 03:20 pm|ACC|||
OGUNQUIT|N||100298867|R|1-1|1|35|4|5|WV|05/22/2014|IV|05/22/2014|DV|06/06/2014 02:40 pm|ACC|||
OGUNQUIT|N||100298863|R|1-1|1|35|4|5|WV|05/22/2014|IF|05/22/2014|DV|06/06/2014 02:40 pm|ACC|||
OGUNQUIT|N||047900074|R|1-1|1|35|4|5|WV|05/23/2014|IV|05/23/2014|DV|06/09/2014 11:00 am|ACC|||
OGUNQUIT|N||047900075|R|1-1|1|35|4|5|WV|05/23/2014|IF|05/23/2014|IF|06/09/2014 11:00 am|ACC|||
OGUNQUIT|N||047900091|D|1-1|1|35|4|5|WV|05/30/2014|IV|05/30/2014|DV|06/06/2014 02:00 pm|ACC|||
OGUNQUIT|N||047900092|R|1-1|1|35|4|5|WV|05/22/2014|IF|05/22/2014|IF|06/06/2014 10:15 am|ACC|||
OGUNQUIT|N||047900093|R|1-1|1|35|4|5|WV|05/22/2014|IV|05/22/2014|DV|06/06/2014 10:15 am|ACC|||
OGUNQUIT|N||047900105|R|1-1|1|35|4|5|WV|05/15/2014|IV|05/15/2014|DV|05/16/2014 10:48 am|ACC|||
OGUNQUIT|N||047900124|D|1-1|1|35|4|5|WV|05/22/2014|IV|05/22/2014|DV|06/09/2014 01:09 pm|ACC|||
OGUNQUIT|N||047900128|D|1-1|1|35|4|5|WV|05/16/2014|IF|05/16/2014|IF|06/04/2014 12:36 pm|ACC|||
OGUNQUIT|N||047900139|D|1-1|1|35|4|5|WV|05/30/2014|IV|05/30/2014|DV|06/02/2014 02:25 pm|ACC|||
OGUNQUIT|N||047900142|D|1-1|1|35|4|5|WV|05/22/2014|IV|05/22/2014|||REJ|||
OGUNQUIT|N||047900144|R|1-1|1|35|4|5|WV|05/23/2014|IV|05/23/2014|DV|05/29/2014 01:24 pm|ACC|||
OGUNQUIT|N||047900145|R|1-1|1|35|4|5|WV|05/23/2014|IV|05/23/2014|IF|05/29/2014 01:24 pm|ACC|||
OGUNQUIT|N||047900455|D|1-1|1|35|4|5|WV|06/02/2014|IV|06/02/2014|IF|06/06/2014 11:25 am|ACC|||
OGUNQUIT|N||047900152|D|1-1|1|35|4|5|WV|06/02/2014|IF|06/02/2014|DV|06/06/2014 11:25 am|ACC|||
OGUNQUIT|N||047900176|R|1-1|1|35|4|5|WV|05/29/2014|IV|05/29/2014|DV|06/10/2014 02:20 pm|ACC|||
OGUNQUIT|N||100160284|R|1-1|1|35|4|5|WV|05/27/2014|IV|05/27/2014|DV|06/09/2014 12:05 pm|ACC|||
OGUNQUIT|N||047900221|D|1-1|1|35|4|5|WV|05/22/2014|IF|05/22/2014|IF|06/04/2014 03:50 pm|ACC|||
OGUNQUIT|N||047900242|R|1-1|1|35|4|5|WV|05/30/2014|IV|05/30/2014|DV|06/09/2014 09:35 am|ACC|||
OGUNQUIT|N||047900243|D|1-1|1|35|4|5|WV|06/02/2014|IV|06/02/2014|DV|06/09/2014 01:32 pm|ACC|||
OGUNQUIT|N||047900246|R|1-1|1|35|4|5|WV|06/02/2014|IF|06/02/2014|IF|06/09/2014 01:32 pm|ACC|||
OGUNQUIT|N||047900267|R|1-1|1|35|4|5|WV|05/22/2014|IV|05/22/2014|DV|06/03/2014 10:00 am|ACC|||
OGUNQUIT|N||100311451|R|1-1|1|35|4|5|WV|05/16/2014|IV|05/16/2014|DV|06/09/2014 03:00 pm|ACC|||
OGUNQUIT|N||047900305|R|1-1|1|35|4|5|WV|05/29/2014|IV|05/29/2014|DV|06/05/2014 09:40 am|ACC|||
OGUNQUIT|N||047900314|D|1-1|1|35|4|5|WV|05/30/2014|IV|05/30/2014|IF|06/06/2014 02:00 pm|ACC|||
OGUNQUIT|N||047900315|D|1-1|1|35|4|5|WV|05/19/2014|IV|05/19/2014|DV|05/20/2014 11:11 am|ACC|||
OGUNQUIT|N||047900324|D|1-1|1|35|4|5|WV|05/27/2014|IV|05/27/2014|DV|05/27/2014 11:55 am|ACC|||
OGUNQUIT|N||047900333|D|1-1|1|35|4|5|WV|06/04/2014|IV|06/04/2014|DV|06/06/2014 11:55 am|ACC|||
OGUNQUIT|N||047900338|R|1-1|1|35|4|5|WV|06/04/2014|IV|06/04/2014|IF|06/05/2014 09:45 am|ACC|||
OGUNQUIT|N||047900339|R|1-1|1|35|4|5|WV|06/04/2014|IV|06/04/2014|DV|06/06/2014 09:45 am|ACC|||
OGUNQUIT|N||047900343|R|1-1|1|35|4|5|WV|05/21/2014|IV|05/21/2014|DV|06/06/2014 01:50 pm|ACC|||
OGUNQUIT|N||047900346|R|1-1|1|35|4|5|WV|05/21/2014|IV|05/21/2014|DV|06/06/2014 01:50 pm|ACC|||
OGUNQUIT|N||047900366|R|1-1|1|35|4|5|WV|06/05/2014|IV|06/05/2014|DV|06/05/2014 02:30 pm|ACC|||
OGUNQUIT|N||047900371|D|1-1|1|35|4|5|WV|05/23/2014|IV|05/23/2014|DV|06/05/2014 03:35 pm|ACC|||
OGUNQUIT|N||047900396|D|1-1|1|35|4|5|WV|06/05/2014|IF|06/05/2014|DV|06/06/2014 02:30 pm|ACC|||
OGUNQUIT|N||047900397|R|1-1|1|35|4|5|WV|06/05/2014|IV|06/05/2014|DV|06/06/2014 02:30 pm|ACC|||
OGUNQUIT|N||047900401|D|1-1|1|35|4|5|WV|05/21/2014|IF|05/21/2014|DV|06/06/2014 12:50 pm|ACC|||
OGUNQUIT|N||047900410|R|1-1|1|35|4|5|WV|06/02/2014|IV|06/02/2014|DV|06/09/2014 12:50 pm|ACC|||
OGUNQUIT|N||047900411|R|1-1|1|35|4|5|WV|06/02/2014|IF|06/02/2014|DV|06/10/2014 11:30 am|ACC|||
OGUNQUIT|N||047900415|R|1-1|1|35|4|5|WV|05/20/2014|IV|05/20/2014|DV|06/09/2014 10:30 am|ACC|||
OGUNQUIT|N||047900420|D|1-1|1|35|4|5|WV|05/19/2014|IV|05/19/2014|DV|06/06/2014 10:15 am|ACC|||
OGUNQUIT|N||047900448|D|1-1|1|35|4|5|WV|05/20/2014|IV|05/20/2014|DV|06/09/2014 01:00 pm|ACC|||
OGUNQUIT|N||047900469|D|1-1|1|35|4|5|WV|05/22/2014|IV|05/22/2014|DV|05/27/2014 01:15 pm|ACC|||
OGUNQUIT|N||047900504|D|1-1|1|35|4|5|WV|06/04/2014|IV|06/04/2014|DV|06/06/2014 10:00 am|ACC|||
OGUNQUIT|N||047900510|R|1-1|1|35|4|5|WV|05/28/2014|IV|05/28/2014|DV|06/05/2014 09:40 am|ACC|||
OGUNQUIT|N||047900537|R|1-1|1|35|4|5|WV|05/20/2014|IV|05/20/2014|DV|06/03/2014 10:35 am|ACC|||
OGUNQUIT|N||100184498|D|1-1|1|35|4|5|WV|06/04/2014|IV|06/04/2014|IF|06/06/2014 11:55 am|ACC|||
OGUNQUIT|N||047900547|D|1-1|1|35|4|5|WV|06/04/2014|IV|06/04/2014|DV|06/06/2014 11:55 am|ACC|||
OGUNQUIT|N||047900561|D|1-1|1|35|4|5|WV|06/04/2014|IF|06/04/2014|||REJ|||
OGUNQUIT|N||047900562|R|1-1|1|35|4|5|WV|06/04/2014|IV|06/04/2014|||REJ|||
OGUNQUIT|N||047900607|R|1-1|1|35|4|5|WV|05/27/2014|IV|05/27/2014|DV|05/27/2014 11:00 am|ACC|||
OGUNQUIT|N||047900608|R|1-1|1|35|4|5|WV|05/27/2014|IF|05/27/2014|IF|05/27/2014 11:00 am|ACC|||
OGUNQUIT|N||047900609|R|1-1|1|35|4|5|WV|06/05/2014|IF|06/05/2014|IF|06/10/2014 03:50 pm|ACC|||
OGUNQUIT|N||100036408|D|1-1|1|35|4|5|WV|05/16/2014|IV|05/16/2014|DV|06/06/2014 11:25 am|ACC|||
OGUNQUIT|N||100292342|D|1-1|1|35|4|5|WV|05/21/2014|IV|05/21/2014|DV|06/05/2014 09:15 am|ACC|||
OGUNQUIT|N||047900639|R|1-1|1|35|4|5|WV|05/22/2014|IV|05/22/2014|DV|06/06/2014 01:50 pm|ACC|||
OGUNQUIT|N||047900656|D|1-1|1|35|4|5|WV|05/23/2014|IV|05/23/2014|DV|06/05/2014 03:35 pm|ACC|||
OGUNQUIT|N||100157888|D|1-1|1|35|4|5|WV|06/04/2014|IV|06/04/2014|DV|06/09/2014 11:45 am|ACC|||
OGUNQUIT|N||047900700|D|1-1|1|35|4|5|WV|05/14/2014|IV|05/14/2014|DV|06/10/2014 11:25 am|ACC|||
OGUNQUIT|N||047900702|R|1-1|1|35|4|5|VP|06/06/2014|VP|06/06/2014|VP|06/06/2014 12:31 pm|ACC|||
OGUNQUIT|N||047900707|D|1-1|1|35|4|5|WV|05/22/2014|IV|05/22/2014|DV|06/09/2014 01:15 pm|ACC|||
OGUNQUIT|N||047900712|D|1-1|1|35|4|5|WV|06/03/2014|IV|06/03/2014|DV|06/09/2014 02:30 pm|ACC|||
OGUNQUIT|N||047900728|R|1-1|1|35|4|5|WV|05/15/2014|IF|05/15/2014|IF|05/27/2014 10:52 am|ACC|||
OGUNQUIT|N||047900729|R|1-1|1|35|4|5|WV|05/15/2014|IV|05/15/2014|DV|05/27/2014 10:54 am|ACC|||
OGUNQUIT|N||047900796|D|1-1|1|35|4|5|WV|06/02/2014|IF|06/02/2014|IF|06/10/2014 08:00 am|ACC|||
OGUNQUIT|N||047900805|R|1-1|1|35|4|5|WV|05/27/2014|IV|05/27/2014|DV|06/05/2014 12:20 pm|ACC|||
OGUNQUIT|N||047900809|R|1-1|1|35|4|5|WV|06/05/2014|IF|06/05/2014|IF|06/10/2014 03:50 pm|ACC|||
OGUNQUIT|N||047900813|D|1-1|1|35|4|5|WV|05/22/2014|IV|05/22/2014|||REJ|||
OGUNQUIT|N||047900827|D|1-1|1|35|4|5|WV|06/06/2014|IV|06/06/2014|DV|06/09/2014 03:40 pm|ACC|||
OGUNQUIT|N||100312842|R|1-1|1|35|4|5|WV|05/20/2014|IF|05/20/2014|IF|06/03/2014 12:10 pm|ACC|||
OGUNQUIT|N||047900834|D|1-1|1|35|4|5|WV|05/21/2014|IV|05/21/2014|DV|06/10/2014 05:10 pm|ACC|||
OGUNQUIT|N||047900843|D|1-1|1|35|4|5|WV|06/05/2014|IV|06/05/2014|DV|06/10/2014 04:30 pm|ACC|||
OGUNQUIT|N||100248380|R|1-1|1|35|4|5|WV|05/13/2014|IV|05/13/2014|DV|06/05/2014 10:45 am|ACC|||
OGUNQUIT|N||047900876|D|1-1|1|35|4|5|WV|05/19/2014|IV|05/19/2014|DV|06/05/2014 09:07 am|ACC|||
OGUNQUIT|N||047900877|D|1-1|1|35|4|5|WV|05/13/2014|IV|05/13/2014|DV|06/05/2014 09:00 am|ACC|||
OGUNQUIT|N||047900879|D|1-1|1|35|4|5|WV|05/19/2014|IV|05/19/2014|DV|05/21/2014 10:09 am|ACC|||
OGUNQUIT|N||047900909|D|1-1|1|35|4|5|WV|05/21/2014|IV|05/21/2014|||REJ|||
OGUNQUIT|N||047900914|D|1-1|1|35|4|5|WV|05/14/2014|IV|05/14/2014|DV|05/22/2014 12:00 pm|ACC|||
OGUNQUIT|N||100184489|R|1-1|1|35|4|5|WV|05/30/2014|IV|05/30/2014|||REJ|||
OGUNQUIT|N||047900927|R|1-1|1|35|4|5|WV|05/16/2014|IV|05/16/2014|DV|05/21/2014 12:42 pm|ACC|||
OGUNQUIT|N||047900976|R|1-1|1|35|4|5|WV|06/05/2014|IV|06/05/2014|IF|06/06/2014 08:50 am|ACC|||
OGUNQUIT|N||047900979|D|1-1|1|35|4|5|WV|05/23/2014|IV|05/23/2014|DV|06/06/2014 03:30 pm|ACC|||
OGUNQUIT|N||047900990|D|1-1|1|35|4|5|WV|05/23/2014|IF|05/23/2014|IF|06/05/2014 10:15 am|ACC|||
OGUNQUIT|N||047900991|D|1-1|1|35|4|5|WV|05/23/2014|IV|05/23/2014|DV|06/05/2014 10:15 am|ACC|||
OGUNQUIT|N||048406697|R|1-1|1|35|4|5|WV|06/04/2014|IV|06/04/2014|DV|06/09/2014 08:45 am|ACC|||
OGUNQUIT|N||047901020|D|1-1|1|35|4|5|WV|05/30/2014|IF|05/30/2014|DV|06/06/2014 03:30 pm|ACC|||
OGUNQUIT|N||047901023|D|1-1|1|35|4|5|WV|05/21/2014|IF|05/21/2014|IF|06/10/2014 05:10 pm|ACC|||
OGUNQUIT|N||047901039|D|1-1|1|35|4|5|WV|06/06/2014|IV|06/06/2014|DV|06/09/2014 03:40 pm|ACC|||
OGUNQUIT|N||047901040|D|1-1|1|35|4|5|WV|05/27/2014|IV|05/27/2014|DV|06/02/2014 10:47 am|ACC|||
OGUNQUIT|N||047901094|D|1-1|1|35|4|5|WV|05/23/2014|IV|05/23/2014|DV|06/06/2014 09:15 am|ACC|||
OGUNQUIT|N||047901095|D|1-1|1|35|4|5|WV|05/23/2014|IV|05/23/2014|DV|06/06/2014 09:15 am|ACC|||
OGUNQUIT|N||100325882|R|1-1|1|35|4|5|WV|05/20/2014|IV|05/20/2014|IF|06/06/2014 11:05 am|ACC|||
OGUNQUIT|N||100325877|R|1-1|1|35|4|5|WV|05/20/2014|IF|05/20/2014|DV|06/06/2014 11:05 am|ACC|||
OGUNQUIT|N||047901122|R|1-1|1|35|4|5|WV|05/15/2014|IV|05/15/2014|DV|05/27/2014 11:00 am|ACC|||
OGUNQUIT|N||100093900|G|1-1|1|35|4|5|WV|05/13/2014|IF|05/13/2014|IF|06/06/2014 09:35 am|ACC|||
OGUNQUIT|N||047901123|D|1-1|1|35|4|5|WV|05/13/2014|IF|05/13/2014|IF|06/06/2014 09:35 am|ACC|||
OGUNQUIT|N||047901124|R|1-1|1|35|4|5|WV|05/13/2014|IV|05/13/2014|DV|06/06/2014 09:35 am|ACC|||
OGUNQUIT|N||100060371|D|1-1|1|35|4|5|WV|06/02/2014|MV|06/02/2014|MA|06/09/2014 02:30 pm|ACC|||
OLD ORCHARD BEACH|N||048000233|R|1-1|1|31|13|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 12:22 pm|ACC|||
OLD ORCHARD BEACH|N||048000247|D|1-1|1|31|13|3|TR|06/02/2014|MV|06/02/2014|MA|06/06/2014 01:29 pm|ACC|||
OLD ORCHARD BEACH|N||048000373|D|1-1|1|31|13|3|TR|05/21/2014|MV|05/21/2014|MA|05/27/2014 01:51 pm|ACC|||
OLD ORCHARD BEACH|N||048000426|D|1-1|1|31|13|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 08:28 am|ACC|||
OLD ORCHARD BEACH|N||100199224|D|1-1|1|31|13|3|WV|06/03/2014|IF|06/03/2014|IF|06/04/2014 08:17 am|ACC|||
OLD ORCHARD BEACH|N||048000480|D|1-1|1|31|13|3|WV|06/05/2014|IV|06/05/2014|DV|06/06/2014 09:20 am|ACC|||
OLD ORCHARD BEACH|N||048000481|D|1-1|1|31|13|3|WV|06/05/2014|IF|06/05/2014|IF|06/06/2014 09:16 am|ACC|||
OLD ORCHARD BEACH|N||048000707|R|1-1|1|31|13|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 10:34 am|ACC|||
OLD ORCHARD BEACH|N||048000954|D|1-1|1|31|13|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 10:00 am|ACC|||
OLD ORCHARD BEACH|N||100394272|D|1-1|1|31|13|3|WV|05/16/2014|IF|05/16/2014|IF|05/19/2014 08:34 am|ACC|||
OLD ORCHARD BEACH|N||048001002|D|1-1|1|31|13|3|WV|05/16/2014|IV|05/16/2014|DV|05/19/2014 08:38 am|ACC|||
OLD ORCHARD BEACH|N||048001507|R|1-1|1|31|13|3|VP|05/21/2014|VP|05/21/2014|VP|05/21/2014 03:43 pm|ACC|||
OLD ORCHARD BEACH|N||048007566|D|1-1|1|31|13|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 04:20 pm|ACC|||
OLD ORCHARD BEACH|N||048001785|D|1-1|1|31|13|3|WV|06/03/2014|IF|06/03/2014|IF|06/10/2014 04:25 pm|ACC|||
OLD ORCHARD BEACH|N||048001920|R|1-1|1|31|13|3|WV|05/29/2014|IV|05/29/2014|DV|06/04/2014 10:24 am|ACC|||
OLD ORCHARD BEACH|N||048002308|D|1-1|1|31|13|3|WV|06/02/2014|IF|06/02/2014|IF|06/09/2014 11:07 am|ACC|||
OLD ORCHARD BEACH|N||048002364|R|1-1|1|31|13|3|WV|06/02/2014|IV|06/02/2014|DV|06/09/2014 10:28 am|ACC|||
OLD ORCHARD BEACH|N||048002393|D|1-1|1|31|13|3|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 02:18 pm|ACC|||
OLD ORCHARD BEACH|N||048002396|D|1-1|1|31|13|3|WV|05/29/2014|IF|05/29/2014|IF|05/30/2014 10:30 am|ACC|||
OLD ORCHARD BEACH|N||048002505|D|1-1|1|31|13|3|WV|05/30/2014|IV|05/30/2014|DV|06/03/2014 12:17 pm|ACC|||
OLD ORCHARD BEACH|N||048002506|D|1-1|1|31|13|3|WV|05/30/2014|IF|05/30/2014|IF|06/03/2014 12:18 pm|ACC|||
OLD ORCHARD BEACH|N||100008045|R|1-1|1|31|13|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 11:45 am|ACC|||
OLD ORCHARD BEACH|N||100406994|D|1-1|1|31|13|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 05:20 pm|ACC|||
OLD ORCHARD BEACH|N||048002601|D|1-1|1|31|13|3|VP|05/19/2014|VP|05/19/2014|VP|05/19/2014 11:47 am|ACC|||
OLD ORCHARD BEACH|N||048002725|D|1-1|1|31|13|3|WV|06/06/2014|IV|06/06/2014|DV|06/09/2014 10:55 am|ACC|2||
OLD ORCHARD BEACH|N||048002728|D|1-1|1|31|13|3|WV|06/06/2014|IV|06/06/2014|DV|06/09/2014 10:55 am|ACC|2||
OLD ORCHARD BEACH|N||100194845|D|1-1|1|31|13|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 10:22 am|ACC|||
OLD ORCHARD BEACH|N||048002769|D|1-1|1|31|13|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 08:27 am|ACC|||
OLD ORCHARD BEACH|N||048002770|D|1-1|1|31|13|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 10:21 am|ACC|||
OLD ORCHARD BEACH|N||100296443|R|1-1|1|31|13|3|WV|05/22/2014|IF|05/22/2014|DV|05/29/2014 09:53 am|ACC|||
OLD ORCHARD BEACH|N||100296013|R|1-1|1|31|13|3|WV|05/22/2014|IV|05/22/2014|IF|05/30/2014 10:35 am|ACC|||
OLD ORCHARD BEACH|N||048002972|D|1-1|1|31|13|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 03:26 pm|ACC|||
OLD ORCHARD BEACH|N||048002993|D|1-1|1|31|13|3|WV|06/10/2014|SC|06/10/2014|IF|06/10/2014 06:25 pm|ACC|||
OLD ORCHARD BEACH|N||048003043|R|1-1|1|31|13|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 02:03 pm|ACC|||
OLD ORCHARD BEACH|N||048003237|R|1-1|1|31|13|3|WV|05/28/2014|IV|05/28/2014|DV|05/30/2014 09:00 am|ACC|||
OLD ORCHARD BEACH|N||048003250|R|1-1|1|31|13|3|TR|06/02/2014|MV|06/02/2014|DV|06/06/2014 02:17 pm|ACC|||
OLD ORCHARD BEACH|N||048003312|D|1-1|1|31|13|3|WV|06/05/2014|IF|06/05/2014|DV|06/06/2014 12:16 pm|ACC|||
OLD ORCHARD BEACH|N||048003316|D|1-1|1|31|13|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 08:46 am|ACC|||
OLD ORCHARD BEACH|N||100024302|D|1-1|1|31|13|3|WV|06/03/2014|IV|06/03/2014|DV|06/06/2014 11:20 am|ACC|||
OLD ORCHARD BEACH|N||048003579|D|1-1|1|31|13|3|WV|06/02/2014|IF|06/02/2014|IF|06/09/2014 11:02 am|ACC|||
OLD ORCHARD BEACH|N||048003582|D|1-1|1|31|13|3|WV|06/02/2014|IV|06/02/2014|DV|06/09/2014 11:02 am|ACC|||
