county,age_2016prepri,age1829_2016prepri,age3044_2016prepri,age4560_2016prepri,age60plus_2016prepri,age1829reject_2016prepri,age3044reject_2016prepri,age4560reject_2016prepri,age60plusreject_2016prepri,white_2016prepri,black_2016prepri,hispanic_2016prepri,other_2016prepri,male_2016prepri,VBM2016gen_2016prepri,VBM2016prepri_2016prepri,VBM2016genpri_2016prepri,VBM2018gen_2016prepri,VBM2018genpri_2016prepri,partydem_2016prepri,partyrep_2016prepri,partynp_2016prepri,electionday_2016prepri,bymail_2016prepri,early_2016prepri,rejected_2016prepri,lateballot_2016prepri,WHreject_2016prepri,BHreject_2016prepri,HPreject_2016prepri,OTreject_2016prepri,votedpop_2016prepri,votedbymailpop_2016prepri,rejectedpop_2016prepri,whitepop_2016prepri,blackpop_2016prepri,hispanicpop_2016prepri,otherpop_2016prepri,asianpop_2016prepri,age_2020combopri,age1829_2020combopri,age3044_2020combopri,age4560_2020combopri,age60plus_2020combopri,age1829reject_2020combopri,age3044reject_2020combopri,age4560reject_2020combopri,age60plusreject_2020combopri,white_2020combopri,black_2020combopri,hispanic_2020combopri,other_2020combopri,male_2020combopri,VBM2016gen_2020combopri,VBM2016prepri_2020combopri,VBM2016genpri_2020combopri,VBM2018gen_2020combopri,VBM2018genpri_2020combopri,partydem_2020combopri,partyrep_2020combopri,partynp_2020combopri,electionday_2020combopri,bymail_2020combopri,early_2020combopri,newvoter_2020combopri,rejected_2020combopri,lateballot_2020combopri,WHreject_2020combopri,BHreject_2020combopri,HPreject_2020combopri,OTreject_2020combopri,votedpop_2020combopri,votedbymailpop_2020combopri,newvoterpop_2020combopri,rejectedpop_2020combopri,whitepop_2020combopri,blackpop_2020combopri,hispanicpop_2020combopri,otherpop_2020combopri,asianpop_2020combopri,county_code,county_age,county_age1829,county_age3044,county_age4560,county_age60plus,county_white,county_black,county_hispanic,county_other,datestr,state,fips,cases,deaths
GLYNN,62.597958,.028405905,.12352831,.22064412,.62742168,.02631579,.0030257185,.0019762847,.0037728355,.76915812,.10703743,.0059629236,.065408334,.42236391,.029989466,.011641028,.022877479,.039551117,.01359736,.25017715,.74976385,.000059045818,.77925372,.016471839,.20427442,.27797833,0,.29714286,.22222222,,.067567565,16938,279,77,13028,1813,101,1050,61,60.774113,.064246975,.11867107,.21291766,.6041643,.017119244,.0099073183,.011400071,.0082234778,.73479825,.17707899,.0086379992,.072856225,.42447433,.051496893,.013535148,.03137045,.070634492,.01916145,.38876259,.58225352,.028983859,.23250616,.52104563,.24644819,.069860056,.023838459,.011403675,.022769459,.026932085,.054347824,.022106633,26395,13753,1842,255,19395,4674,228,1921,149,63,50.904037,.1732934,.22445215,.23708025,.3651742,.65959322,.20971149,.020321615,.11037364,2020-06-09,Georgia,13127,164,2
GORDON,58.056606,.049712792,.15916449,.30057442,.49054831,.031512607,.00065616798,.0010423906,.0031935277,.89864188,.024665467,.016377073,.015561358,.46305174,.024615062,.017149733,.020328719,.028005464,.023363216,.13720791,.86279207,0,.78629917,.021170361,.19253045,.19339623,0,.20915033,.16666667,,0,10014,212,41,8999,247,164,149,16,57.604485,.093080223,.12584201,.266534,.51454377,.011513158,.0042579076,.0048822514,.0058018449,.90397555,.03906728,.019036697,.032532148,.46207952,.034012333,.020853341,.023620401,.044988088,.029141808,.18685015,.8007645,.012385321,.29074922,.54281348,.16643731,.076775871,.013232514,.040672783,.011293055,.039130434,.08219178,.011627907,13080,7100,1003,77,11824,511,249,425,55,64,48.207466,.20723972,.23334555,.26156577,.29784894,.81100053,.037890106,.052324433,.098784924,2020-06-09,Georgia,13129,209,16
GRADY,60.602959,.040085897,.14674301,.24481031,.56836075,.029761905,.0048780488,0,.0012594458,.75062573,.17360637,.0038680318,.025530899,.429124,.02257761,.012325953,.023004059,.026922081,.016363636,.26848692,.73151308,0,.76951081,.015244596,.21524459,.17910448,0,.13725491,.60000002,0,0,4395,67,12,3299,763,17,107,5,58.380985,.075691618,.14969808,.24378599,.5308243,.0055658626,.0056285178,.0069124424,.0042328043,.73112547,.22326691,.0060342406,.035950009,.43657032,.0282184,.013609299,.027777778,.055016723,.020623282,.29385349,.69099075,.015155768,.31083357,.4847039,.20446253,.074989468,.012851684,.0058939098,.0097629009,.026666667,0,0,7126,3454,534,37,5210,1591,43,256,21,65,50.798836,.17684378,.22012952,.24458101,.35844567,.63587099,.27160984,.017644726,.074874438,2020-06-09,Georgia,13131,127,4
GREENE,65.032021,.020929258,.1017162,.16994558,.70740896,.0099999998,.0061728396,.0036945813,.0038461538,.7082181,.18253654,.0029632556,.051067393,.4227578,.044978436,.015712013,.027972028,.04345898,.021242699,.24911103,.75009876,.00079020148,.68510473,.020742789,.2941525,.22857143,0,.22222222,.20833333,1,0,5062,105,24,3585,924,15,244,10,63.074947,.052587993,.09371981,.17653555,.67715669,0,.0044182623,.0039093043,.0020383205,.70176405,.23580486,.005512679,.052173913,.44115216,.071761571,.019276535,.042091835,.072999679,.038201354,.37215713,.59986216,.027980704,.17764609,.62183022,.2005237,.064734302,.0047923322,.0039966926,.0026148674,.011507479,0,.0054054055,7256,4512,469,18,5092,1711,40,378,24,66,55.721901,.12327395,.17571725,.20941547,.49159333,.64148241,.27208987,.012592115,.073835589,2020-06-09,Georgia,13133,83,7
GWINNETT,55.954685,.061049175,.16999032,.33745518,.43150532,.012967528,.0023092912,.0013377797,.0026382424,.62493169,.19932891,.035911743,.093094923,.42811933,.050232619,.01436673,.028341962,.051272675,.017015422,.36621365,.63360202,.00018434,.83602357,.019929079,.14404733,.16389467,0,.14278823,.31547618,.23076923,.086792454,157358,3136,473,98338,31366,5651,14229,3260,51.835758,.15154171,.18358964,.29469314,.37017551,.005894796,.0064954716,.0060191159,.0056231022,.46726975,.31812358,.046957619,.11215069,.42121762,.063502252,.019068366,.033033967,.082641184,.022923287,.6020667,.35450372,.043429609,.32599112,.51924175,.1547671,.092630424,.014778587,.0084868828,.010363888,.01754313,.028239202,.019550748,234126,121568,21672,1390,109400,74481,10994,26239,12848,67,45.823986,.22812988,.26035514,.27303162,.23848335,.40527889,.27663442,.088770315,.22931637,2020-06-09,Georgia,13135,4692,143
HABERSHAM,60.97702,.045841597,.1300595,.24320541,.58089352,.012722646,.002690583,0,.0026104418,.8914575,.0068251872,.0068251872,.038609587,.43879348,.059701491,.041514449,.059388336,.057416268,.062379576,.12956847,.87021136,.00022016733,.58520478,.045464553,.3693307,.072639227,0,.068027213,0,0,.0088495575,9084,413,30,8098,62,62,331,20,58.755363,.085832335,.13181394,.23330668,.54904705,0,.00050556118,0,0,.92352706,.013432637,.0097752362,.045914967,.46050006,.075553767,.05016318,.067989454,.079930633,.089321695,.14736003,.83215851,.020481447,.20581195,.56304032,.23114777,.078168735,.00013719303,.00013299641,.0001471021,0,0,0,15038,8467,1173,1,13888,202,147,689,80,68,50.558872,.18620811,.21640211,.2361552,.36123458,.84116399,.020952381,.038553793,.099329807,2020-06-09,Georgia,13137,568,26
HALL,59.039536,.055546541,.14952134,.27321652,.52171564,.014118792,.003074697,.00098980498,.003783952,.82457775,.040306702,.024997409,.067391425,.44371051,.044213828,.020345429,.038092792,.044149715,.022952117,.15175773,.84824228,0,.81030464,.025075121,.16462025,.17823835,0,.15499255,.24242425,.5,.044534411,38604,968,172,31832,1556,965,2492,133,58.402687,.098038845,.12239785,.24006706,.53949624,0,0,0,0,.81635803,.060937971,.033931799,.080556132,.45009035,.066398531,.026176276,.045288369,.073186673,.033972036,.25649276,.70895439,.034552846,.26172462,.57644534,.16183002,.071795933,.000041842755,.0011668173,0,0,0,0,53136,30630,3811,1,43378,3238,1803,4276,386,69,48.631119,.21708959,.22202326,.24603845,.31484869,.68807155,.067442328,.09355548,.15093064,2020-06-09,Georgia,13139,2664,51
HANCOCK,62.931324,.035542168,.11807229,.20481928,.64156628,.050847456,.020408163,0,.027230047,.2631579,.65308434,.0011318619,.022891566,.38483304,.10407791,.11091445,.10837439,.13384813,.090566039,.75255394,.24687855,.00056753692,.70797962,.13808715,.15393323,.17842324,0,.13207547,.18791947,,.025641026,1767,244,43,465,1154,2,38,1,58.42754,.090782896,.13464741,.23320377,.54136592,.0061162082,.020618556,.0059523811,.0076923077,.22502075,.73401606,.0011071132,.034147695,.41821203,.11411724,.11524609,.13812833,.16445182,.12622416,.84557801,.14000554,.014416412,.26570717,.53611958,.19817327,.06440866,.018691588,.0063659009,.0028011205,.024237685,0,0,3613,1937,232,32,813,2652,4,123,10,70,52.833168,.15565565,.19436103,.23873875,.41124457,.25358692,.68201536,.002669336,.061728396,2020-06-09,Georgia,13141,200,29
HARALSON,58.081589,.054987833,.16123277,.29894567,.48483375,.020648967,.0010060362,0,.00033456006,.89961451,.022359291,.001696222,.026926197,.45196608,.026866151,.01375367,.02345679,.029674651,.015968064,.1174564,.88254362,0,.86815727,.015574402,.11626831,.099009901,0,.10526316,0,,.041666668,6485,101,10,5834,145,11,166,9,55.704956,.097461097,.16850942,.28388616,.45014334,0,0,0,0,.92659986,.028624004,.0037824577,.036650285,.46943367,.039139677,.01581984,.024077047,.042725462,.026365947,.10580658,.87538338,.01881006,.28347987,.52269477,.19382539,.086609334,0,0,0,0,0,0,9782,5113,846,0,9064,280,37,358,29,71,48.467354,.19150178,.2466819,.26821917,.29359716,.88030529,.040303368,.0052992366,.074092083,2020-06-09,Georgia,13143,54,4
HARRIS,59.587574,.042020831,.12127379,.3036035,.53310186,.017094018,.0029615005,.00078864355,.0015719739,.77931273,.12341592,.0078776116,.041781396,.45050806,.032839362,.018104732,.036551077,.035663705,.023768259,.21020781,.78979218,0,.81801575,.020321954,.1616623,.10674157,0,.12598425,.05882353,0,0,8759,178,19,6826,1081,69,349,28,58.045609,.080606967,.12297167,.27234453,.52407682,.0097932536,.0064194007,.003220612,.0010041841,.74669123,.18204926,.011219213,.053942636,.45884827,.049926579,.024940806,.044824537,.063049257,.03540929,.33298272,.64142346,.02559383,.2704882,.55254626,.17696555,.063240066,.0069175991,.0036813042,.0061662197,.0082644625,.018518519,.01171875,11409,6304,721,34,8519,2077,128,615,62,72,50.210918,.16128403,.22591479,.2827352,.330066,.7522943,.14453079,.016597025,.086577892,2020-06-09,Georgia,13145,143,6
HART,62.555088,.032993402,.11997601,.22715457,.61987603,0,.0033333334,.00088028167,.0029032258,.83567095,.086239576,.0026535254,.022795441,.45147839,.035629921,.021697754,.035793357,.029640848,.020245072,.19617134,.80382866,0,.71853679,.024260804,.25720242,.09375,0,.13636364,0,,0,5276,128,12,4409,455,14,114,9,60.366501,.067332223,.11491958,.23194675,.58580142,.0065897857,0,.0019129603,.0022722969,.84625608,.10589278,.0046521933,.036938436,.45979175,.039984267,.019723466,.031610776,.048063222,.021206582,.22286221,.7596367,.017501108,.2923128,.45912716,.24856004,.063671656,.005686665,.0029906956,.0039331368,.015576324,0,.024390243,9028,4145,574,20,7640,956,42,333,44,73,52.771469,.15507546,.19881622,.24190588,.40420243,.77366084,.14418466,.0079905298,.074163951,2020-06-09,Georgia,13147,39,0
