county,age_2016gen,age1829_2016gen,age3044_2016gen,age4560_2016gen,age60plus_2016gen,age1829reject_2016gen,age3044reject_2016gen,age4560reject_2016gen,age60plusreject_2016gen,white_2016gen,black_2016gen,hispanic_2016gen,other_2016gen,male_2016gen,VBM2016gen_2016gen,VBM2016prepri_2016gen,VBM2016genpri_2016gen,VBM2018gen_2016gen,VBM2018genpri_2016gen,partydem_2016gen,partyrep_2016gen,partynp_2016gen,electionday_2016gen,bymail_2016gen,early_2016gen,rejected_2016gen,lateballot_2016gen,WHreject_2016gen,BHreject_2016gen,HPreject_2016gen,OTreject_2016gen,votedpop_2016gen,votedbymailpop_2016gen,rejectedpop_2016gen,whitepop_2016gen,blackpop_2016gen,hispanicpop_2016gen,otherpop_2016gen,asianpop_2016gen,age_2016prepri,age1829_2016prepri,age3044_2016prepri,age4560_2016prepri,age60plus_2016prepri,age1829reject_2016prepri,age3044reject_2016prepri,age4560reject_2016prepri,age60plusreject_2016prepri,white_2016prepri,black_2016prepri,hispanic_2016prepri,other_2016prepri,male_2016prepri,VBM2016gen_2016prepri,VBM2016prepri_2016prepri,VBM2016genpri_2016prepri,VBM2018gen_2016prepri,VBM2018genpri_2016prepri,partydem_2016prepri,partyrep_2016prepri,partynp_2016prepri,electionday_2016prepri,bymail_2016prepri,early_2016prepri,rejected_2016prepri,lateballot_2016prepri,WHreject_2016prepri,BHreject_2016prepri,HPreject_2016prepri,OTreject_2016prepri,votedpop_2016prepri,votedbymailpop_2016prepri,rejectedpop_2016prepri,whitepop_2016prepri,blackpop_2016prepri,hispanicpop_2016prepri,otherpop_2016prepri,asianpop_2016prepri,age_2016genpri,age1829_2016genpri,age3044_2016genpri,age4560_2016genpri,age60plus_2016genpri,age1829reject_2016genpri,age3044reject_2016genpri,age4560reject_2016genpri,age60plusreject_2016genpri,white_2016genpri,black_2016genpri,hispanic_2016genpri,other_2016genpri,male_2016genpri,VBM2016gen_2016genpri,VBM2016prepri_2016genpri,VBM2016genpri_2016genpri,VBM2018gen_2016genpri,VBM2018genpri_2016genpri,partydem_2016genpri,partyrep_2016genpri,partynp_2016genpri,electionday_2016genpri,bymail_2016genpri,early_2016genpri,rejected_2016genpri,lateballot_2016genpri,WHreject_2016genpri,BHreject_2016genpri,HPreject_2016genpri,OTreject_2016genpri,votedpop_2016genpri,votedbymailpop_2016genpri,rejectedpop_2016genpri,whitepop_2016genpri,blackpop_2016genpri,hispanicpop_2016genpri,otherpop_2016genpri,asianpop_2016genpri,age_2018gen,age1829_2018gen,age3044_2018gen,age4560_2018gen,age60plus_2018gen,age1829reject_2018gen,age3044reject_2018gen,age4560reject_2018gen,age60plusreject_2018gen,white_2018gen,black_2018gen,hispanic_2018gen,other_2018gen,male_2018gen,VBM2016gen_2018gen,VBM2016prepri_2018gen,VBM2016genpri_2018gen,VBM2018gen_2018gen,VBM2018genpri_2018gen,partydem_2018gen,partyrep_2018gen,partynp_2018gen,electionday_2018gen,bymail_2018gen,early_2018gen,rejected_2018gen,lateballot_2018gen,WHreject_2018gen,BHreject_2018gen,HPreject_2018gen,OTreject_2018gen,votedpop_2018gen,votedbymailpop_2018gen,rejectedpop_2018gen,whitepop_2018gen,blackpop_2018gen,hispanicpop_2018gen,otherpop_2018gen,asianpop_2018gen,age_2018genpri,age1829_2018genpri,age3044_2018genpri,age4560_2018genpri,age60plus_2018genpri,age1829reject_2018genpri,age3044reject_2018genpri,age4560reject_2018genpri,age60plusreject_2018genpri,white_2018genpri,black_2018genpri,hispanic_2018genpri,other_2018genpri,male_2018genpri,VBM2016gen_2018genpri,VBM2016prepri_2018genpri,VBM2016genpri_2018genpri,VBM2018gen_2018genpri,VBM2018genpri_2018genpri,partydem_2018genpri,partyrep_2018genpri,partynp_2018genpri,electionday_2018genpri,bymail_2018genpri,early_2018genpri,rejected_2018genpri,lateballot_2018genpri,WHreject_2018genpri,BHreject_2018genpri,HPreject_2018genpri,OTreject_2018genpri,votedpop_2018genpri,votedbymailpop_2018genpri,rejectedpop_2018genpri,whitepop_2018genpri,blackpop_2018genpri,hispanicpop_2018genpri,otherpop_2018genpri,asianpop_2018genpri,age_2020combopri,age1829_2020combopri,age3044_2020combopri,age4560_2020combopri,age60plus_2020combopri,age1829reject_2020combopri,age3044reject_2020combopri,age4560reject_2020combopri,age60plusreject_2020combopri,white_2020combopri,black_2020combopri,hispanic_2020combopri,other_2020combopri,male_2020combopri,VBM2016gen_2020combopri,VBM2016prepri_2020combopri,VBM2016genpri_2020combopri,VBM2018gen_2020combopri,VBM2018genpri_2020combopri,partydem_2020combopri,partyrep_2020combopri,partynp_2020combopri,electionday_2020combopri,bymail_2020combopri,early_2020combopri,newvoter_2020combopri,rejected_2020combopri,lateballot_2020combopri,WHreject_2020combopri,BHreject_2020combopri,HPreject_2020combopri,OTreject_2020combopri,votedpop_2020combopri,votedbymailpop_2020combopri,newvoterpop_2020combopri,rejectedpop_2020combopri,whitepop_2020combopri,blackpop_2020combopri,hispanicpop_2020combopri,otherpop_2020combopri,asianpop_2020combopri,county_code,county_age,county_age1829,county_age3044,county_age4560,county_age60plus,county_white,county_black,county_hispanic,county_other,datestr,state,fips,cases,deaths,d_cases,d_deaths
MERIWETHER,56.393406,.072109453,.19120781,.27430749,.46237522,.00155521,.00058651029,.00040883073,.0026679602,.58038002,.32589668,.0033091374,.042503085,.40627667,.042917069,.0088937096,.023752969,.052533083,.045068026,,,,.57792485,.049210075,.37286508,.038812786,0,.021164021,.056603774,0,.011363637,9368,461,17,5437,3053,31,379,17,60.81665,.032772366,.13529672,.2615146,.57041627,.013513514,.0032733225,.00254022,.0015527951,.62808704,.2823357,.0018836333,.033436671,.40832984,.027462946,.00797984,.020296214,.03886256,.028018339,.36630115,.633488,.00021088148,.89723736,.0113018,.091460861,.2962963,0,.26086956,.27777779,,0,4778,54,16,3001,1349,9,151,6,64.855087,.022828784,.08585608,.19751862,.69379652,0,0,0,0,.71620995,.19461218,.0013934046,.023821341,.42870414,.041547276,.014778325,.022843823,.046819337,.025974026,.25922465,.74077535,0,.86437529,.026474686,.10915002,0,0,0,0,,0,2153,57,0,1542,419,3,48,3,56.216347,.080347829,.18191305,.27536231,.4623768,.0014430014,.0019120459,.0037894738,.0040120361,.58703303,.34120587,.0036334733,.047072463,.42750084,.037225042,.0085273106,.019753087,.055382125,.043424319,,,,.60667652,.069603726,.32371977,.052441228,0,.0057803467,.092105262,0,0,8807,613,29,5170,3005,32,406,12,64.010139,.027980534,.081508517,.21127331,.6792376,.014492754,.0099502485,.009596929,.010149254,.62672991,.31633055,.0011862396,.03081914,.44602609,.038950391,.010468594,.017501989,.049610496,.048413344,.39699486,.59114277,.011862396,.81771451,.073942266,.10834322,.1780822,0,.25,.17391305,,0,2529,187,26,1585,800,3,76,2,58.984646,.07391239,.12509409,.25500527,.54598826,.012219959,.010830325,.013577332,.0071684588,.58064032,.36494815,.0028558546,.048773143,.42597324,.048387095,.011260643,.025454545,.070837006,.049215104,.47121599,.5080415,.020742523,.32090786,.57237339,.10671877,.057203069,.020833334,.010070645,.014092141,.02854594,0,.043478262,6653,3808,380,65,3863,2428,19,324,9,99,50.853008,.16752493,.22025944,.2585229,.35369271,.5587641,.34841275,.0056710774,.087152079,2020-06-09,Georgia,13199,110,2,.69230771,1
MILLER,56.623615,.079130791,.19516195,.26896268,.45674458,0,0,0,0,.73739332,.18890613,.0015515904,.018860189,.4045772,.058180399,.020072993,.029990628,.048731975,.043137256,,,,.44802171,.063227311,.48875096,0,0,0,0,,0,2578,163,0,1901,487,4,46,1,60.821396,.040930234,.13395348,.26604652,.55906975,0,0,0,0,.81321585,.11806168,0,.016744185,.41938326,.031847134,.019451812,.020967742,.024485799,.023183925,.18325992,.8167401,0,.8167401,.021145374,.16211453,.083333336,0,0,,,0,1135,24,2,923,134,0,18,0,58.146538,.05239787,.1767318,.28152752,.48934281,0,0,0,0,.69974554,.24427481,0,.011545293,.41645461,.037453182,.025806451,.028132992,.029380903,.025236594,.88661551,.11338449,0,.72349447,.033078879,.24342664,0,0,0,0,,0,1179,39,0,825,288,0,13,0,56.279739,.09150327,.17821351,.27755991,.45272332,0,0,.0015698588,.0019249278,.77464789,.18608621,.0008536065,.017864924,.43149808,.039506175,.010679612,.015544041,.055651423,.04137931,,,,.49295774,.065300897,.44174135,.02189781,0,.011764706,.027027028,,.06666667,2343,153,3,1815,436,2,41,1,60.826248,.036968578,.15896489,.23659889,.56746763,0,0,.00390625,.0048859934,.81768954,.14440434,.00090252707,.013863216,.4395307,.03957529,.0152207,.012519562,.045053869,.044954129,.19945848,.76985562,.03068592,.61462092,.060469314,.32490975,.07272727,0,0,.15384616,,0,1108,67,4,906,160,1,15,0,58.199089,.08084891,.14249621,.26730672,.50934815,0,0,.011342155,.0049603176,.7679112,.20938446,.0020181634,.019201618,.43844602,.046836983,.01659292,.015151516,.045783132,.041456018,.52219981,.46518669,.012613522,.29667002,.40968719,.29364279,.066195048,.016467066,.0045408676,.013011153,.036036037,0,0,1982,812,131,11,1522,415,4,38,0,100,51.107449,.16941234,.22965331,.24489796,.35603639,.69609046,.26210967,.0059011555,.035898697,2020-06-09,Georgia,13201,43,0,.34375,
MITCHELL,55.642204,.075876504,.20329671,.28322867,.43759811,.0034482758,.00064350065,.00092378753,.0020926755,.53734493,.37940446,.0042183623,.026164312,.38052109,.070319407,.013709677,.069573902,.066913351,.071237758,,,,.44652605,.084739454,.4687345,.024271844,0,.017241379,.029220778,0,0,8060,683,15,4331,3058,34,200,21,59.754467,.040064972,.14861938,.2747699,.53654575,.027027028,.0018214936,0,.0015136226,.59142268,.33923987,.0015408321,.015701137,.3885465,.043198284,.01373057,.037505649,.049275361,.049008168,.40773195,.59123713,.0010309279,.77221364,.019003596,.20878275,.16438356,0,.15384616,.14814815,,0,3894,74,12,2303,1321,6,58,6,60.412487,.041514449,.12852873,.27034208,.55961472,0,.0025839794,0,.00059347181,.49200878,.43371984,.0012535255,.01660578,.37511751,.087099969,.021670429,.06638737,.065520942,.055662189,.60816848,.38576898,.0060625398,.59448451,.08210592,.32340959,.0088495575,0,.037037037,.0064102565,,0,3191,262,2,1570,1384,4,50,3,55.375267,.084274195,.19663979,.2797043,.43938172,0,0,0,0,.55491024,.38899156,.0051478352,.031586021,.40826294,.054287478,.010727747,.04616503,.075517334,.068919517,,,,.46964097,.088701159,.44165787,.0017211704,0,0,0,0,0,7576,672,1,4204,2947,39,235,15,62.063957,.032189749,.10588734,.24269377,.61922914,0,0,0,.0034199727,.47116968,.47858319,.0016474464,.021177467,.4130972,.060026098,.017331023,.032278888,.074315518,.076463051,.56260294,.42833608,.0090609556,.60831958,.10873146,.28294894,.032432433,0,0,.035211269,,0,2428,264,6,1144,1162,4,50,1,58.881748,.071465299,.1293916,.25484148,.54430163,0,0,0,0,.5418306,.41659537,.0035928143,.0353042,.41556886,.072753213,.017538264,.057998482,.095266387,.081803001,.48708299,.49580839,.01710864,.26621044,.56526947,.16852011,.055869751,0,0,0,0,0,0,5845,3304,326,0,3167,2435,21,206,6,101,49.591816,.19185962,.22913936,.24690549,.33209553,.48856851,.42362022,.01128586,.076525412,2020-06-09,Georgia,13205,425,36,.21428573,.16129029
MONROE,55.369324,.083933629,.18761635,.29113719,.43731284,.0057859211,.0008628128,0,.00018508236,.72307336,.17765398,.00456515,.049372725,.43252861,.043329176,.015015882,.040535063,.050094772,.027230462,,,,.4483906,.048204891,.5034045,.015463918,0,.021671826,.013071896,0,0,12924,623,9,9345,2296,59,610,45,59.257759,.046343975,.13903193,.27629837,.53832573,.031746034,0,.0010649627,.0010931948,.76601708,.13851115,.0042058039,.044872738,.43908593,.02894775,.015324054,.023309426,.036928758,.021454444,.21968316,.78031683,0,.83499229,.01780457,.14720315,.13385826,0,.16666667,.19047619,,0,7133,127,17,5464,988,30,305,10,61.266319,.038702928,.1167364,.25502092,.58953977,.0054054055,0,.00082034455,.00070972322,.7510308,.15256234,.0017671314,.034309622,.44472805,.045546971,.018414322,.042161521,.051906094,.031925507,.18294141,.81626147,.00079713034,.6599254,.048497938,.29157668,.018264839,0,.017241379,.01923077,,.01754386,5093,247,4,3825,777,9,164,5,54.531052,.095482066,.1919733,.29125911,.42128551,.00081300811,0,0,.00018426386,.7371071,.18683247,.0040433323,.052631579,.45262435,.035235342,.011076186,.033844858,.053216103,.028920308,,,,.45552334,.059887093,.48458958,.0028735632,0,.0063897762,0,0,0,13108,785,2,9662,2449,53,678,40,60.511047,.046985626,.11778589,.25445184,.58077663,0,0,0,0,.77547169,.15995806,.0016771489,.040120147,.46645701,.036383443,.013355138,.032036614,.044067066,.028240252,.23962264,.73731655,.023060797,.72997904,.031656183,.23836479,0,0,0,0,,0,4770,151,0,3699,763,8,187,4,57.678036,.080156602,.14166495,.26107562,.51710284,.001285347,0,0,0,.73255813,.20981683,.0038073678,.04914486,.45420867,.045203838,.012345679,.038392857,.06145509,.034543846,.31199837,.66721547,.02078617,.31858408,.49063593,.19078,.052544817,.00026001039,.027886396,0,.0010729614,0,0,9718,4768,510,1,7119,2039,37,477,34,102,50.122864,.17123684,.22636864,.26262432,.3397702,.71526504,.19556822,.0074345851,.081732161,2020-06-09,Georgia,13207,124,12,2.6470587,2
MONTGOMERY,55.491028,.084436595,.19976464,.27302149,.44277728,0,0,0,0,.73815459,.18038237,.0063729566,.015592822,.42116931,.035058431,.0073404857,.024285715,.054799069,.048124999,,,,.59961206,.039068993,.36131892,0,0,0,0,,0,3609,141,0,2664,651,23,53,8,59.515736,.044289045,.1474359,.26981351,.53846157,.052631579,0,0,.0021645022,.7802617,.14122137,.0027262813,.011072261,.4351145,.020316027,.0065681445,.0084092505,.040194884,.032608695,.20119956,.79880041,0,.87459105,.011450382,.11395856,.42857143,0,.45454547,.5,,0,1834,21,9,1431,259,5,19,2,59.084862,.054001927,.1509161,.26759884,.52748311,0,0,0,0,.77603233,.14362657,.0022441652,.0086788815,.4223519,.031904761,.0070372978,.024269663,.044615384,.039068371,.05367614,.94632387,0,.74416518,.025583483,.23025134,0,0,0,0,,0,2228,57,0,1729,320,5,18,2,54.773849,.10143678,.19454023,.27356321,.43045977,0,.0029542097,.0031512605,.0020026702,.74776036,.19456887,.0081187012,.023850575,.43952969,.024366152,.0048484849,.013939081,.059257161,.04945055,,,,.53359461,.069988802,.39641657,.035555556,0,.045045044,.027027028,0,.027027028,3572,250,8,2671,695,29,83,2,59.178917,.060240965,.14518072,.25301206,.54156625,.0099999998,0,0,.001112347,.72648084,.2253194,.0017421603,.010240964,.43495935,.023705551,.0045126355,.01507159,.059472717,.050087363,.2682927,.72009289,.011614402,.73809522,.054006968,.2078978,.02247191,0,.055555556,0,,0,1722,93,2,1251,388,3,17,1,57.507599,.082361259,.15164369,.26193002,.50406504,0,0,0,0,.76341808,.20798023,.006355932,.020148462,.45444915,.024916943,.00540906,.010850943,.058563977,.040592782,.20021187,.78919494,.010593221,.39653954,.45056498,.15289548,.050547898,0,.029661017,0,0,0,0,2832,1276,143,0,2162,589,18,57,3,103,50.074581,.17816609,.22896776,.25274727,.34011889,.69717169,.21869934,.018555215,.065573767,2020-06-09,Georgia,13209,14,0,2.5,
MORGAN,55.715317,.082200646,.18856527,.28683928,.44239482,.001312336,0,0,0,.75666976,.17066334,.0061247796,.026645092,.43184885,.040062599,.012421173,.025,.038466234,.018570427,,,,.3719506,.043392505,.58465689,.0023980816,0,0,.013888889,0,0,9633,418,1,7289,1644,59,247,31,59.796047,.044431396,.13897045,.26972011,.54687804,0,.0014084507,0,0,.79286516,.13317145,.0052297348,.02270503,.43070602,.0238737,.012753189,.023580365,.030838815,.018931426,.22151662,.77848339,0,.74392974,.016062757,.24000748,.011627907,0,.021739131,0,,0,5354,86,1,4245,713,28,116,7,62.708027,.032350533,.098689601,.25266176,.61629814,0,0,0,0,.82904983,.09968847,.0023364485,.02006552,.43263239,.039920948,.023010546,.025560362,.042229731,.026209677,.17203456,.82443047,.0035349568,.54127723,.033099689,.42562306,0,0,0,0,,0,2568,85,0,2129,256,6,49,2,55.122009,.090613186,.18952121,.28863922,.43122637,0,0,0,.00097394694,.7716772,.17994405,.005490521,.026984461,.44742566,.029576806,.010499708,.022494888,.041657943,.02027712,,,,.3876515,.049518283,.56283021,.0084210522,0,0,.022099448,0,0,9653,478,4,7449,1737,53,257,28,62.816376,.036656391,.095238097,.2346694,.63343608,0,0,0,0,.79738343,.15431063,.0026836633,.022610484,.45353907,.029989658,.013491414,.019003931,.038356163,.019166106,.28212011,.70949346,.0083864471,.72056359,.021133848,.25830257,0,0,0,0,,0,2981,63,0,2377,460,8,66,8,57.691063,.088285439,.14040428,.25645396,.51485628,.0013793104,.0026019081,.00094966759,.0014191107,.78873068,.17463794,.0046245586,.028860204,.44493124,.033998314,.010416667,.022578295,.050137363,.0188221,.28100279,.69952536,.019471826,.25045636,.48935133,.26019228,.054310765,.0038246543,.00097359135,.0026465028,.0078125,0,0,8217,4021,446,13,6481,1435,38,237,21,104,50.615364,.1711081,.21971448,.25730795,.35186946,.74915022,.18898708,.0089734877,.052889191,2020-06-09,Georgia,13211,40,0,.25,
MURRAY,53.557686,.090282902,.2193522,.30709308,.38327184,0,0,.0002670227,0,.86596483,.002671276,.033233814,.057400573,.44704589,.029152434,.011056106,.032195296,.022501037,.010199918,,,,.50487113,.038104966,.45702389,.0026455026,0,.0037878789,0,0,0,12728,485,1,11022,34,423,700,16,56.868927,.052198254,.177507,.30429772,.46599704,.0063091484,.00092764379,0,.0024734982,.89675283,.0011034048,.013398487,.046764366,.47872004,.021090789,.010757792,.01487524,.020799125,.0085255764,.1407067,.85881793,.00047536049,.85009456,.013240857,.13666457,.17857143,0,.16981132,,,.032258064,6344,84,15,5689,7,85,284,8,57.807289,.045517962,.17021276,.29926753,.48500174,0,.0020491802,0,.00035958289,.90829039,.00049842166,.0074763251,.037146844,.47100848,.032143492,.010791367,.030851778,.021513944,.0105,.039966695,.95953375,.00049958366,.71058315,.037880048,.25153679,.031413611,0,.024390243,,0,0,6019,228,6,5467,3,45,213,6,53.272709,.1030825,.20480508,.30924749,.38286492,0,0,0,0,.89506668,.002865073,.035007611,.054215774,.47748232,.020552211,.0065946146,.013715208,.023389708,.010900282,,,,.51284808,.027218193,.45993376,0,0,0,0,0,0,11169,304,0,9997,32,391,598,12,59.408836,.047770701,.13933121,.2718949,.54100317,0,0,0,0,.93674344,.0015618899,.0066380319,.036226116,.51542366,.020740138,.010070493,.017137097,.021345148,.010584084,.12495119,.8641156,.010933229,.79304957,.013276064,.19367434,0,0,0,,,0,2561,34,0,2399,4,17,91,1,55.29731,.09493278,.1688728,.29027921,.44591519,.0021786492,.005511329,.0039187744,.0057977736,.91963643,.0020659023,.023138106,.052533608,.47990909,.027756557,.010569106,.017987868,.028258655,.015192832,.11497934,.86880165,.016219009,.37320524,.40729263,.21950212,.086866595,.014605345,.0046482803,.013753774,0,.055555556,.018072288,9681,3943,840,47,8903,20,224,508,15,105,48.27224,.19690526,.23884717,.26916116,.29508641,.84725362,.0051126597,.051714778,.095918924,2020-06-09,Georgia,13213,114,1,1.4782608,0
MUSCOGEE,53.863644,.092443943,.2305619,.27469566,.40229851,.0040051267,.0019270298,.0010782834,.0016566043,.44558823,.42427886,.020263009,.055048726,.37867647,.053181086,.020249791,.056503691,.062568359,.024619246,,,,.44572964,.06305147,.49121889,.034198701,0,.023574561,.048115477,.09375,.013513514,70720,4459,137,31512,30005,1433,3717,855,58.984226,.046761528,.1621373,.26206827,.52903289,.018973999,.0032428051,.0017554859,.0073917634,.51406097,.37363839,.014419925,.042588152,.38918194,.045462098,.019693103,.049380939,.049232341,.025548737,.51173753,.48826247,0,.79656047,.027310465,.17612909,.26261467,0,.22273782,.34358975,.66666669,.046413504,32039,875,229,16470,11971,462,1296,232,62.908783,.029528711,.10981172,.22307332,.63758624,.0059405942,.00053248135,.0010484928,.0040352163,.42619795,.47549102,.006381691,.02993802,.38251635,.076263435,.036877293,.054509692,.069533341,.036133122,.66540843,.32771832,.0068732393,.64609122,.068878256,.28503054,.058490567,0,.055666003,.079861112,0,0,18177,1252,62,7747,8643,116,512,84,53.878616,.10343475,.21229857,.27252042,.41174623,.009708738,.0031781227,.0022455091,.004001372,.436672,.45685193,.018562449,.058793992,.39877689,.046813458,.017428957,.048201751,.066905156,.024907079,,,,.48219237,.086635038,.43117258,.053487901,0,.062975779,.045972783,.093023255,.039076377,64916,5624,263,28347,29657,1205,3747,775,60.236977,.040939569,.13793679,.25117654,.56994712,.002034588,.00060386473,.00033161996,.0023383265,.47898272,.44590029,.0099694813,.037815999,.41094607,.046812363,.020873757,.046078585,.047328178,.023308581,.56523687,.3905665,.044196647,.67141402,.033855543,.29473042,.06334842,0,.053221289,.081447966,0,.012048192,24575,832,42,11771,10958,245,908,129,56.929409,.094164558,.16057187,.24246256,.502801,.0064036357,.0049666869,.0042519053,.0036751905,.40987334,.50763524,.015697856,.055786811,.39262122,.065318294,.025740879,.058923129,.088756293,.034019884,.69013071,.27952617,.03034311,.26478472,.50514841,.23006684,.073662713,.010699869,.0051484304,.0090995664,.011689803,.022012578,.010826772,51472,26001,3787,220,21097,26129,808,2868,508,106,47.087849,.21516915,.2742525,.23072061,.27985772,.40067476,.45889753,.029259896,.1111678,2020-06-09,Georgia,13215,868,22,1.3846154,.83333337
NEWTON,52.710976,.095369235,.22431788,.33269307,.34761983,.0029119146,.00051583617,.00013912076,.00019972039,.49930733,.40159538,.012468159,.049593855,.39659026,.044476975,.013357791,.03249922,.055123772,.015825668,,,,.45412701,.050006703,.4958663,.011656144,0,.0071138213,.017518248,.052631579,.0055248621,44754,2238,24,22346,17973,558,2143,191,57.179718,.046956278,.17001733,.32906884,.45395753,.020958085,.0024807057,.00056963827,.0023743161,.57404828,.34037486,.0076857386,.035943579,.40177086,.035049804,.013406762,.027089689,.041240264,.016167726,.42213133,.57786864,0,.75144953,.017034473,.23151602,.18997361,0,.15000001,.25,1,.024691358,22249,379,72,12772,7573,171,767,56,61.058521,.034819089,.11609858,.28914526,.55993706,.0030120481,.00090334238,.0014508524,.0016857089,.57611197,.34682658,.0035982009,.026009439,.41289356,.06029579,.02446446,.031895503,.054521423,.024055537,.4431487,.55453908,.0023122549,.63908046,.041779112,.31914043,.064788729,0,.050359711,.053846154,,.011627907,10005,418,23,5764,3470,36,248,17,52.125713,.11121149,.21735001,.32807505,.34336343,.0031243491,.00095918152,.00056485209,.00080955273,.47126409,.44245967,.012357805,.056451239,.40924665,.036290321,.010620006,.025528651,.06295608,.0171191,,,,.48458129,.0743981,.44102061,.016254656,0,.016666668,.015168539,0,.012232416,43778,3257,48,20631,19370,541,2437,191,58.960129,.047281515,.12847362,.31180024,.51244462,.0034071549,.00062695926,.00025833119,.0022005658,.52520376,.41172746,.006488882,.037535239,.41639629,.033059906,.01145714,.023297202,.036846407,.016461233,.5047875,.47384664,.021365831,.73443061,.02073277,.24483658,.090909094,0,.043478262,.12844037,,0,12637,262,21,6637,5203,82,466,27,54.557926,.11031196,.16385536,.30405,.42178267,.0056921085,.0034837136,.0030038487,.0035864122,.44874683,.47868609,.0087536713,.059365813,.40343875,.05042135,.016361512,.034603503,.079175115,.022859808,.58718032,.3874141,.025405606,.30595079,.50970888,.18434034,.079401776,.0083262306,.0043340651,.0055353045,.010298661,.009615385,.015891032,35071,17876,2782,127,15738,16788,307,2080,124,107,46.92321,.21204418,.25145262,.27971599,.25678721,.42143357,.43980414,.019885795,.11887648,2020-06-09,Georgia,13217,396,11,.57142854,.375
OCONEE,52.943233,.10286569,.21280837,.31991029,.36441565,.017926356,.0023419203,.00031157502,.0012308534,.84630662,.033422135,.011770405,.06837777,.45032695,.041125331,.01297784,.025203854,.040122755,.015995663,,,,.37781546,.046645679,.57553887,.072916664,0,.061797753,.10526316,0,.043478262,20645,963,70,17472,690,243,1372,288,56.445236,.068820849,.16504508,.3145586,.45157546,.02075227,.0016224986,.0011350738,.0023720104,.86847115,.028104462,.008301626,.059537623,.45183328,.029957844,.012949766,.023822512,.033138588,.013275109,.20434105,.79565895,0,.7572639,.017122103,.22561398,.21827412,0,.22900763,.125,0,.037037037,11564,198,43,10043,325,96,667,72,59.548191,.048787788,.11972463,.30275366,.52873391,.0061349692,.0037499999,.0024715769,.0059439568,.90498197,.011696751,.0043321298,.042801555,.46628159,.042307694,.019582955,.024347572,.034369115,.017415863,.053979341,.9448567,.001163975,.64158845,.032346569,.32606497,.1981132,0,.1970803,.125,,.044776119,6925,224,42,6267,81,30,286,18,52.1544,.11346832,.22369884,.30933166,.35350117,.0063884156,.00043205876,.00015622559,.00013670541,.85307896,.034471218,.013530312,.072488278,.46686748,.033822801,.010468821,.01978022,.042980634,.015755208,,,,.38745457,.050009564,.56253588,.0196281,0,.024285715,0,0,.008130081,20916,1046,19,17843,721,283,1500,346,58.265202,.060813427,.13712072,.29515818,.5069077,.0021231424,.00094161957,.00043744533,.0015282731,.88083428,.030395523,.0087752771,.058360234,.48073253,.031445704,.011509817,.020896925,.035845108,.015467212,.25314847,.73781961,.00903193,.63360041,.019966934,.34643266,.068702288,0,.084905662,0,,0,7863,157,9,6926,239,69,452,59,54.338219,.11241592,.18287538,.27419907,.43050963,.0050709941,.0028054863,.001039501,.00092690677,.87279975,.036285959,.012418115,.064530842,.45924237,.039856542,.015089844,.025368374,.051170632,.019402796,.30583879,.66710341,.027057819,.25411564,.54542863,.20045571,.061053474,.003838534,.0022215892,.0036241985,.0074074073,0,.0043572984,17555,9575,1071,31,15322,637,218,1132,233,108,48.59016,.17762963,.25463861,.27453941,.29319233,.82588422,.040261403,.019112673,.11474171,2020-06-09,Georgia,13219,127,9,.92424238,
OGLETHORPE,55.344715,.078646474,.19561186,.29187268,.43386897,0,0,0,0,.77917099,.12140433,.007228205,.047744129,.43546245,.054610033,.039488018,.062158469,.060616679,.073536769,,,,.35123175,.056940552,.59182769,0,0,0,0,0,0,6779,386,0,5282,823,49,309,9,58.860146,.04512332,.1513453,.28026906,.52326232,.0062111802,.0018518518,.003,.0037493305,.80802977,.098378092,.005051848,.037275784,.43632013,.05224289,.04092003,.060954064,.059604604,.069349848,.24860409,.75139588,0,.73730391,.044934858,.21776123,.094674557,0,.086614177,.11111111,,0,3761,169,16,3039,370,19,133,7,59.862419,.049964812,.13194934,.27726954,.54081631,0,0,0,0,.85961413,.057218894,.00166334,.027445462,.43679309,.074515142,.058641974,.060942762,.072218128,.090973705,.12021312,.87978691,0,.54890221,.067531601,.3835662,0,0,0,0,,0,3006,203,0,2584,172,5,78,3,54.728996,.097386435,.18995021,.28220287,.43046048,.0047923322,.00081900082,.00055126793,.0021684135,.79810631,.12202199,.0076359194,.05320473,.4551008,.048456632,.036617264,.053353094,.060428549,.072235875,,,,.40729994,.067806967,.52489311,.025882352,0,.019169329,.071428575,.25,0,6548,444,11,5226,799,50,342,11,61.513287,.048720472,.10531496,.23375984,.61220473,0,0,0,.0040192925,.84063554,.1006259,.0019258546,.034940943,.47713047,.086138614,.06731946,.082861193,.089793913,.071289063,.2701011,.72363985,.0062590274,.63264322,.084256142,.28310063,.03267974,0,.038167939,0,,0,2077,175,5,1746,209,4,71,2,56.38554,.099238962,.15540335,.26042619,.4849315,.0015337423,0,.001168907,.0003138732,.82353836,.11753986,.0053151101,.049923897,.45952922,.075013593,.058445189,.08219178,.096489683,.10621326,.255429,.73287773,.011693242,.21655276,.54214126,.24130599,.076103501,.0012742912,.0022779044,.00075272867,.002967359,0,.0074074073,6585,3570,500,4,5423,774,35,328,10,109,49.922585,.17875575,.22126302,.26301962,.33696163,.75396454,.14497514,.015858121,.085202217,2020-06-09,Georgia,13221,70,7,.25,.75
