county,party,race,first_time_status,age_group,vote_mode,vote_count
OSC,REP,4,returning,45-59,Y,115
PAL,REP,4,returning,45-59,Y,379
PAS,REP,4,returning,45-59,Y,124
PIN,REP,4,returning,45-59,Y,83
POL,REP,4,returning,45-59,Y,139
PUT,REP,4,returning,45-59,Y,7
SAN,REP,4,returning,45-59,Y,41
SAR,REP,4,returning,45-59,Y,61
SEM,REP,4,returning,45-59,Y,178
STJ,REP,4,returning,45-59,Y,56
STL,REP,4,returning,45-59,Y,76
SUM,REP,4,returning,45-59,Y,7
UNI,REP,4,returning,45-59,Y,3
VOL,REP,4,returning,45-59,Y,59
WAK,REP,4,returning,45-59,Y,4
WAL,REP,4,returning,45-59,Y,9
WAS,REP,4,returning,45-59,Y,1
LEE,CPF,5,returning,45-59,Y,1
PAL,CPF,5,returning,45-59,Y,1
ALA,DEM,5,returning,45-59,Y,1579
BAK,DEM,5,returning,45-59,Y,53
BAY,DEM,5,returning,45-59,Y,298
BRA,DEM,5,returning,45-59,Y,76
BRE,DEM,5,returning,45-59,Y,2784
BRO,DEM,5,returning,45-59,Y,6295
CAL,DEM,5,returning,45-59,Y,42
CHA,DEM,5,returning,45-59,Y,438
CIT,DEM,5,returning,45-59,Y,441
CLA,DEM,5,returning,45-59,Y,520
CLL,DEM,5,returning,45-59,Y,808
CLM,DEM,5,returning,45-59,Y,126
DAD,DEM,5,returning,45-59,Y,3300
DES,DEM,5,returning,45-59,Y,73
DIX,DEM,5,returning,45-59,Y,39
DUV,DEM,5,returning,45-59,Y,2954
ESC,DEM,5,returning,45-59,Y,974
FLA,DEM,5,returning,45-59,Y,339
GAD,DEM,5,returning,45-59,Y,128
GIL,DEM,5,returning,45-59,Y,57
GLA,DEM,5,returning,45-59,Y,30
GUL,DEM,5,returning,45-59,Y,28
HAM,DEM,5,returning,45-59,Y,30
HAR,DEM,5,returning,45-59,Y,51
HEN,DEM,5,returning,45-59,Y,40
HER,DEM,5,returning,45-59,Y,598
HIG,DEM,5,returning,45-59,Y,176
HIL,DEM,5,returning,45-59,Y,3904
HOL,DEM,5,returning,45-59,Y,52
IND,DEM,5,returning,45-59,Y,503
JAC,DEM,5,returning,45-59,Y,150
JEF,DEM,5,returning,45-59,Y,96
LAF,DEM,5,returning,45-59,Y,35
LAK,DEM,5,returning,45-59,Y,1218
LEE,DEM,5,returning,45-59,Y,1385
LEO,DEM,5,returning,45-59,Y,1776
LEV,DEM,5,returning,45-59,Y,187
LIB,DEM,5,returning,45-59,Y,43
MAD,DEM,5,returning,45-59,Y,78
MAN,DEM,5,returning,45-59,Y,1396
MON,DEM,5,returning,45-59,Y,706
MRN,DEM,5,returning,45-59,Y,1092
MRT,DEM,5,returning,45-59,Y,831
NAS,DEM,5,returning,45-59,Y,252
OKA,DEM,5,returning,45-59,Y,431
OKE,DEM,5,returning,45-59,Y,84
ORA,DEM,5,returning,45-59,Y,4408
OSC,DEM,5,returning,45-59,Y,512
PAL,DEM,5,returning,45-59,Y,7024
PAS,DEM,5,returning,45-59,Y,2030
PIN,DEM,5,returning,45-59,Y,5285
POL,DEM,5,returning,45-59,Y,1908
PUT,DEM,5,returning,45-59,Y,202
SAN,DEM,5,returning,45-59,Y,582
SAR,DEM,5,returning,45-59,Y,1976
SEM,DEM,5,returning,45-59,Y,2186
STJ,DEM,5,returning,45-59,Y,1374
STL,DEM,5,returning,45-59,Y,847
SUM,DEM,5,returning,45-59,Y,160
SUW,DEM,5,returning,45-59,Y,156
TAY,DEM,5,returning,45-59,Y,75
UNI,DEM,5,returning,45-59,Y,32
VOL,DEM,5,returning,45-59,Y,2109
WAK,DEM,5,returning,45-59,Y,159
WAL,DEM,5,returning,45-59,Y,212
WAS,DEM,5,returning,45-59,Y,67
ALA,GRE,5,returning,45-59,Y,1
BRE,GRE,5,returning,45-59,Y,1
DUV,GRE,5,returning,45-59,Y,1
HIG,GRE,5,returning,45-59,Y,1
MON,GRE,5,returning,45-59,Y,1
MRN,GRE,5,returning,45-59,Y,1
MRT,GRE,5,returning,45-59,Y,2
PAL,GRE,5,returning,45-59,Y,3
PAS,GRE,5,returning,45-59,Y,2
PIN,GRE,5,returning,45-59,Y,7
STJ,GRE,5,returning,45-59,Y,2
BRA,IND,5,returning,45-59,Y,1
BRO,IND,5,returning,45-59,Y,8
CIT,IND,5,returning,45-59,Y,2
CLA,IND,5,returning,45-59,Y,1
CLL,IND,5,returning,45-59,Y,1
DAD,IND,5,returning,45-59,Y,2
FLA,IND,5,returning,45-59,Y,2
HIG,IND,5,returning,45-59,Y,1
HIL,IND,5,returning,45-59,Y,1
LAK,IND,5,returning,45-59,Y,2
LEE,IND,5,returning,45-59,Y,4
LEV,IND,5,returning,45-59,Y,1
MAN,IND,5,returning,45-59,Y,1
MON,IND,5,returning,45-59,Y,6
MRN,IND,5,returning,45-59,Y,4
MRT,IND,5,returning,45-59,Y,1
OKA,IND,5,returning,45-59,Y,1
ORA,IND,5,returning,45-59,Y,5
PAL,IND,5,returning,45-59,Y,24
PAS,IND,5,returning,45-59,Y,2
PIN,IND,5,returning,45-59,Y,13
POL,IND,5,returning,45-59,Y,1
SAR,IND,5,returning,45-59,Y,2
SEM,IND,5,returning,45-59,Y,2
STJ,IND,5,returning,45-59,Y,2
SUW,IND,5,returning,45-59,Y,1
VOL,IND,5,returning,45-59,Y,1
WAK,IND,5,returning,45-59,Y,3
ALA,LPF,5,returning,45-59,Y,3
BRO,LPF,5,returning,45-59,Y,3
CLL,LPF,5,returning,45-59,Y,2
DAD,LPF,5,returning,45-59,Y,1
FLA,LPF,5,returning,45-59,Y,3
HIL,LPF,5,returning,45-59,Y,1
LEV,LPF,5,returning,45-59,Y,2
MON,LPF,5,returning,45-59,Y,2
ORA,LPF,5,returning,45-59,Y,4
PAL,LPF,5,returning,45-59,Y,12
PIN,LPF,5,returning,45-59,Y,9
PUT,LPF,5,returning,45-59,Y,1
SAN,LPF,5,returning,45-59,Y,1
SEM,LPF,5,returning,45-59,Y,1
ALA,NPA,5,returning,45-59,Y,62
BAY,NPA,5,returning,45-59,Y,1
BRE,NPA,5,returning,45-59,Y,8
BRO,NPA,5,returning,45-59,Y,196
CIT,NPA,5,returning,45-59,Y,2
CLA,NPA,5,returning,45-59,Y,2
CLL,NPA,5,returning,45-59,Y,52
CLM,NPA,5,returning,45-59,Y,6
DAD,NPA,5,returning,45-59,Y,28
DUV,NPA,5,returning,45-59,Y,12
ESC,NPA,5,returning,45-59,Y,4
FLA,NPA,5,returning,45-59,Y,27
HER,NPA,5,returning,45-59,Y,1
HIL,NPA,5,returning,45-59,Y,7
IND,NPA,5,returning,45-59,Y,3
LAK,NPA,5,returning,45-59,Y,18
LEE,NPA,5,returning,45-59,Y,50
LEO,NPA,5,returning,45-59,Y,6
LEV,NPA,5,returning,45-59,Y,10
MAD,NPA,5,returning,45-59,Y,9
MAN,NPA,5,returning,45-59,Y,6
MON,NPA,5,returning,45-59,Y,77
MRN,NPA,5,returning,45-59,Y,18
MRT,NPA,5,returning,45-59,Y,2
OKA,NPA,5,returning,45-59,Y,28
ORA,NPA,5,returning,45-59,Y,170
PAL,NPA,5,returning,45-59,Y,628
PAS,NPA,5,returning,45-59,Y,8
PIN,NPA,5,returning,45-59,Y,404
POL,NPA,5,returning,45-59,Y,11
SAN,NPA,5,returning,45-59,Y,3
SAR,NPA,5,returning,45-59,Y,6
SEM,NPA,5,returning,45-59,Y,19
STJ,NPA,5,returning,45-59,Y,20
STL,NPA,5,returning,45-59,Y,1
SUM,NPA,5,returning,45-59,Y,1
VOL,NPA,5,returning,45-59,Y,2
WAK,NPA,5,returning,45-59,Y,16
WAL,NPA,5,returning,45-59,Y,1
WAS,NPA,5,returning,45-59,Y,2
VOL,PSL,5,returning,45-59,Y,1
LEO,REF,5,returning,45-59,Y,1
MON,REF,5,returning,45-59,Y,1
PAL,REF,5,returning,45-59,Y,1
STJ,REF,5,returning,45-59,Y,1
ALA,REP,5,returning,45-59,Y,898
BAK,REP,5,returning,45-59,Y,354
BAY,REP,5,returning,45-59,Y,1378
BRA,REP,5,returning,45-59,Y,342
BRE,REP,5,returning,45-59,Y,3926
BRO,REP,5,returning,45-59,Y,2355
CAL,REP,5,returning,45-59,Y,97
CHA,REP,5,returning,45-59,Y,588
CIT,REP,5,returning,45-59,Y,1096
CLA,REP,5,returning,45-59,Y,1977
CLL,REP,5,returning,45-59,Y,1266
CLM,REP,5,returning,45-59,Y,382
DAD,REP,5,returning,45-59,Y,773
DES,REP,5,returning,45-59,Y,122
DIX,REP,5,returning,45-59,Y,140
DUV,REP,5,returning,45-59,Y,5723
ESC,REP,5,returning,45-59,Y,2420
FLA,REP,5,returning,45-59,Y,572
GAD,REP,5,returning,45-59,Y,141
GIL,REP,5,returning,45-59,Y,247
GLA,REP,5,returning,45-59,Y,85
GUL,REP,5,returning,45-59,Y,111
HAM,REP,5,returning,45-59,Y,111
HAR,REP,5,returning,45-59,Y,190
HEN,REP,5,returning,45-59,Y,140
HER,REP,5,returning,45-59,Y,996
HIG,REP,5,returning,45-59,Y,484
HIL,REP,5,returning,45-59,Y,3634
HOL,REP,5,returning,45-59,Y,337
IND,REP,5,returning,45-59,Y,740
JAC,REP,5,returning,45-59,Y,409
JEF,REP,5,returning,45-59,Y,113
LAF,REP,5,returning,45-59,Y,127
LAK,REP,5,returning,45-59,Y,2410
LEE,REP,5,returning,45-59,Y,1917
LEO,REP,5,returning,45-59,Y,1272
LEV,REP,5,returning,45-59,Y,593
LIB,REP,5,returning,45-59,Y,53
MAD,REP,5,returning,45-59,Y,156
MAN,REP,5,returning,45-59,Y,1736
MON,REP,5,returning,45-59,Y,411
MRN,REP,5,returning,45-59,Y,2005
MRT,REP,5,returning,45-59,Y,850
NAS,REP,5,returning,45-59,Y,1059
OKA,REP,5,returning,45-59,Y,2062
OKE,REP,5,returning,45-59,Y,281
ORA,REP,5,returning,45-59,Y,3844
OSC,REP,5,returning,45-59,Y,734
PAL,REP,5,returning,45-59,Y,4244
PAS,REP,5,returning,45-59,Y,2708
PIN,REP,5,returning,45-59,Y,3258
POL,REP,5,returning,45-59,Y,3650
PUT,REP,5,returning,45-59,Y,719
SAN,REP,5,returning,45-59,Y,2291
SAR,REP,5,returning,45-59,Y,1970
SEM,REP,5,returning,45-59,Y,2358
STJ,REP,5,returning,45-59,Y,2205
STL,REP,5,returning,45-59,Y,1052
SUM,REP,5,returning,45-59,Y,465
SUW,REP,5,returning,45-59,Y,464
TAY,REP,5,returning,45-59,Y,277
UNI,REP,5,returning,45-59,Y,139
VOL,REP,5,returning,45-59,Y,1766
WAK,REP,5,returning,45-59,Y,379
WAL,REP,5,returning,45-59,Y,636
WAS,REP,5,returning,45-59,Y,378
ALA,DEM,6,returning,45-59,Y,59
BAY,DEM,6,returning,45-59,Y,6
BRA,DEM,6,returning,45-59,Y,1
BRE,DEM,6,returning,45-59,Y,55
BRO,DEM,6,returning,45-59,Y,528
CHA,DEM,6,returning,45-59,Y,7
CIT,DEM,6,returning,45-59,Y,9
CLA,DEM,6,returning,45-59,Y,20
CLL,DEM,6,returning,45-59,Y,19
CLM,DEM,6,returning,45-59,Y,2
DAD,DEM,6,returning,45-59,Y,157
DES,DEM,6,returning,45-59,Y,1
DUV,DEM,6,returning,45-59,Y,135
ESC,DEM,6,returning,45-59,Y,38
FLA,DEM,6,returning,45-59,Y,10
GAD,DEM,6,returning,45-59,Y,8
GLA,DEM,6,returning,45-59,Y,1
HAR,DEM,6,returning,45-59,Y,3
HEN,DEM,6,returning,45-59,Y,2
HER,DEM,6,returning,45-59,Y,13
HIG,DEM,6,returning,45-59,Y,7
HIL,DEM,6,returning,45-59,Y,102
IND,DEM,6,returning,45-59,Y,15
JAC,DEM,6,returning,45-59,Y,6
LAF,DEM,6,returning,45-59,Y,1
LAK,DEM,6,returning,45-59,Y,37
LEE,DEM,6,returning,45-59,Y,18
LEO,DEM,6,returning,45-59,Y,71
LEV,DEM,6,returning,45-59,Y,4
MAD,DEM,6,returning,45-59,Y,4
MAN,DEM,6,returning,45-59,Y,25
MON,DEM,6,returning,45-59,Y,8
MRN,DEM,6,returning,45-59,Y,22
MRT,DEM,6,returning,45-59,Y,15
NAS,DEM,6,returning,45-59,Y,7
OKA,DEM,6,returning,45-59,Y,6
OKE,DEM,6,returning,45-59,Y,2
ORA,DEM,6,returning,45-59,Y,168
OSC,DEM,6,returning,45-59,Y,51
PAL,DEM,6,returning,45-59,Y,164
PAS,DEM,6,returning,45-59,Y,53
PIN,DEM,6,returning,45-59,Y,124
POL,DEM,6,returning,45-59,Y,26
PUT,DEM,6,returning,45-59,Y,2
SAN,DEM,6,returning,45-59,Y,13
SAR,DEM,6,returning,45-59,Y,19
SEM,DEM,6,returning,45-59,Y,81
STJ,DEM,6,returning,45-59,Y,32
STL,DEM,6,returning,45-59,Y,42
SUM,DEM,6,returning,45-59,Y,2
SUW,DEM,6,returning,45-59,Y,1
VOL,DEM,6,returning,45-59,Y,43
WAK,DEM,6,returning,45-59,Y,2
WAL,DEM,6,returning,45-59,Y,3
WAS,DEM,6,returning,45-59,Y,2
DUV,GRE,6,returning,45-59,Y,1
BRO,LPF,6,returning,45-59,Y,1
PIN,LPF,6,returning,45-59,Y,1
ALA,NPA,6,returning,45-59,Y,2
BRO,NPA,6,returning,45-59,Y,18
DAD,NPA,6,returning,45-59,Y,2
DUV,NPA,6,returning,45-59,Y,1
HIL,NPA,6,returning,45-59,Y,1
LAK,NPA,6,returning,45-59,Y,1
LEO,NPA,6,returning,45-59,Y,1
MON,NPA,6,returning,45-59,Y,1
ORA,NPA,6,returning,45-59,Y,4
PAL,NPA,6,returning,45-59,Y,11
PIN,NPA,6,returning,45-59,Y,6
SEM,NPA,6,returning,45-59,Y,2
STJ,NPA,6,returning,45-59,Y,1
WAK,NPA,6,returning,45-59,Y,1
ALA,REP,6,returning,45-59,Y,18
BAK,REP,6,returning,45-59,Y,3
BAY,REP,6,returning,45-59,Y,20
BRA,REP,6,returning,45-59,Y,2
BRE,REP,6,returning,45-59,Y,38
BRO,REP,6,returning,45-59,Y,67
CAL,REP,6,returning,45-59,Y,1
CHA,REP,6,returning,45-59,Y,5
CIT,REP,6,returning,45-59,Y,5
CLA,REP,6,returning,45-59,Y,20
CLL,REP,6,returning,45-59,Y,12
CLM,REP,6,returning,45-59,Y,2
DAD,REP,6,returning,45-59,Y,21
DIX,REP,6,returning,45-59,Y,1
DUV,REP,6,returning,45-59,Y,60
ESC,REP,6,returning,45-59,Y,19
FLA,REP,6,returning,45-59,Y,6
GAD,REP,6,returning,45-59,Y,6
GIL,REP,6,returning,45-59,Y,1
GLA,REP,6,returning,45-59,Y,1
HAM,REP,6,returning,45-59,Y,1
HAR,REP,6,returning,45-59,Y,1
HER,REP,6,returning,45-59,Y,6
HIG,REP,6,returning,45-59,Y,3
HIL,REP,6,returning,45-59,Y,19
IND,REP,6,returning,45-59,Y,3
JAC,REP,6,returning,45-59,Y,3
LAK,REP,6,returning,45-59,Y,25
LEE,REP,6,returning,45-59,Y,9
LEO,REP,6,returning,45-59,Y,19
LEV,REP,6,returning,45-59,Y,2
MAN,REP,6,returning,45-59,Y,12
MON,REP,6,returning,45-59,Y,2
MRN,REP,6,returning,45-59,Y,18
MRT,REP,6,returning,45-59,Y,8
NAS,REP,6,returning,45-59,Y,10
OKA,REP,6,returning,45-59,Y,20
OKE,REP,6,returning,45-59,Y,1
ORA,REP,6,returning,45-59,Y,35
OSC,REP,6,returning,45-59,Y,12
PAL,REP,6,returning,45-59,Y,36
PAS,REP,6,returning,45-59,Y,37
PIN,REP,6,returning,45-59,Y,33
POL,REP,6,returning,45-59,Y,11
SAN,REP,6,returning,45-59,Y,26
SAR,REP,6,returning,45-59,Y,12
SEM,REP,6,returning,45-59,Y,47
STJ,REP,6,returning,45-59,Y,24
STL,REP,6,returning,45-59,Y,14
SUM,REP,6,returning,45-59,Y,5
SUW,REP,6,returning,45-59,Y,1
TAY,REP,6,returning,45-59,Y,1
UNI,REP,6,returning,45-59,Y,2
VOL,REP,6,returning,45-59,Y,23
WAL,REP,6,returning,45-59,Y,3
WAS,REP,6,returning,45-59,Y,4
ALA,DEM,7,returning,45-59,Y,13
BAY,DEM,7,returning,45-59,Y,1
BRA,DEM,7,returning,45-59,Y,1
BRE,DEM,7,returning,45-59,Y,17
BRO,DEM,7,returning,45-59,Y,108
CIT,DEM,7,returning,45-59,Y,1
CLA,DEM,7,returning,45-59,Y,7
CLL,DEM,7,returning,45-59,Y,2
DAD,DEM,7,returning,45-59,Y,66
DIX,DEM,7,returning,45-59,Y,1
DUV,DEM,7,returning,45-59,Y,35
ESC,DEM,7,returning,45-59,Y,8
FLA,DEM,7,returning,45-59,Y,4
GAD,DEM,7,returning,45-59,Y,1
GUL,DEM,7,returning,45-59,Y,1
HAR,DEM,7,returning,45-59,Y,1
HEN,DEM,7,returning,45-59,Y,1
HER,DEM,7,returning,45-59,Y,3
HIG,DEM,7,returning,45-59,Y,1
HIL,DEM,7,returning,45-59,Y,42
LAK,DEM,7,returning,45-59,Y,14
LEE,DEM,7,returning,45-59,Y,10
LEO,DEM,7,returning,45-59,Y,13
MAD,DEM,7,returning,45-59,Y,1
MAN,DEM,7,returning,45-59,Y,12
MON,DEM,7,returning,45-59,Y,5
MRN,DEM,7,returning,45-59,Y,4
MRT,DEM,7,returning,45-59,Y,1
NAS,DEM,7,returning,45-59,Y,2
OKA,DEM,7,returning,45-59,Y,5
ORA,DEM,7,returning,45-59,Y,47
OSC,DEM,7,returning,45-59,Y,17
PAL,DEM,7,returning,45-59,Y,46
PAS,DEM,7,returning,45-59,Y,8
PIN,DEM,7,returning,45-59,Y,33
POL,DEM,7,returning,45-59,Y,12
PUT,DEM,7,returning,45-59,Y,1
SAN,DEM,7,returning,45-59,Y,1
SAR,DEM,7,returning,45-59,Y,9
SEM,DEM,7,returning,45-59,Y,19
STJ,DEM,7,returning,45-59,Y,10
STL,DEM,7,returning,45-59,Y,8
SUW,DEM,7,returning,45-59,Y,1
VOL,DEM,7,returning,45-59,Y,20
WAL,DEM,7,returning,45-59,Y,2
DAD,GRE,7,returning,45-59,Y,1
ALA,NPA,7,returning,45-59,Y,2
BRO,NPA,7,returning,45-59,Y,6
MON,NPA,7,returning,45-59,Y,1
ORA,NPA,7,returning,45-59,Y,1
PAL,NPA,7,returning,45-59,Y,5
PIN,NPA,7,returning,45-59,Y,2
SEM,NPA,7,returning,45-59,Y,1
ALA,REP,7,returning,45-59,Y,3
BAY,REP,7,returning,45-59,Y,6
BRE,REP,7,returning,45-59,Y,12
BRO,REP,7,returning,45-59,Y,6
CAL,REP,7,returning,45-59,Y,1
CHA,REP,7,returning,45-59,Y,1
CLA,REP,7,returning,45-59,Y,7
CLL,REP,7,returning,45-59,Y,2
CLM,REP,7,returning,45-59,Y,1
DAD,REP,7,returning,45-59,Y,7
DUV,REP,7,returning,45-59,Y,10
ESC,REP,7,returning,45-59,Y,4
FLA,REP,7,returning,45-59,Y,2
GLA,REP,7,returning,45-59,Y,1
HER,REP,7,returning,45-59,Y,3
HIL,REP,7,returning,45-59,Y,7
IND,REP,7,returning,45-59,Y,1
JAC,REP,7,returning,45-59,Y,1
LAK,REP,7,returning,45-59,Y,5
LEE,REP,7,returning,45-59,Y,5
LEO,REP,7,returning,45-59,Y,1
LEV,REP,7,returning,45-59,Y,1
MAN,REP,7,returning,45-59,Y,2
MON,REP,7,returning,45-59,Y,4
MRN,REP,7,returning,45-59,Y,4
OKA,REP,7,returning,45-59,Y,8
ORA,REP,7,returning,45-59,Y,20
OSC,REP,7,returning,45-59,Y,1
PAL,REP,7,returning,45-59,Y,8
PAS,REP,7,returning,45-59,Y,10
PIN,REP,7,returning,45-59,Y,5
POL,REP,7,returning,45-59,Y,7
PUT,REP,7,returning,45-59,Y,2
SAN,REP,7,returning,45-59,Y,1
SAR,REP,7,returning,45-59,Y,2
SEM,REP,7,returning,45-59,Y,8
STJ,REP,7,returning,45-59,Y,2
STL,REP,7,returning,45-59,Y,4
SUM,REP,7,returning,45-59,Y,1
VOL,REP,7,returning,45-59,Y,5
WAL,REP,7,returning,45-59,Y,1
ALA,DEM,9,returning,45-59,Y,9
BAK,DEM,9,returning,45-59,Y,2
BAY,DEM,9,returning,45-59,Y,9
BRE,DEM,9,returning,45-59,Y,37
BRO,DEM,9,returning,45-59,Y,190
CHA,DEM,9,returning,45-59,Y,6
CIT,DEM,9,returning,45-59,Y,2
CLA,DEM,9,returning,45-59,Y,16
CLL,DEM,9,returning,45-59,Y,10
CLM,DEM,9,returning,45-59,Y,1
DAD,DEM,9,returning,45-59,Y,368
DUV,DEM,9,returning,45-59,Y,83
ESC,DEM,9,returning,45-59,Y,19
FLA,DEM,9,returning,45-59,Y,5
GAD,DEM,9,returning,45-59,Y,4
HAR,DEM,9,returning,45-59,Y,1
HER,DEM,9,returning,45-59,Y,5
HIG,DEM,9,returning,45-59,Y,2
HIL,DEM,9,returning,45-59,Y,161
IND,DEM,9,returning,45-59,Y,8
JAC,DEM,9,returning,45-59,Y,1
LAK,DEM,9,returning,45-59,Y,27
LEE,DEM,9,returning,45-59,Y,38
LEO,DEM,9,returning,45-59,Y,26
LIB,DEM,9,returning,45-59,Y,1
MAD,DEM,9,returning,45-59,Y,2
MAN,DEM,9,returning,45-59,Y,16
MON,DEM,9,returning,45-59,Y,9
MRN,DEM,9,returning,45-59,Y,16
MRT,DEM,9,returning,45-59,Y,8
NAS,DEM,9,returning,45-59,Y,3
OKA,DEM,9,returning,45-59,Y,4
OKE,DEM,9,returning,45-59,Y,2
ORA,DEM,9,returning,45-59,Y,296
OSC,DEM,9,returning,45-59,Y,27
PAL,DEM,9,returning,45-59,Y,418
PAS,DEM,9,returning,45-59,Y,27
PIN,DEM,9,returning,45-59,Y,65
POL,DEM,9,returning,45-59,Y,92
PUT,DEM,9,returning,45-59,Y,6
SAR,DEM,9,returning,45-59,Y,136
SEM,DEM,9,returning,45-59,Y,53
STJ,DEM,9,returning,45-59,Y,11
STL,DEM,9,returning,45-59,Y,27
SUM,DEM,9,returning,45-59,Y,3
SUW,DEM,9,returning,45-59,Y,2
TAY,DEM,9,returning,45-59,Y,1
VOL,DEM,9,returning,45-59,Y,21
WAK,DEM,9,returning,45-59,Y,1
WAL,DEM,9,returning,45-59,Y,3
PAL,GRE,9,returning,45-59,Y,1
SAR,GRE,9,returning,45-59,Y,1
PAL,IND,9,returning,45-59,Y,1
SAR,IND,9,returning,45-59,Y,1
ORA,LPF,9,returning,45-59,Y,1
PAL,LPF,9,returning,45-59,Y,1
ALA,NPA,9,returning,45-59,Y,1
BRE,NPA,9,returning,45-59,Y,1
BRO,NPA,9,returning,45-59,Y,6
DAD,NPA,9,returning,45-59,Y,5
LEE,NPA,9,returning,45-59,Y,1
MAN,NPA,9,returning,45-59,Y,1
MON,NPA,9,returning,45-59,Y,1
ORA,NPA,9,returning,45-59,Y,14
PAL,NPA,9,returning,45-59,Y,47
PIN,NPA,9,returning,45-59,Y,10
SAR,NPA,9,returning,45-59,Y,2
BAK,REP,9,returning,45-59,Y,1
BAY,REP,9,returning,45-59,Y,9
BRA,REP,9,returning,45-59,Y,2
BRE,REP,9,returning,45-59,Y,14
BRO,REP,9,returning,45-59,Y,12
CAL,REP,9,returning,45-59,Y,1
CHA,REP,9,returning,45-59,Y,3
CIT,REP,9,returning,45-59,Y,3
CLA,REP,9,returning,45-59,Y,4
CLL,REP,9,returning,45-59,Y,6
CLM,REP,9,returning,45-59,Y,1
DAD,REP,9,returning,45-59,Y,69
DUV,REP,9,returning,45-59,Y,20
ESC,REP,9,returning,45-59,Y,11
FLA,REP,9,returning,45-59,Y,4
GAD,REP,9,returning,45-59,Y,1
HAR,REP,9,returning,45-59,Y,3
HER,REP,9,returning,45-59,Y,3
HIL,REP,9,returning,45-59,Y,48
IND,REP,9,returning,45-59,Y,5
LAK,REP,9,returning,45-59,Y,8
LEE,REP,9,returning,45-59,Y,23
LEO,REP,9,returning,45-59,Y,5
LEV,REP,9,returning,45-59,Y,1
MAN,REP,9,returning,45-59,Y,8
MON,REP,9,returning,45-59,Y,2
MRN,REP,9,returning,45-59,Y,5
MRT,REP,9,returning,45-59,Y,1
NAS,REP,9,returning,45-59,Y,2
OKA,REP,9,returning,45-59,Y,6
ORA,REP,9,returning,45-59,Y,90
OSC,REP,9,returning,45-59,Y,7
PAL,REP,9,returning,45-59,Y,106
PAS,REP,9,returning,45-59,Y,13
PIN,REP,9,returning,45-59,Y,14
POL,REP,9,returning,45-59,Y,41
PUT,REP,9,returning,45-59,Y,7
SAN,REP,9,returning,45-59,Y,10
SAR,REP,9,returning,45-59,Y,38
SEM,REP,9,returning,45-59,Y,23
STJ,REP,9,returning,45-59,Y,6
STL,REP,9,returning,45-59,Y,7
SUM,REP,9,returning,45-59,Y,5
SUW,REP,9,returning,45-59,Y,2
TAY,REP,9,returning,45-59,Y,2
VOL,REP,9,returning,45-59,Y,8
WAS,REP,9,returning,45-59,Y,1
BRE,DEM,1,first_time,60+,Y,2
BRO,DEM,1,first_time,60+,Y,2
CHA,DEM,1,first_time,60+,Y,1
CLL,DEM,1,first_time,60+,Y,1
DAD,DEM,1,first_time,60+,Y,2
DUV,DEM,1,first_time,60+,Y,2
ESC,DEM,1,first_time,60+,Y,1
HER,DEM,1,first_time,60+,Y,1
HIL,DEM,1,first_time,60+,Y,1
LAK,DEM,1,first_time,60+,Y,1
LEE,DEM,1,first_time,60+,Y,2
MON,DEM,1,first_time,60+,Y,1
PAL,DEM,1,first_time,60+,Y,3
PAS,DEM,1,first_time,60+,Y,2
PIN,DEM,1,first_time,60+,Y,3
POL,DEM,1,first_time,60+,Y,2
SAR,DEM,1,first_time,60+,Y,2
STJ,DEM,1,first_time,60+,Y,1
STL,DEM,1,first_time,60+,Y,1
VOL,DEM,1,first_time,60+,Y,1
WAS,DEM,1,first_time,60+,Y,1
LEE,NPA,1,first_time,60+,Y,1
PIN,NPA,1,first_time,60+,Y,1
BAY,REP,1,first_time,60+,Y,1
BRE,REP,1,first_time,60+,Y,2
CLL,REP,1,first_time,60+,Y,1
HER,REP,1,first_time,60+,Y,3
HIL,REP,1,first_time,60+,Y,1
IND,REP,1,first_time,60+,Y,1
LAK,REP,1,first_time,60+,Y,1
LEE,REP,1,first_time,60+,Y,2
LEO,REP,1,first_time,60+,Y,1
MAN,REP,1,first_time,60+,Y,1
MRN,REP,1,first_time,60+,Y,6
OSC,REP,1,first_time,60+,Y,1
PIN,REP,1,first_time,60+,Y,1
POL,REP,1,first_time,60+,Y,3
SAR,REP,1,first_time,60+,Y,1
SUM,REP,1,first_time,60+,Y,1
SUW,REP,1,first_time,60+,Y,1
WAL,REP,1,first_time,60+,Y,2
BRE,DEM,2,first_time,60+,Y,4
BRO,DEM,2,first_time,60+,Y,5
CHA,DEM,2,first_time,60+,Y,2
CLL,DEM,2,first_time,60+,Y,5
DAD,DEM,2,first_time,60+,Y,7
DUV,DEM,2,first_time,60+,Y,4
ESC,DEM,2,first_time,60+,Y,2
FLA,DEM,2,first_time,60+,Y,1
GUL,DEM,2,first_time,60+,Y,1
HIG,DEM,2,first_time,60+,Y,1
HIL,DEM,2,first_time,60+,Y,6
IND,DEM,2,first_time,60+,Y,1
LAK,DEM,2,first_time,60+,Y,3
LEE,DEM,2,first_time,60+,Y,4
MAN,DEM,2,first_time,60+,Y,6
MRN,DEM,2,first_time,60+,Y,4
ORA,DEM,2,first_time,60+,Y,8
OSC,DEM,2,first_time,60+,Y,2
PAL,DEM,2,first_time,60+,Y,19
PAS,DEM,2,first_time,60+,Y,8
PIN,DEM,2,first_time,60+,Y,6
POL,DEM,2,first_time,60+,Y,5
