,CALUMET - CITY OF NEW HOLSTEIN - WARD 3,102,,
,CALUMET - CITY OF NEW HOLSTEIN - WARD 4,125,,
,CALUMET - CITY OF NEW HOLSTEIN - WARD 5,94,,
,CALUMET - TOWN OF BRILLION - WARD 1,73,,
,CALUMET - TOWN OF BRILLION - WARD 2,34,,
,CALUMET - TOWN OF BROTHERTOWN - WARD 1,66,,
,CALUMET - TOWN OF BROTHERTOWN - WARD 2,65,,
,CALUMET - TOWN OF CHARLESTOWN - WARD 1,77,,
,CALUMET - TOWN OF CHILTON - WARD 1,51,,
,CALUMET - TOWN OF CHILTON - WARD 2,71,,
,CALUMET - TOWN OF CHILTON - WARD 3,4,,
,CALUMET - TOWN OF NEW HOLSTEIN - WARD 1,52,,
,CALUMET - TOWN OF NEW HOLSTEIN - WARD 2,37,,
,CALUMET - TOWN OF NEW HOLSTEIN - WARD 3,90,,
,CALUMET - TOWN OF RANTOUL - WARD 1,51,,
,CALUMET - TOWN OF STOCKBRIDGE - WARD 1,98,,
,CALUMET - TOWN OF STOCKBRIDGE - WARD 2,43,,
,CALUMET - TOWN OF STOCKBRIDGE - WARD 3,35,,
,CALUMET - TOWN OF WOODVILLE - WARD 1,73,,
,CALUMET - VILLAGE OF HARRISON - WARD 10,45,,
,CALUMET - VILLAGE OF HARRISON - WARD 11,16,,
,CALUMET - VILLAGE OF HARRISON - WARD 12,74,,
,CALUMET - VILLAGE OF HARRISON - WARD 13,121,,
,CALUMET - VILLAGE OF HARRISON - WARD 14,61,,
,CALUMET - VILLAGE OF HARRISON - WARD 15,19,,
,CALUMET - VILLAGE OF HARRISON - WARD 16,67,,
,CALUMET - VILLAGE OF HARRISON - WARD 17,18,,
,CALUMET - VILLAGE OF HARRISON - WARD 18,50,,
,CALUMET - VILLAGE OF HARRISON - WARD 3,81,,
,CALUMET - VILLAGE OF HARRISON - WARD 4,66,,
,CALUMET - VILLAGE OF HARRISON - WARD 5,63,,
,CALUMET - VILLAGE OF HARRISON - WARD 6,40,,
,CALUMET - VILLAGE OF HARRISON - WARD 7,28,,
,CALUMET - VILLAGE OF HARRISON - WARD 8,29,,
,CALUMET - VILLAGE OF HARRISON - WARD 9,27,,
,CALUMET - VILLAGE OF HILBERT - WARD 1,65,,
,CALUMET - VILLAGE OF HILBERT - WARD 2,23,,
,CALUMET - VILLAGE OF POTTER - WARD 1,10,,
,CALUMET - VILLAGE OF SHERWOOD - WARD 1,45,,
,CALUMET - VILLAGE OF SHERWOOD - WARD 2,87,,
,CALUMET - VILLAGE OF SHERWOOD - WARD 3,129,,
,CALUMET - VILLAGE OF SHERWOOD - WARD 4,96,,
,CALUMET - VILLAGE OF STOCKBRIDGE - WARD 1,71,,
,CHIPPEWA - CITY OF BLOOMER - WARD 1,127,,
,CHIPPEWA - CITY OF BLOOMER - WARD 2,70,,
,CHIPPEWA - CITY OF BLOOMER - WARD 3,94,,
,CHIPPEWA - CITY OF BLOOMER - WARD 4,69,,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 1,145,1,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 2,222,,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 3,211,1,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 4,105,,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 5,156,1,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 6,134,,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 7,251,1,
,CHIPPEWA - CITY OF CORNELL - WARD 1,35,,
,CHIPPEWA - CITY OF CORNELL - WARD 2,34,,
,CHIPPEWA - CITY OF CORNELL - WARD 3,16,,
,CHIPPEWA - CITY OF CORNELL - WARD 4,26,,
,CHIPPEWA - CITY OF EAU CLAIRE - WARD 16,135,,
,CHIPPEWA - CITY OF EAU CLAIRE - WARD 41,30,,
,CHIPPEWA - CITY OF STANLEY - WARD 1,69,,
,CHIPPEWA - CITY OF STANLEY - WARD 2,40,,
,CHIPPEWA - CITY OF STANLEY - WARD 3,45,,
,CHIPPEWA - CITY OF STANLEY - WARD 4,16,,
,CHIPPEWA - CITY OF STANLEY - WARD 7,1,,
,CHIPPEWA - TOWN OF ANSON - WARD 1,47,,
,CHIPPEWA - TOWN OF ANSON - WARD 2,117,,
,CHIPPEWA - TOWN OF ANSON - WARD 3,83,,
,CHIPPEWA - TOWN OF ARTHUR - WARD 1,43,,
,CHIPPEWA - TOWN OF AUBURN - WARD 1,44,,
,CHIPPEWA - TOWN OF BIRCH CREEK - WARD 1,88,,
,CHIPPEWA - TOWN OF BLOOMER - WARD 1,9,,
,CHIPPEWA - TOWN OF BLOOMER - WARD 2,53,,
,CHIPPEWA - TOWN OF CLEVELAND - WARD 1,64,,
,CHIPPEWA - TOWN OF COLBURN - WARD 1,65,,
,CHIPPEWA - TOWN OF COOKS VALLEY - WARD 1,32,,
,CHIPPEWA - TOWN OF DELMAR - WARD 1,56,,
,CHIPPEWA - TOWN OF EAGLE POINT - WARD 1,84,,
,CHIPPEWA - TOWN OF EAGLE POINT - WARD 2,74,,
,CHIPPEWA - TOWN OF EAGLE POINT - WARD 3,101,,
,CHIPPEWA - TOWN OF EAGLE POINT - WARD 4,92,,
,CHIPPEWA - TOWN OF EAGLE POINT - WARD 5,55,,
,CHIPPEWA - TOWN OF EDSON - WARD 1,17,,
,CHIPPEWA - TOWN OF EDSON - WARD 2,28,,
,CHIPPEWA - TOWN OF ESTELLA - WARD 1,36,,
,CHIPPEWA - TOWN OF GOETZ - WARD 1,43,,
,CHIPPEWA - TOWN OF GOETZ - WARD 2,32,,
,CHIPPEWA - TOWN OF GOETZ - WARD 3,2,,
,CHIPPEWA - TOWN OF HALLIE - WARD 1,30,,
,CHIPPEWA - TOWN OF HOWARD - WARD 1,50,,
,CHIPPEWA - TOWN OF LAFAYETTE - WARD 1,164,,
,CHIPPEWA - TOWN OF LAFAYETTE - WARD 2,34,,
,CHIPPEWA - TOWN OF LAFAYETTE - WARD 3,185,,
,CHIPPEWA - TOWN OF LAFAYETTE - WARD 4,101,,
,CHIPPEWA - TOWN OF LAFAYETTE - WARD 5,171,,
,CHIPPEWA - TOWN OF LAFAYETTE - WARD 6,86,,
,CHIPPEWA - TOWN OF LAFAYETTE - WARD 7,54,,
,CHIPPEWA - TOWN OF LAFAYETTE - WARD 8,6,,
,CHIPPEWA - TOWN OF LAFAYETTE - WARD 9,53,,
,CHIPPEWA - TOWN OF LAKE HOLCOMBE - WARD 1,91,,
,CHIPPEWA - TOWN OF LAKE HOLCOMBE - WARD 2,53,,
,CHIPPEWA - TOWN OF RUBY - WARD 1,27,,
,CHIPPEWA - TOWN OF SAMPSON - WARD 1,126,,
,CHIPPEWA - TOWN OF SIGEL - WARD 1,23,,
,CHIPPEWA - TOWN OF SIGEL - WARD 2,69,,
,CHIPPEWA - TOWN OF TILDEN - WARD 1,65,,
,CHIPPEWA - TOWN OF TILDEN - WARD 2,50,,
,CHIPPEWA - TOWN OF TILDEN - WARD 3,40,,
,CHIPPEWA - TOWN OF WHEATON - WARD 1,104,,
,CHIPPEWA - TOWN OF WHEATON - WARD 2,104,,
,CHIPPEWA - TOWN OF WHEATON - WARD 3,88,,
,CHIPPEWA - TOWN OF WOODMOHR - WARD 1,38,,
,CHIPPEWA - TOWN OF WOODMOHR - WARD 2,73,,
,CHIPPEWA - VILLAGE OF BOYD - WARD 1,45,,
,CHIPPEWA - VILLAGE OF CADOTT - WARD 1,62,,
,CHIPPEWA - VILLAGE OF CADOTT - WARD 2,57,,
,CHIPPEWA - VILLAGE OF LAKE HALLIE - WARD 1,75,,
,CHIPPEWA - VILLAGE OF LAKE HALLIE - WARD 2,67,,
,CHIPPEWA - VILLAGE OF LAKE HALLIE - WARD 3,55,,
,CHIPPEWA - VILLAGE OF LAKE HALLIE - WARD 4,45,,
,CHIPPEWA - VILLAGE OF LAKE HALLIE - WARD 5,123,,
,CHIPPEWA - VILLAGE OF LAKE HALLIE - WARD 6,50,,
,CHIPPEWA - VILLAGE OF LAKE HALLIE - WARD 7,131,,
,CHIPPEWA - VILLAGE OF LAKE HALLIE - WARD 8,84,,
,CHIPPEWA - VILLAGE OF NEW AUBURN - WARD 1,27,,
,CLARK - CITY OF ABBOTSFORD - WARD 2,14,,
,CLARK - CITY OF ABBOTSFORD - WARD 3,10,,
,CLARK - CITY OF ABBOTSFORD - WARD 4,36,,
,CLARK - CITY OF ABBOTSFORD - WARD 5,18,,
,CLARK - CITY OF COLBY - WARD 2,21,,
,CLARK - CITY OF COLBY - WARD 3,35,,
,CLARK - CITY OF COLBY - WARD 4,26,,
,CLARK - CITY OF GREENWOOD - WARD 1,5,,
,CLARK - CITY OF GREENWOOD - WARD 2,2,,
,CLARK - CITY OF LOYAL - WARD 2,1,,
,CLARK - CITY OF NEILLSVILLE - WARD 1,39,,
,CLARK - CITY OF NEILLSVILLE - WARD 2,71,,
,CLARK - CITY OF NEILLSVILLE - WARD 3,64,,
,CLARK - CITY OF NEILLSVILLE - WARD 4,31,,
,CLARK - CITY OF NEILLSVILLE - WARD 5,32,,
,CLARK - CITY OF OWEN - WARD 1,42,,
,CLARK - CITY OF OWEN - WARD 2,8,,
,CLARK - CITY OF OWEN - WARD 3,21,,
,CLARK - CITY OF THORP - WARD 1,2,,
,CLARK - CITY OF THORP - WARD 2,2,,
,CLARK - CITY OF THORP - WARD 3,1,,
,CLARK - CITY OF THORP - WARD 4,2,,
,CLARK - TOWN OF BEAVER - WARD 1,38,,
,CLARK - TOWN OF BUTLER - WARD 1,17,,
,CLARK - TOWN OF COLBY - WARD 1,1,,
,CLARK - TOWN OF COLBY - WARD 2,13,,
,CLARK - TOWN OF COLBY - WARD 3,5,,
,CLARK - TOWN OF DEWHURST - WARD 1,42,,
,CLARK - TOWN OF EATON - WARD 1,33,,
,CLARK - TOWN OF EATON - WARD 2,10,,
,CLARK - TOWN OF FOSTER - WARD 1,15,,
,CLARK - TOWN OF FREMONT - WARD 1,43,,
,CLARK - TOWN OF FREMONT - WARD 2,21,,
,CLARK - TOWN OF GRANT - WARD 1,60,,
,CLARK - TOWN OF GRANT - WARD 2,11,,
,CLARK - TOWN OF GREEN GROVE - WARD 1,22,,
,CLARK - TOWN OF GREEN GROVE - WARD 2,7,,
,CLARK - TOWN OF HENDREN - WARD 1,40,,
,CLARK - TOWN OF HEWETT - WARD 1,28,,
,CLARK - TOWN OF HEWETT - WARD 2,7,,
,CLARK - TOWN OF HIXON - WARD 1,26,,
,CLARK - TOWN OF HIXON - WARD 2,4,,
,CLARK - TOWN OF HOARD - WARD 1,16,,
,CLARK - TOWN OF HOARD - WARD 2,25,,
,CLARK - TOWN OF LEVIS - WARD 1,17,,
,CLARK - TOWN OF LEVIS - WARD 2,15,,
,CLARK - TOWN OF LONGWOOD - WARD 1,23,,
,CLARK - TOWN OF LONGWOOD - WARD 2,15,,
,CLARK - TOWN OF LYNN - WARD 1,14,,
,CLARK - TOWN OF LYNN - WARD 2,17,,
,CLARK - TOWN OF MAYVILLE - WARD 1,25,,
,CLARK - TOWN OF MAYVILLE - WARD 2,25,,
,CLARK - TOWN OF MEAD - WARD 1,16,,
,CLARK - TOWN OF MENTOR - WARD 1,39,,
,CLARK - TOWN OF PINE VALLEY - WARD 1,39,,
,CLARK - TOWN OF PINE VALLEY - WARD 2,67,,
,CLARK - TOWN OF THORP - WARD 1,2,,
,CLARK - TOWN OF WASHBURN - WARD 1,25,,
,CLARK - TOWN OF WORDEN - WARD 1,1,,
,CLARK - TOWN OF YORK - WARD 1,1,,
,CLARK - VILLAGE OF DORCHESTER - WARD 1,2,,
,CLARK - VILLAGE OF WITHEE - WARD 1,1,,
,COLUMBIA - CITY OF COLUMBUS - WARD 1,81,,
,COLUMBIA - CITY OF COLUMBUS - WARD 2,89,,
,COLUMBIA - CITY OF COLUMBUS - WARD 3,44,,
,COLUMBIA - CITY OF COLUMBUS - WARD 4,158,,
,COLUMBIA - CITY OF COLUMBUS - WARD 5,93,1,
,COLUMBIA - CITY OF COLUMBUS - WARD 6,24,,
,COLUMBIA - CITY OF COLUMBUS - WARD 7,30,,
,COLUMBIA - CITY OF COLUMBUS - WARD 8,52,,
,COLUMBIA - CITY OF LODI - WARD 1,72,,
,COLUMBIA - CITY OF LODI - WARD 2,73,,
,COLUMBIA - CITY OF LODI - WARD 3,69,,
,COLUMBIA - CITY OF LODI - WARD 4,68,,
,COLUMBIA - CITY OF LODI - WARD 5,47,,
,COLUMBIA - CITY OF LODI - WARD 6,67,,
,COLUMBIA - CITY OF PORTAGE - WARD 1,34,,
,COLUMBIA - CITY OF PORTAGE - WARD 10,133,,
,COLUMBIA - CITY OF PORTAGE - WARD 2,72,,
,COLUMBIA - CITY OF PORTAGE - WARD 3,94,,
,COLUMBIA - CITY OF PORTAGE - WARD 4,74,,
,COLUMBIA - CITY OF PORTAGE - WARD 5,106,,
,COLUMBIA - CITY OF PORTAGE - WARD 6,52,,
,COLUMBIA - CITY OF PORTAGE - WARD 7,89,,
,COLUMBIA - CITY OF PORTAGE - WARD 8,73,,
,COLUMBIA - CITY OF PORTAGE - WARD 9,114,,
,COLUMBIA - CITY OF WISCONSIN DELLS - WARD 1,49,,
,COLUMBIA - CITY OF WISCONSIN DELLS - WARD 2,63,,
,COLUMBIA - CITY OF WISCONSIN DELLS - WARD 3,55,,
,COLUMBIA - CITY OF WISCONSIN DELLS - WARD 6,45,,
,COLUMBIA - TOWN OF ARLINGTON - WARD 1,88,,
,COLUMBIA - TOWN OF CALEDONIA - WARD 1,36,,
,COLUMBIA - TOWN OF CALEDONIA - WARD 2,170,,
,COLUMBIA - TOWN OF COLUMBUS - WARD 1,50,,
,COLUMBIA - TOWN OF COURTLAND - WARD 1,28,,
,COLUMBIA - TOWN OF DEKORRA - WARD 1,126,,
,COLUMBIA - TOWN OF DEKORRA - WARD 2,154,,
,COLUMBIA - TOWN OF DEKORRA - WARD 3,88,,
,COLUMBIA - TOWN OF FORT WINNEBAGO - WARD 1,92,,
,COLUMBIA - TOWN OF FOUNTAIN PRAIRIE - WARD 1,32,,
,COLUMBIA - TOWN OF FOUNTAIN PRAIRIE - WARD 2,40,,
,COLUMBIA - TOWN OF HAMPDEN - WARD 1,62,,
,COLUMBIA - TOWN OF LEEDS - WARD 1,27,,
,COLUMBIA - TOWN OF LEEDS - WARD 2,44,,
,COLUMBIA - TOWN OF LEWISTON - WARD 1,92,,
,COLUMBIA - TOWN OF LEWISTON - WARD 2,30,,
,COLUMBIA - TOWN OF LODI - WARD 1,1,,
,COLUMBIA - TOWN OF LOWVILLE - WARD 1,18,,
,COLUMBIA - TOWN OF LOWVILLE - WARD 2,92,,
,COLUMBIA - TOWN OF MARCELLON - WARD 1,50,,
,COLUMBIA - TOWN OF MARCELLON - WARD 2,53,,
,COLUMBIA - TOWN OF NEWPORT - WARD 1,61,,
,COLUMBIA - TOWN OF OTSEGO - WARD 1,61,,
,COLUMBIA - TOWN OF PACIFIC - WARD 1,66,,
,COLUMBIA - TOWN OF PACIFIC - WARD 2,104,,
,COLUMBIA - TOWN OF PACIFIC - WARD 3,227,,
,COLUMBIA - TOWN OF PACIFIC - WARD 4,62,,
,COLUMBIA - TOWN OF RANDOLPH - WARD 1,54,,
,COLUMBIA - TOWN OF SCOTT - WARD 1,53,,
,COLUMBIA - TOWN OF SPRINGVALE - WARD 1,25,,
,COLUMBIA - TOWN OF SPRINGVALE - WARD 2,21,,
,COLUMBIA - TOWN OF WEST POINT - WARD 1,107,,
,COLUMBIA - TOWN OF WEST POINT - WARD 2,99,,
,COLUMBIA - TOWN OF WEST POINT - WARD 3,97,,
,COLUMBIA - TOWN OF WYOCENA - WARD 1,88,,
,COLUMBIA - TOWN OF WYOCENA - WARD 2,105,,
,COLUMBIA - VILLAGE OF ARLINGTON - WARD 1,80,,
,COLUMBIA - VILLAGE OF CAMBRIA - WARD 1,51,,
,COLUMBIA - VILLAGE OF DOYLESTOWN - WARD 1,5,,
,COLUMBIA - VILLAGE OF FALL RIVER - WARD 1,49,,
,COLUMBIA - VILLAGE OF FALL RIVER - WARD 2,61,,
,COLUMBIA - VILLAGE OF FRIESLAND - WARD 1,21,,
,COLUMBIA - VILLAGE OF PARDEEVILLE - WARD 1,24,,
,COLUMBIA - VILLAGE OF PARDEEVILLE - WARD 2,32,,
,COLUMBIA - VILLAGE OF PARDEEVILLE - WARD 3,88,,
,COLUMBIA - VILLAGE OF POYNETTE - WARD 1,57,,
,COLUMBIA - VILLAGE OF POYNETTE - WARD 2,58,,
,COLUMBIA - VILLAGE OF POYNETTE - WARD 3,53,,
,COLUMBIA - VILLAGE OF POYNETTE - WARD 4,44,,
,COLUMBIA - VILLAGE OF RANDOLPH - WARD 3,39,,
,COLUMBIA - VILLAGE OF RIO - WARD 1,24,,
,COLUMBIA - VILLAGE OF RIO - WARD 2,55,,
,COLUMBIA - VILLAGE OF WYOCENA - WARD 1,34,,
,CRAWFORD - CITY OF PRAIRIE DU CHIEN - WARD 1,74,,
,CRAWFORD - CITY OF PRAIRIE DU CHIEN - WARD 2,81,,
,CRAWFORD - CITY OF PRAIRIE DU CHIEN - WARD 3,53,,
,CRAWFORD - CITY OF PRAIRIE DU CHIEN - WARD 4,49,,
,CRAWFORD - CITY OF PRAIRIE DU CHIEN - WARD 5,90,,
,CRAWFORD - CITY OF PRAIRIE DU CHIEN - WARD 6,107,,
,CRAWFORD - TOWN OF BRIDGEPORT - WARD 1,82,,
,CRAWFORD - TOWN OF CLAYTON - WARD 1,31,,
,CRAWFORD - TOWN OF CLAYTON - WARD 2,40,,
,CRAWFORD - TOWN OF CLAYTON - WARD 3,9,,
,CRAWFORD - TOWN OF EASTMAN - WARD 1,50,,
,CRAWFORD - TOWN OF EASTMAN - WARD 2,24,,
,CRAWFORD - TOWN OF FREEMAN - WARD 1,95,,
,CRAWFORD - TOWN OF HANEY - WARD 1,34,,
,CRAWFORD - TOWN OF MARIETTA - WARD 1,46,,
,CRAWFORD - TOWN OF PRAIRIE DU CHIEN - WARD 1,103,,
,CRAWFORD - TOWN OF PRAIRIE DU CHIEN - WARD 2,11,,
,CRAWFORD - TOWN OF SCOTT - WARD 1,47,,
,CRAWFORD - TOWN OF SENECA - WARD 1,82,,
,CRAWFORD - TOWN OF UTICA - WARD 1,59,,
,CRAWFORD - TOWN OF WAUZEKA - WARD 1,27,,
,CRAWFORD - TOWN OF WAUZEKA - WARD 2,14,,
,CRAWFORD - VILLAGE OF BELL CENTER - WARD 1,6,,
,CRAWFORD - VILLAGE OF DE SOTO - WARD 2,6,,
,CRAWFORD - VILLAGE OF EASTMAN - WARD 1,36,,
,CRAWFORD - VILLAGE OF FERRYVILLE - WARD 1,37,,
,CRAWFORD - VILLAGE OF GAYS MILLS - WARD 1,47,,
,CRAWFORD - VILLAGE OF LYNXVILLE - WARD 1,5,,
,CRAWFORD - VILLAGE OF MOUNT STERLING - WARD 1,12,,
,CRAWFORD - VILLAGE OF SOLDIERS GROVE - WARD 1,27,,
,CRAWFORD - VILLAGE OF STEUBEN - WARD 1,6,,
,CRAWFORD - VILLAGE OF WAUZEKA - WARD 1,52,,
,DANE - CITY OF EDGERTON - WARD 7,7,,
,DANE - CITY OF FITCHBURG - WARD 1,132,,
,DANE - CITY OF FITCHBURG - WARD 10,16,,
,DANE - CITY OF FITCHBURG - WARD 11,10,,
,DANE - CITY OF FITCHBURG - WARD 12,40,,
,DANE - CITY OF FITCHBURG - WARD 13,229,,
,DANE - CITY OF FITCHBURG - WARD 14,278,,
,DANE - CITY OF FITCHBURG - WARD 15,47,,
,DANE - CITY OF FITCHBURG - WARD 16,168,,
,DANE - CITY OF FITCHBURG - WARD 17,157,,
,DANE - CITY OF FITCHBURG - WARD 18,303,,
,DANE - CITY OF FITCHBURG - WARD 19,255,,
,DANE - CITY OF FITCHBURG - WARD 2,34,,
,DANE - CITY OF FITCHBURG - WARD 3,52,,
,DANE - CITY OF FITCHBURG - WARD 4,96,,
,DANE - CITY OF FITCHBURG - WARD 5,244,,
,DANE - CITY OF FITCHBURG - WARD 6,122,,
,DANE - CITY OF FITCHBURG - WARD 7,461,,
,DANE - CITY OF FITCHBURG - WARD 8,266,,
,DANE - CITY OF FITCHBURG - WARD 9,134,,
,DANE - CITY OF MADISON - WARD 1,162,,
,DANE - CITY OF MADISON - WARD 10,387,,
,DANE - CITY OF MADISON - WARD 100,261,,
,DANE - CITY OF MADISON - WARD 101,60,,
,DANE - CITY OF MADISON - WARD 102,171,,
,DANE - CITY OF MADISON - WARD 103,30,,
,DANE - CITY OF MADISON - WARD 104,148,,
,DANE - CITY OF MADISON - WARD 105,221,,
,DANE - CITY OF MADISON - WARD 106,464,,
,DANE - CITY OF MADISON - WARD 107,349,,
,DANE - CITY OF MADISON - WARD 108,320,,
,DANE - CITY OF MADISON - WARD 109,475,,
,DANE - CITY OF MADISON - WARD 11,86,,
,DANE - CITY OF MADISON - WARD 110,394,,
,DANE - CITY OF MADISON - WARD 111,299,,
,DANE - CITY OF MADISON - WARD 12,265,,
,DANE - CITY OF MADISON - WARD 121,4,,
,DANE - CITY OF MADISON - WARD 122,6,,
,DANE - CITY OF MADISON - WARD 124,8,,
,DANE - CITY OF MADISON - WARD 125,3,,
,DANE - CITY OF MADISON - WARD 126,2,,
,DANE - CITY OF MADISON - WARD 127,2,,
,DANE - CITY OF MADISON - WARD 13,100,,
,DANE - CITY OF MADISON - WARD 131,2,,
,DANE - CITY OF MADISON - WARD 132,1,,
,DANE - CITY OF MADISON - WARD 134,2,,
,DANE - CITY OF MADISON - WARD 14,111,,
,DANE - CITY OF MADISON - WARD 142,1,,
,DANE - CITY OF MADISON - WARD 15,197,,
,DANE - CITY OF MADISON - WARD 16,429,,
,DANE - CITY OF MADISON - WARD 17,1,,
,DANE - CITY OF MADISON - WARD 18,82,,
,DANE - CITY OF MADISON - WARD 19,65,,
,DANE - CITY OF MADISON - WARD 2,168,,
,DANE - CITY OF MADISON - WARD 20,31,,
,DANE - CITY OF MADISON - WARD 21,80,,
,DANE - CITY OF MADISON - WARD 22,141,,
,DANE - CITY OF MADISON - WARD 23,78,,
,DANE - CITY OF MADISON - WARD 24,280,,
,DANE - CITY OF MADISON - WARD 25,269,1,
,DANE - CITY OF MADISON - WARD 26,152,,
,DANE - CITY OF MADISON - WARD 28,120,,
,DANE - CITY OF MADISON - WARD 29,337,,
,DANE - CITY OF MADISON - WARD 3,168,,
,DANE - CITY OF MADISON - WARD 30,2,,
,DANE - CITY OF MADISON - WARD 31,224,,
,DANE - CITY OF MADISON - WARD 32,96,,
,DANE - CITY OF MADISON - WARD 33,98,,
,DANE - CITY OF MADISON - WARD 34,164,,
,DANE - CITY OF MADISON - WARD 35,142,,
,DANE - CITY OF MADISON - WARD 36,285,,
,DANE - CITY OF MADISON - WARD 37,244,,
,DANE - CITY OF MADISON - WARD 38,857,,
,DANE - CITY OF MADISON - WARD 39,178,,
,DANE - CITY OF MADISON - WARD 4,132,,
,DANE - CITY OF MADISON - WARD 40,504,,
,DANE - CITY OF MADISON - WARD 41,506,,
,DANE - CITY OF MADISON - WARD 42,295,,
,DANE - CITY OF MADISON - WARD 43,29,,
,DANE - CITY OF MADISON - WARD 44,70,,
,DANE - CITY OF MADISON - WARD 45,220,,
,DANE - CITY OF MADISON - WARD 46,38,,
,DANE - CITY OF MADISON - WARD 47,35,,
,DANE - CITY OF MADISON - WARD 48,7,,
,DANE - CITY OF MADISON - WARD 49,10,,
,DANE - CITY OF MADISON - WARD 5,250,,
,DANE - CITY OF MADISON - WARD 50,20,,
,DANE - CITY OF MADISON - WARD 51,216,,
,DANE - CITY OF MADISON - WARD 52,120,,
,DANE - CITY OF MADISON - WARD 53,349,,
,DANE - CITY OF MADISON - WARD 55,11,,
,DANE - CITY OF MADISON - WARD 56,2,,
,DANE - CITY OF MADISON - WARD 57,1,,
,DANE - CITY OF MADISON - WARD 59,3,,
,DANE - CITY OF MADISON - WARD 6,390,,
,DANE - CITY OF MADISON - WARD 60,29,,
,DANE - CITY OF MADISON - WARD 61,220,,
,DANE - CITY OF MADISON - WARD 62,247,,
,DANE - CITY OF MADISON - WARD 63,241,,
,DANE - CITY OF MADISON - WARD 64,278,,
,DANE - CITY OF MADISON - WARD 65,629,,
,DANE - CITY OF MADISON - WARD 66,329,,
,DANE - CITY OF MADISON - WARD 67,72,,
,DANE - CITY OF MADISON - WARD 68,111,,
,DANE - CITY OF MADISON - WARD 69,274,,
,DANE - CITY OF MADISON - WARD 7,253,,
,DANE - CITY OF MADISON - WARD 70,200,,
,DANE - CITY OF MADISON - WARD 71,170,,
,DANE - CITY OF MADISON - WARD 72,52,,
,DANE - CITY OF MADISON - WARD 73,33,,
,DANE - CITY OF MADISON - WARD 74,2,,
,DANE - CITY OF MADISON - WARD 75,219,,
,DANE - CITY OF MADISON - WARD 76,89,,
,DANE - CITY OF MADISON - WARD 77,439,,
,DANE - CITY OF MADISON - WARD 78,605,,
,DANE - CITY OF MADISON - WARD 79,732,,
,DANE - CITY OF MADISON - WARD 8,248,,
,DANE - CITY OF MADISON - WARD 80,53,,
,DANE - CITY OF MADISON - WARD 81,391,,
,DANE - CITY OF MADISON - WARD 82,328,,
,DANE - CITY OF MADISON - WARD 83,376,,
,DANE - CITY OF MADISON - WARD 84,295,,
,DANE - CITY OF MADISON - WARD 85,468,1,
,DANE - CITY OF MADISON - WARD 86,499,,
,DANE - CITY OF MADISON - WARD 87,763,,
,DANE - CITY OF MADISON - WARD 88,576,,
,DANE - CITY OF MADISON - WARD 89,656,,
,DANE - CITY OF MADISON - WARD 9,480,,
,DANE - CITY OF MADISON - WARD 90,126,,
,DANE - CITY OF MADISON - WARD 91,396,,
,DANE - CITY OF MADISON - WARD 92,186,,
,DANE - CITY OF MADISON - WARD 93,30,,
,DANE - CITY OF MADISON - WARD 94,158,,
,DANE - CITY OF MADISON - WARD 95,321,,
,DANE - CITY OF MADISON - WARD 96,1,,
,DANE - CITY OF MADISON - WARD 97,217,,
,DANE - CITY OF MADISON - WARD 98,2,,
,DANE - CITY OF MADISON - WARD 99,1,,
,DANE - CITY OF MIDDLETON - WARD 1,116,,
,DANE - CITY OF MIDDLETON - WARD 10,177,,
,DANE - CITY OF MIDDLETON - WARD 11,193,,
,DANE - CITY OF MIDDLETON - WARD 12,304,,
,DANE - CITY OF MIDDLETON - WARD 13,236,,
,DANE - CITY OF MIDDLETON - WARD 14,255,,
,DANE - CITY OF MIDDLETON - WARD 15,107,,
,DANE - CITY OF MIDDLETON - WARD 16,114,,
,DANE - CITY OF MIDDLETON - WARD 17,106,,
,DANE - CITY OF MIDDLETON - WARD 18,72,,
,DANE - CITY OF MIDDLETON - WARD 2,129,,
,DANE - CITY OF MIDDLETON - WARD 3,319,,
,DANE - CITY OF MIDDLETON - WARD 4,184,,
,DANE - CITY OF MIDDLETON - WARD 5,187,,
,DANE - CITY OF MIDDLETON - WARD 6,80,,
,DANE - CITY OF MIDDLETON - WARD 7,171,,
,DANE - CITY OF MIDDLETON - WARD 8,182,,
,DANE - CITY OF MIDDLETON - WARD 9,102,,
,DANE - CITY OF MONONA - WARD 1,201,,
,DANE - CITY OF MONONA - WARD 10,150,,
,DANE - CITY OF MONONA - WARD 2,88,,
,DANE - CITY OF MONONA - WARD 3,159,,
,DANE - CITY OF MONONA - WARD 4,170,,
,DANE - CITY OF MONONA - WARD 5,139,,
,DANE - CITY OF MONONA - WARD 6,156,,
,DANE - CITY OF MONONA - WARD 7,185,,
,DANE - CITY OF MONONA - WARD 8,29,,
,DANE - CITY OF MONONA - WARD 9,124,,
,DANE - CITY OF STOUGHTON - WARD 1,192,,
,DANE - CITY OF STOUGHTON - WARD 2,190,,
