,MILWAUKEE - CITY OF MILWAUKEE - WARD 98,92,,
,MILWAUKEE - CITY OF MILWAUKEE - WARD 99,150,,
,MILWAUKEE - CITY OF OAK CREEK - WARD 1,145,,
,MILWAUKEE - CITY OF OAK CREEK - WARD 10,198,,
,MILWAUKEE - CITY OF OAK CREEK - WARD 11,182,,
,MILWAUKEE - CITY OF OAK CREEK - WARD 12,168,,
,MILWAUKEE - CITY OF OAK CREEK - WARD 13,173,,
,MILWAUKEE - CITY OF OAK CREEK - WARD 14,208,,
,MILWAUKEE - CITY OF OAK CREEK - WARD 15,139,,
,MILWAUKEE - CITY OF OAK CREEK - WARD 16,84,,
,MILWAUKEE - CITY OF OAK CREEK - WARD 17,90,,
,MILWAUKEE - CITY OF OAK CREEK - WARD 18,77,,
,MILWAUKEE - CITY OF OAK CREEK - WARD 19,145,,
,MILWAUKEE - CITY OF OAK CREEK - WARD 2,195,,
,MILWAUKEE - CITY OF OAK CREEK - WARD 3,206,,
,MILWAUKEE - CITY OF OAK CREEK - WARD 4,189,,
,MILWAUKEE - CITY OF OAK CREEK - WARD 5,124,,
,MILWAUKEE - CITY OF OAK CREEK - WARD 6,102,,
,MILWAUKEE - CITY OF OAK CREEK - WARD 7,150,,
,MILWAUKEE - CITY OF OAK CREEK - WARD 8,147,,
,MILWAUKEE - CITY OF OAK CREEK - WARD 9,249,,
,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 1,181,,
,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 10,176,,
,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 11,212,,
,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 12,125,,
,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 13,79,,
,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 14,125,,
,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 15,193,,
,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 16,136,,
,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 2,196,,
,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 3,82,,
,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 4,95,,
,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 5,103,,
,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 6,155,,
,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 7,63,,
,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 8,107,,
,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 9,126,,
,MILWAUKEE - CITY OF ST. FRANCIS - WARD 1,111,,
,MILWAUKEE - CITY OF ST. FRANCIS - WARD 10,163,,
,MILWAUKEE - CITY OF ST. FRANCIS - WARD 11,62,,
,MILWAUKEE - CITY OF ST. FRANCIS - WARD 12,95,,
,MILWAUKEE - CITY OF ST. FRANCIS - WARD 2,64,,
,MILWAUKEE - CITY OF ST. FRANCIS - WARD 3,79,,
,MILWAUKEE - CITY OF ST. FRANCIS - WARD 4,51,,
,MILWAUKEE - CITY OF ST. FRANCIS - WARD 5,140,,
,MILWAUKEE - CITY OF ST. FRANCIS - WARD 6,62,,
,MILWAUKEE - CITY OF ST. FRANCIS - WARD 7,49,,
,MILWAUKEE - CITY OF ST. FRANCIS - WARD 8,103,,
,MILWAUKEE - CITY OF ST. FRANCIS - WARD 9,141,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 1,347,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 10,185,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 11,294,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 12,413,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 13,136,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 14,226,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 15,214,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 16,383,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 17,302,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 18,256,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 19,278,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 2,238,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 20,402,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 21,276,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 22,290,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 23,299,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 24,244,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 3,267,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 4,489,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 5,270,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 6,213,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 7,350,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 8,284,,
,MILWAUKEE - CITY OF WAUWATOSA - WARD 9,290,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 1,123,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 10,143,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 11,222,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 12,208,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 13,279,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 14,129,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 15,150,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 16,142,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 17,202,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 18,293,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 19,378,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 2,141,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 20,197,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 21,227,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 22,183,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 23,247,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 24,157,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 25,289,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 3,90,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 4,166,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 5,201,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 6,149,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 7,204,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 8,159,,
,MILWAUKEE - CITY OF WEST ALLIS - WARD 9,181,,
,MILWAUKEE - VILLAGE OF BAYSIDE - WARD 1,164,,
,MILWAUKEE - VILLAGE OF BAYSIDE - WARD 1S,8,,
,MILWAUKEE - VILLAGE OF BAYSIDE - WARD 2,131,,
,MILWAUKEE - VILLAGE OF BAYSIDE - WARD 3,128,,
,MILWAUKEE - VILLAGE OF BAYSIDE - WARD 3S,16,,
,MILWAUKEE - VILLAGE OF BAYSIDE - WARD 4,250,,
,MILWAUKEE - VILLAGE OF BAYSIDE - WARD 5,193,1,
,MILWAUKEE - VILLAGE OF BROWN DEER - WARD 1,147,,
,MILWAUKEE - VILLAGE OF BROWN DEER - WARD 2,354,,
,MILWAUKEE - VILLAGE OF BROWN DEER - WARD 3,210,,
,MILWAUKEE - VILLAGE OF BROWN DEER - WARD 4,248,,
,MILWAUKEE - VILLAGE OF BROWN DEER - WARD 5,207,,
,MILWAUKEE - VILLAGE OF BROWN DEER - WARD 6,243,,
,MILWAUKEE - VILLAGE OF FOX POINT - WARD 1,129,,
,MILWAUKEE - VILLAGE OF FOX POINT - WARD 2,159,,
,MILWAUKEE - VILLAGE OF FOX POINT - WARD 3,150,,
,MILWAUKEE - VILLAGE OF FOX POINT - WARD 4,84,,
,MILWAUKEE - VILLAGE OF FOX POINT - WARD 5,98,,
,MILWAUKEE - VILLAGE OF FOX POINT - WARD 6,119,,
,MILWAUKEE - VILLAGE OF FOX POINT - WARD 7,133,,
,MILWAUKEE - VILLAGE OF FOX POINT - WARD 8,137,,
,MILWAUKEE - VILLAGE OF FOX POINT - WARD 9,147,,
,MILWAUKEE - VILLAGE OF GREENDALE - WARD 1,256,,
,MILWAUKEE - VILLAGE OF GREENDALE - WARD 10,1,,
,MILWAUKEE - VILLAGE OF GREENDALE - WARD 2,185,,
,MILWAUKEE - VILLAGE OF GREENDALE - WARD 3,195,,
,MILWAUKEE - VILLAGE OF GREENDALE - WARD 4,200,,
,MILWAUKEE - VILLAGE OF GREENDALE - WARD 5,128,,
,MILWAUKEE - VILLAGE OF GREENDALE - WARD 6,90,,
,MILWAUKEE - VILLAGE OF GREENDALE - WARD 9,2,,
,MILWAUKEE - VILLAGE OF HALES CORNERS - WARD 1,174,,
,MILWAUKEE - VILLAGE OF HALES CORNERS - WARD 2,108,,
,MILWAUKEE - VILLAGE OF HALES CORNERS - WARD 3,110,,
,MILWAUKEE - VILLAGE OF HALES CORNERS - WARD 4,114,,
,MILWAUKEE - VILLAGE OF HALES CORNERS - WARD 5,115,,
,MILWAUKEE - VILLAGE OF HALES CORNERS - WARD 6,93,,
,MILWAUKEE - VILLAGE OF HALES CORNERS - WARD 7,142,,
,MILWAUKEE - VILLAGE OF HALES CORNERS - WARD 8,188,,
,MILWAUKEE - VILLAGE OF HALES CORNERS - WARD 9,57,,
,MILWAUKEE - VILLAGE OF RIVER HILLS - WARD 1,64,,
,MILWAUKEE - VILLAGE OF RIVER HILLS - WARD 2,143,,
,MILWAUKEE - VILLAGE OF RIVER HILLS - WARD 3,113,,
,MILWAUKEE - VILLAGE OF SHOREWOOD - WARD 1,139,,
,MILWAUKEE - VILLAGE OF SHOREWOOD - WARD 10,137,,
,MILWAUKEE - VILLAGE OF SHOREWOOD - WARD 11,124,,
,MILWAUKEE - VILLAGE OF SHOREWOOD - WARD 12,141,,
,MILWAUKEE - VILLAGE OF SHOREWOOD - WARD 2,224,,
,MILWAUKEE - VILLAGE OF SHOREWOOD - WARD 3,227,,
,MILWAUKEE - VILLAGE OF SHOREWOOD - WARD 4,217,,
,MILWAUKEE - VILLAGE OF SHOREWOOD - WARD 5,190,,
,MILWAUKEE - VILLAGE OF SHOREWOOD - WARD 6,122,,
,MILWAUKEE - VILLAGE OF SHOREWOOD - WARD 7,161,,
,MILWAUKEE - VILLAGE OF SHOREWOOD - WARD 8,116,,
,MILWAUKEE - VILLAGE OF SHOREWOOD - WARD 9,148,,
,MILWAUKEE - VILLAGE OF WEST MILWAUKEE - WARD 1,29,,
,MILWAUKEE - VILLAGE OF WEST MILWAUKEE - WARD 2,8,,
,MILWAUKEE - VILLAGE OF WEST MILWAUKEE - WARD 3,35,,
,MILWAUKEE - VILLAGE OF WEST MILWAUKEE - WARD 4,41,,
,MILWAUKEE - VILLAGE OF WEST MILWAUKEE - WARD 5,14,,
,MILWAUKEE - VILLAGE OF WEST MILWAUKEE - WARD 6,19,,
,MILWAUKEE - VILLAGE OF WHITEFISH BAY - WARD 1,173,,
,MILWAUKEE - VILLAGE OF WHITEFISH BAY - WARD 10,2,,
,MILWAUKEE - VILLAGE OF WHITEFISH BAY - WARD 11,1,,
,MILWAUKEE - VILLAGE OF WHITEFISH BAY - WARD 12,228,,
,MILWAUKEE - VILLAGE OF WHITEFISH BAY - WARD 2,143,,
,MILWAUKEE - VILLAGE OF WHITEFISH BAY - WARD 3,102,,
,MILWAUKEE - VILLAGE OF WHITEFISH BAY - WARD 4,255,,
,MILWAUKEE - VILLAGE OF WHITEFISH BAY - WARD 5,169,,
,MILWAUKEE - VILLAGE OF WHITEFISH BAY - WARD 6,200,,
,MILWAUKEE - VILLAGE OF WHITEFISH BAY - WARD 7,168,,
,MILWAUKEE - VILLAGE OF WHITEFISH BAY - WARD 8,3,,
,MONROE - CITY OF SPARTA - WARD 1,56,,
,MONROE - CITY OF SPARTA - WARD 10,27,,
,MONROE - CITY OF SPARTA - WARD 11,65,,
,MONROE - CITY OF SPARTA - WARD 12,63,,
,MONROE - CITY OF SPARTA - WARD 13,19,,
,MONROE - CITY OF SPARTA - WARD 14,62,,
,MONROE - CITY OF SPARTA - WARD 15,69,,
,MONROE - CITY OF SPARTA - WARD 16,40,,
,MONROE - CITY OF SPARTA - WARD 2,62,,
,MONROE - CITY OF SPARTA - WARD 3,26,,
,MONROE - CITY OF SPARTA - WARD 4,46,,
,MONROE - CITY OF SPARTA - WARD 5,44,,
,MONROE - CITY OF SPARTA - WARD 6,39,,
,MONROE - CITY OF SPARTA - WARD 7,69,,
,MONROE - CITY OF SPARTA - WARD 8,19,,
,MONROE - CITY OF SPARTA - WARD 9,51,,
,MONROE - CITY OF TOMAH - WARD 1,41,,
,MONROE - CITY OF TOMAH - WARD 10,60,,
,MONROE - CITY OF TOMAH - WARD 11,22,,
,MONROE - CITY OF TOMAH - WARD 12,33,,
,MONROE - CITY OF TOMAH - WARD 13,33,,
,MONROE - CITY OF TOMAH - WARD 14,67,,
,MONROE - CITY OF TOMAH - WARD 15,68,,
,MONROE - CITY OF TOMAH - WARD 16,30,,
,MONROE - CITY OF TOMAH - WARD 2,37,,
,MONROE - CITY OF TOMAH - WARD 3,26,,
,MONROE - CITY OF TOMAH - WARD 4,16,,
,MONROE - CITY OF TOMAH - WARD 5A,28,,
,MONROE - CITY OF TOMAH - WARD 6,25,,
,MONROE - CITY OF TOMAH - WARD 7,41,,
,MONROE - CITY OF TOMAH - WARD 8,45,,
,MONROE - CITY OF TOMAH - WARD 9,123,,
,MONROE - TOWN OF ADRIAN - WARD 1,47,,
,MONROE - TOWN OF ANGELO - WARD 1,43,,
,MONROE - TOWN OF ANGELO - WARD 3,18,,
,MONROE - TOWN OF BYRON - WARD 1,42,,
,MONROE - TOWN OF CLIFTON - WARD 1,54,,
,MONROE - TOWN OF GLENDALE - WARD 1,45,,
,MONROE - TOWN OF GRANT - WARD 1,44,,
,MONROE - TOWN OF GREENFIELD - WARD 1,27,,
,MONROE - TOWN OF GREENFIELD - WARD 2,14,,
,MONROE - TOWN OF JEFFERSON - WARD 1,23,,
,MONROE - TOWN OF LA GRANGE - WARD 1A,69,,
,MONROE - TOWN OF LA GRANGE - WARD 1B,8,,
,MONROE - TOWN OF LA GRANGE - WARD 2A,61,,
,MONROE - TOWN OF LA GRANGE - WARD 2B,2,,
,MONROE - TOWN OF LA GRANGE - WARD 3A,19,,
,MONROE - TOWN OF LA GRANGE - WARD 3B,5,,
,MONROE - TOWN OF LAFAYETTE - WARD 1,17,,
,MONROE - TOWN OF LEON - WARD 1,50,,
,MONROE - TOWN OF LEON - WARD 2,25,,
,MONROE - TOWN OF LINCOLN - WARD 1,60,,
,MONROE - TOWN OF LITTLE FALLS - WARD 1,72,,
,MONROE - TOWN OF LITTLE FALLS - WARD 2,32,,
,MONROE - TOWN OF NEW LYME - WARD 1,6,,
,MONROE - TOWN OF OAKDALE - WARD 1,46,,
,MONROE - TOWN OF PORTLAND - WARD 1,53,,
,MONROE - TOWN OF RIDGEVILLE - WARD 1,56,,
,MONROE - TOWN OF SCOTT - WARD 1,7,,
,MONROE - TOWN OF SHELDON - WARD 1,22,,
,MONROE - TOWN OF SPARTA - WARD 1,66,,
,MONROE - TOWN OF SPARTA - WARD 2,77,,
,MONROE - TOWN OF SPARTA - WARD 3,17,,
,MONROE - TOWN OF SPARTA - WARD 4,1,,
,MONROE - TOWN OF SPARTA - WARD 5,57,,
,MONROE - TOWN OF SPARTA - WARD 6,106,,
,MONROE - TOWN OF TOMAH - WARD 1,65,,
,MONROE - TOWN OF TOMAH - WARD 2,67,,
,MONROE - TOWN OF WELLINGTON - WARD 1,16,,
,MONROE - TOWN OF WELLINGTON - WARD 2,27,,
,MONROE - TOWN OF WELLS - WARD 1,60,,
,MONROE - TOWN OF WILTON - WARD 1,10,,
,MONROE - TOWN OF WILTON - WARD 2,9,,
,MONROE - TOWN OF WILTON - WARD 3,8,,
,MONROE - VILLAGE OF CASHTON - WARD 1,29,,
,MONROE - VILLAGE OF CASHTON - WARD 2,25,,
,MONROE - VILLAGE OF KENDALL - WARD 1,34,,
,MONROE - VILLAGE OF MELVINA - WARD 1,2,,
,MONROE - VILLAGE OF NORWALK - WARD 1,23,,
,MONROE - VILLAGE OF OAKDALE - WARD 1,3,,
,MONROE - VILLAGE OF WARRENS - WARD 1,30,,
,MONROE - VILLAGE OF WILTON - WARD 1,42,,
,MONROE - VILLAGE OF WYEVILLE - WARD 1,4,,
,OCONTO - CITY OF GILLETT - WARD 1,31,,
,OCONTO - CITY OF GILLETT - WARD 2,32,,
,OCONTO - CITY OF GILLETT - WARD 3,39,,
,OCONTO - CITY OF OCONTO - WARD 1,90,,
,OCONTO - CITY OF OCONTO - WARD 2,73,,
,OCONTO - CITY OF OCONTO - WARD 3,33,,
,OCONTO - CITY OF OCONTO - WARD 4,67,,
,OCONTO - CITY OF OCONTO - WARD 5,29,,
,OCONTO - CITY OF OCONTO - WARD 6,19,,
,OCONTO - CITY OF OCONTO - WARD 7,100,,
,OCONTO - CITY OF OCONTO FALLS - WARD 1,32,,
,OCONTO - CITY OF OCONTO FALLS - WARD 2,52,,
,OCONTO - CITY OF OCONTO FALLS - WARD 3,28,,
,OCONTO - CITY OF OCONTO FALLS - WARD 4,24,,
,OCONTO - CITY OF OCONTO FALLS - WARD 5,70,,
,OCONTO - TOWN OF ABRAMS - WARD 1,71,,
,OCONTO - TOWN OF ABRAMS - WARD 2,104,,
,OCONTO - TOWN OF ABRAMS - WARD 3,47,,
,OCONTO - TOWN OF BAGLEY - WARD 1,40,,
,OCONTO - TOWN OF BRAZEAU - WARD 1,77,,
,OCONTO - TOWN OF BRAZEAU - WARD 2,89,,
,OCONTO - TOWN OF BRAZEAU - WARD 3,39,,
,OCONTO - TOWN OF BREED - WARD 1,80,,
,OCONTO - TOWN OF CHASE - WARD 1,51,,
,OCONTO - TOWN OF CHASE - WARD 2,29,,
,OCONTO - TOWN OF CHASE - WARD 3,28,,
,OCONTO - TOWN OF CHASE - WARD 4,53,,
,OCONTO - TOWN OF CHASE - WARD 5,47,,
,OCONTO - TOWN OF DOTY - WARD 1,60,,
,OCONTO - TOWN OF GILLETT - WARD 1,18,,
,OCONTO - TOWN OF GILLETT - WARD 2,48,,
,OCONTO - TOWN OF HOW - WARD 1,23,,
,OCONTO - TOWN OF HOW - WARD 2,38,,
,OCONTO - TOWN OF LAKEWOOD - WARD 1,160,,
,OCONTO - TOWN OF LENA - WARD 1,52,,
,OCONTO - TOWN OF LITTLE RIVER - WARD 1,68,,
,OCONTO - TOWN OF LITTLE RIVER - WARD 2,32,,
,OCONTO - TOWN OF LITTLE SUAMICO - WARD 1,56,,
,OCONTO - TOWN OF LITTLE SUAMICO - WARD 2,40,,
,OCONTO - TOWN OF LITTLE SUAMICO - WARD 3,67,,
,OCONTO - TOWN OF LITTLE SUAMICO - WARD 4,104,,
,OCONTO - TOWN OF LITTLE SUAMICO - WARD 5,98,,
,OCONTO - TOWN OF LITTLE SUAMICO - WARD 6,46,,
,OCONTO - TOWN OF LITTLE SUAMICO - WARD 7,53,,
,OCONTO - TOWN OF LITTLE SUAMICO - WARD 8,82,,
,OCONTO - TOWN OF MAPLE VALLEY - WARD 1,51,,
,OCONTO - TOWN OF MOUNTAIN - WARD 1,121,,
,OCONTO - TOWN OF OCONTO - WARD 1,41,,
,OCONTO - TOWN OF OCONTO - WARD 2,66,,
,OCONTO - TOWN OF OCONTO - WARD 3,23,,
,OCONTO - TOWN OF OCONTO FALLS - WARD 1,99,,
,OCONTO - TOWN OF OCONTO FALLS - WARD 2,26,,
,OCONTO - TOWN OF PENSAUKEE - WARD 1,63,,
,OCONTO - TOWN OF PENSAUKEE - WARD 2,73,,
,OCONTO - TOWN OF RIVERVIEW - WARD 1,75,,
,OCONTO - TOWN OF RIVERVIEW - WARD 2,79,,
,OCONTO - TOWN OF SPRUCE - WARD 1,44,,
,OCONTO - TOWN OF SPRUCE - WARD 2,39,,
,OCONTO - TOWN OF STILES - WARD 1,55,,
,OCONTO - TOWN OF STILES - WARD 2,85,,
,OCONTO - TOWN OF TOWNSEND - WARD 1,187,,
,OCONTO - TOWN OF UNDERHILL - WARD 1,61,,
,OCONTO - VILLAGE OF LENA - WARD 1,50,1,
,OCONTO - VILLAGE OF SURING - WARD 1,72,,
,ONEIDA - CITY OF RHINELANDER - WARD 1,98,1,
,ONEIDA - CITY OF RHINELANDER - WARD 10,85,,
,ONEIDA - CITY OF RHINELANDER - WARD 11,74,,
,ONEIDA - CITY OF RHINELANDER - WARD 12,3,,
,ONEIDA - CITY OF RHINELANDER - WARD 13,48,,
,ONEIDA - CITY OF RHINELANDER - WARD 14,9,,
,ONEIDA - CITY OF RHINELANDER - WARD 2,36,1,
,ONEIDA - CITY OF RHINELANDER - WARD 3,33,1,
,ONEIDA - CITY OF RHINELANDER - WARD 4,24,,
,ONEIDA - CITY OF RHINELANDER - WARD 5,61,,
,ONEIDA - CITY OF RHINELANDER - WARD 6,57,1,
,ONEIDA - CITY OF RHINELANDER - WARD 7,7,,
,ONEIDA - CITY OF RHINELANDER - WARD 8,31,1,
,ONEIDA - CITY OF RHINELANDER - WARD 9,106,,
,ONEIDA - TOWN OF CASSIAN - WARD 1,47,,
,ONEIDA - TOWN OF CASSIAN - WARD 2,93,1,
,ONEIDA - TOWN OF CRESCENT - WARD 1,165,,
,ONEIDA - TOWN OF CRESCENT - WARD 2,16,,
,ONEIDA - TOWN OF CRESCENT - WARD 3,116,,
,ONEIDA - TOWN OF ENTERPRISE - WARD 1,30,,
,ONEIDA - TOWN OF HAZELHURST - WARD 1,135,,
,ONEIDA - TOWN OF HAZELHURST - WARD 2,39,,
,ONEIDA - TOWN OF LAKE TOMAHAWK - WARD 1,128,1,
,ONEIDA - TOWN OF LAKE TOMAHAWK - WARD 2,47,,
,ONEIDA - TOWN OF LITTLE RICE - WARD 1,52,,
,ONEIDA - TOWN OF LYNNE - WARD 1,10,,
,ONEIDA - TOWN OF MINOCQUA - WARD 1,100,,
,ONEIDA - TOWN OF MINOCQUA - WARD 2,76,,
,ONEIDA - TOWN OF MINOCQUA - WARD 3,134,,
,ONEIDA - TOWN OF MINOCQUA - WARD 4,92,,
,ONEIDA - TOWN OF MINOCQUA - WARD 5,202,,
,ONEIDA - TOWN OF MINOCQUA - WARD 6,98,,
,ONEIDA - TOWN OF MINOCQUA - WARD 7,83,,
,ONEIDA - TOWN OF MONICO - WARD 1,17,,
,ONEIDA - TOWN OF NEWBOLD - WARD 1,62,,
,ONEIDA - TOWN OF NEWBOLD - WARD 2,96,,
,ONEIDA - TOWN OF NEWBOLD - WARD 3,148,,
,ONEIDA - TOWN OF NEWBOLD - WARD 4,127,,
,ONEIDA - TOWN OF NOKOMIS - WARD 1,77,,
,ONEIDA - TOWN OF NOKOMIS - WARD 2,95,,
,ONEIDA - TOWN OF PELICAN - WARD 1,80,,
,ONEIDA - TOWN OF PELICAN - WARD 2,127,,
,ONEIDA - TOWN OF PELICAN - WARD 3,66,,
,ONEIDA - TOWN OF PELICAN - WARD 4,20,,
,ONEIDA - TOWN OF PIEHL - WARD 1,9,,
,ONEIDA - TOWN OF PINE LAKE - WARD 1,127,1,
,ONEIDA - TOWN OF PINE LAKE - WARD 2,88,,
,ONEIDA - TOWN OF PINE LAKE - WARD 3,78,,
,ONEIDA - TOWN OF PINE LAKE - WARD 4,100,,
,ONEIDA - TOWN OF SCHOEPKE - WARD 1,67,,
,ONEIDA - TOWN OF STELLA - WARD 1,49,,
,ONEIDA - TOWN OF STELLA - WARD 2,8,,
,ONEIDA - TOWN OF SUGAR CAMP - WARD 1,126,,
,ONEIDA - TOWN OF SUGAR CAMP - WARD 2,131,,
,ONEIDA - TOWN OF THREE LAKES - WARD 1,158,,
,ONEIDA - TOWN OF THREE LAKES - WARD 2,80,,
,ONEIDA - TOWN OF THREE LAKES - WARD 3,135,,
,ONEIDA - TOWN OF THREE LAKES - WARD 4,57,,
,ONEIDA - TOWN OF WOODBORO - WARD 1,117,,
,ONEIDA - TOWN OF WOODRUFF - WARD 1,49,,
,ONEIDA - TOWN OF WOODRUFF - WARD 2,150,,
,ONEIDA - TOWN OF WOODRUFF - WARD 3,68,,
,OUTAGAMIE - CITY OF APPLETON - WARD 1,126,,
,OUTAGAMIE - CITY OF APPLETON - WARD 10,135,,
,OUTAGAMIE - CITY OF APPLETON - WARD 11,114,,
,OUTAGAMIE - CITY OF APPLETON - WARD 15,187,,
,OUTAGAMIE - CITY OF APPLETON - WARD 16,142,,
,OUTAGAMIE - CITY OF APPLETON - WARD 17,153,,
,OUTAGAMIE - CITY OF APPLETON - WARD 18,123,,
,OUTAGAMIE - CITY OF APPLETON - WARD 19,266,,
,OUTAGAMIE - CITY OF APPLETON - WARD 2,154,,
,OUTAGAMIE - CITY OF APPLETON - WARD 20,140,,
,OUTAGAMIE - CITY OF APPLETON - WARD 21,4,,
,OUTAGAMIE - CITY OF APPLETON - WARD 22,23,,
,OUTAGAMIE - CITY OF APPLETON - WARD 24,59,,
,OUTAGAMIE - CITY OF APPLETON - WARD 25,130,,
,OUTAGAMIE - CITY OF APPLETON - WARD 27,160,,
,OUTAGAMIE - CITY OF APPLETON - WARD 28,73,,
,OUTAGAMIE - CITY OF APPLETON - WARD 29,135,,
,OUTAGAMIE - CITY OF APPLETON - WARD 3,252,,
,OUTAGAMIE - CITY OF APPLETON - WARD 30,71,,
,OUTAGAMIE - CITY OF APPLETON - WARD 33,166,,
,OUTAGAMIE - CITY OF APPLETON - WARD 34,48,,
,OUTAGAMIE - CITY OF APPLETON - WARD 35,161,,
,OUTAGAMIE - CITY OF APPLETON - WARD 36,197,,
,OUTAGAMIE - CITY OF APPLETON - WARD 37,120,,
,OUTAGAMIE - CITY OF APPLETON - WARD 38,273,,
,OUTAGAMIE - CITY OF APPLETON - WARD 39,73,,
,OUTAGAMIE - CITY OF APPLETON - WARD 4,100,,
,OUTAGAMIE - CITY OF APPLETON - WARD 40,2,,
,OUTAGAMIE - CITY OF APPLETON - WARD 41,26,,
,OUTAGAMIE - CITY OF APPLETON - WARD 42,146,,
,OUTAGAMIE - CITY OF APPLETON - WARD 43,136,,
,OUTAGAMIE - CITY OF APPLETON - WARD 48,7,,
,OUTAGAMIE - CITY OF APPLETON - WARD 49,18,,
,OUTAGAMIE - CITY OF APPLETON - WARD 50,25,,
,OUTAGAMIE - CITY OF APPLETON - WARD 51,133,,
,OUTAGAMIE - CITY OF APPLETON - WARD 52,21,,
,OUTAGAMIE - CITY OF APPLETON - WARD 53,2,,
,OUTAGAMIE - CITY OF APPLETON - WARD 54,150,,
,OUTAGAMIE - CITY OF APPLETON - WARD 55,53,,
,OUTAGAMIE - CITY OF APPLETON - WARD 6,91,,
,OUTAGAMIE - CITY OF APPLETON - WARD 7,213,,
,OUTAGAMIE - CITY OF APPLETON - WARD 8,84,,
,OUTAGAMIE - CITY OF APPLETON - WARD 9,133,,
,OUTAGAMIE - CITY OF KAUKAUNA - WARD 1,137,,
,OUTAGAMIE - CITY OF KAUKAUNA - WARD 10,208,,
,OUTAGAMIE - CITY OF KAUKAUNA - WARD 13,2,,
,OUTAGAMIE - CITY OF KAUKAUNA - WARD 2,124,,
,OUTAGAMIE - CITY OF KAUKAUNA - WARD 3,77,,
,OUTAGAMIE - CITY OF KAUKAUNA - WARD 4,188,,
,OUTAGAMIE - CITY OF KAUKAUNA - WARD 5,206,,
,OUTAGAMIE - CITY OF KAUKAUNA - WARD 6,144,,
,OUTAGAMIE - CITY OF KAUKAUNA - WARD 7,254,,
